Warrant Market - Weekly,,,,,,,,,,,,
XAO 4859.7 at 16:47 23/10/2009  Report at 19:05 Friday 23/10/2009. Processed 12:51 Sunday 25/10/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.38,,,,,,,,,,,,
AMPWMK,5.50,29/10/09,3:1,0.31,-,0.105,-,-,,,,
AMPWML,6.00,29/10/09,3:1,0.125,-,0.195,-9,200,,,,
AMPWMM,6.50,26/11/09,3:1,0.115,0.125,0.135,-4,220,,,,
AMPWOF,6.25,17/12/09,3:1,0.15,0.155,0.16,-1,100,,,,
AMPWOE,6.75,17/12/09,3:1,0.061,0.066,-,-,-,,,,
AMPWOA,6.00,25/02/10,3:1,0.275,0.28,0.34,-,-,,,,
AMPWOB,6.75,25/02/10,3:1,0.145,0.15,0.255,-,-,,,,
ANZ Banking Grp Last Sale Price $23.85,,,,,,,,,,,,
ANZWZA,23.00,29/10/09,4:1,0.245,0.275,0.555,-,-
ANZVZO,24.00,29/10/09,4:1,0.155,0.185,1.335,-,-
ANZWWB,10.55,30/10/09,.96:1,13.29,-,9.14,-,-
ANZWMA,20.00,26/11/09,3:1,1.28,-,1.35,-30.5,200
ANZWMF,22.00,26/11/09,3:1,0.685,0.735,0.715,-37.5,3000
ANZWZD,22.00,26/11/09,4:1,0.455,0.48,0.49,-16,1086
ANZWZC,25.00,26/11/09,4:1,0.165,0.195,0.19,-131,930
ANZWOG,17.00,17/12/09,4:1,1.635,1.655,1.755,-,-
ANZWOI,21.00,17/12/09,4:1,0.7,0.705,0.68,-19,490
ANZWOH,23.00,17/12/09,4:1,0.36,0.365,0.395,-7.5,682
ANZWZE,24.00,17/12/09,4:1,0.285,0.31,0.41,-,-
ANZWOK,24.50,25/02/10,4:1,0.4,0.405,0.40,4,15
ANZWOL,26.50,25/02/10,4:1,0.215,0.22,0.22,-8,900
ANZWOJ,28.50,25/02/10,4:1,0.12,0.125,0.12,-9,3100
ASX Ltd Last Sale Price $35.65,,,,,,,,
