Warrant Market - Weekly,,,,,,,,,,,,
XAO 4472.4 at 16:37 4/6/2010  Report at 19:06 Friday 4/6/2010. Processed 13:57 Sunday 6/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
Equity Call Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $5.80,,,,,,,,,,,,
AMPWOA,6.00,23/09/10,3:1,0.115,0.12,0.082,-,-,,,,
AMPWOB,6.50,23/09/10,3:1,0.063,0.068,-,-,-,,,,
ANZ Banking Grp Last Sale Price $22.64,,,,,,,,,,,,
ANZUMD,20.00,24/06/10,4:1,0.68,-,0.69,-2,113,,,,
ANZUMF,20.00,24/06/10,4:1,0.67,-,0.495,-,-,,,,
ANZUME,22.00,24/06/10,4:1,0.3,0.325,0.35,-,-,,,,
ANZUMG,22.00,24/06/10,4:1,0.3,-,-,-,-,,,,
ANZWOD,23.00,24/06/10,4:1,0.115,0.125,0.155,-0.5,1427,,,,
ANZUMH,24.00,24/06/10,4:1,0.079,-,-,-,-,,,,
ANZVZC,24.00,24/06/10,4:1,0.093,0.1,-,-,-,,,,
ANZWMA,24.00,24/06/10,4:1,0.085,0.1,0.095,-2,3000,,,,
ANZWOE,24.50,24/06/10,4:1,0.022,0.032,0.017,-,-,,,,
ANZWMB,26.00,24/06/10,4:1,0.012,-,0.08,-,-,,,,
ANZWOF,26.00,24/06/10,4:1,0.007,0.017,0.064,-,-,,,,
ANZWOG,22.50,23/09/10,4:1,0.515,0.52,0.56,11,481,,,,
ANZWOH,24.50,23/09/10,4:1,0.29,0.295,0.305,0.5,169,,,,
ANZWMH,26.00,23/09/10,4:1,0.19,0.205,0.21,-,-,,,,
ANZWOI,26.50,23/09/10,4:1,0.15,0.155,-,-,-,,,,
ANZWMI,28.00,23/09/10,4:1,0.095,0.105,0.095,1.5,600,,,,
ASX Ltd Last Sale Price $30.25,,,,,,,,,,,,
ASXUMB,32.00,23/09/10,4:1,0.25,0.265,-,-,-,,,,
ASXUMC,35.00,23/09/10,4:1,0.074,0.084,0.086,-,110,,,,
BHP Billiton Ltd Last Sale Price $37.87,,,,,,,,,,,,
BHPUMD,32.00,24/06/10,4:1,1.48,1.555,1.56,24.5,197,,,,
BHPUME,36.00,24/06/10,4:1,0.62,0.68,0.73,-,-,,,,
BHPWOJ,38.00,24/06/10,4:1,0.275,0.285,0.275,-24,17854,,,,
BHPWOK,39.00,24/06/10,4:1,0.16,0.165,0.16,-16,12381,,,,
BHPUMF,40.00,24/06/10,4:1,0.13,0.145,0.14,-1,820,,,,
BHPVZE,40.00,24/06/10,4:1,0.19,0.215,0.26,1.5,600,,,,
BHPWOL,41.00,24/06/10,4:1,0.045,0.05,0.047,-7.8,1200,,,,
BHPWMA,43.00,24/06/10,4:1,0.015,0.037,0.04,0.4,1640,,,,
BHPWOM,43.00,24/06/10,4:1,0.01,0.02,0.017,-1.9,75,,,,
BHPVOD,45.00,24/06/10,4:1,0.003,-,0.01,-,-,,,,
BHPWMB,45.00,24/06/10,4:1,0.001,-,0.048,-,-,,,,
BHPVOE,47.00,24/06/10,4:1,-,-,0.024,-,-,,,,
BHPUMG,48.00,24/06/10,4:1,0.001,-,-,-,-,,,,
BHPWOC,35.00,26/08/10,4:1,1.19,1.165,1.175,-,-,,,,
BHPWOD,37.50,26/08/10,4:1,0.8,0.805,0.80,-23,3750,,,,
BHPWOE,39.50,26/08/10,4:1,0.555,0.56,0.55,-20.5,440,,,,
BHPWOF,41.00,26/08/10,4:1,0.405,0.41,0.47,-11.5,50,,,,
BHPWON,43.00,26/08/10,4:1,0.24,0.245,0.235,-,180,,,,
BHPWOO,45.00,26/08/10,4:1,0.18,0.185,0.20,-6,120,,,,
BHPVOA,47.50,26/08/10,4:1,0.08,0.08,0.085,-4,360,,,,
BHPUMH,34.00,23/09/10,4:1,1.44,1.5,1.595,29.5,10,,,,
BHPUMI,38.00,23/09/10,4:1,0.86,0.88,0.975,-10,100,,,,
BHPUMJ,42.00,23/09/10,4:1,0.405,0.42,0.515,-8.5,85,,,,
BHPWMH,46.00,23/09/10,4:1,0.15,-,0.21,7.5,300,,,,
BHPWMI,48.00,23/09/10,4:1,0.105,0.12,0.11,-8.5,2310,,,,
BlueScope Steel Last Sale Price $2.28,,,,,,,,,,,,
BSLWOD,2.50,24/06/10,2:1,0.044,0.049,0.285,-,-,,,,
BSLWOC,3.00,24/06/10,2:1,0.006,0.011,-,-,-,,,,
BSLWOE,2.65,26/08/10,2:1,0.055,0.06,-,-,-,,,,
BSLWOF,2.90,26/08/10,2:1,0.033,0.038,-,-,-,,,,
BSLUMB,3.00,28/10/10,1:1,0.071,0.076,-,-,-,,,,
Brambles Ltd Last Sale Price $6.49,,,,,,,,,,,,
BXBWOA,7.00,24/06/10,4:1,0.025,0.03,0.094,-,-,,,,
BXBWOB,7.75,24/06/10,4:1,0.012,0.017,-,-,-,,,,
BXBWOC,7.25,26/08/10,3:1,0.091,0.096,-,-,-,,,,
BXBWOD,7.75,26/08/10,3:1,0.05,0.055,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $51.47,,,,,,,,,,,,
CBAUMD,50.00,24/06/10,4:1,0.71,0.745,0.70,-30,567,,,,
CBAUME,53.00,24/06/10,4:1,0.265,-,0.33,-,-,,,,
CBAWOD,55.00,24/06/10,5:1,0.069,0.079,0.105,-6.5,830,,,,
CBAVZB,56.00,24/06/10,5:1,0.09,0.115,0.095,-10,4388,,,,
CBAWMA,56.00,24/06/10,4:1,0.084,-,0.13,-,-,,,,
CBAWOE,57.50,24/06/10,5:1,0.023,0.033,0.046,-,-,,,,
CBAWMB,58.00,24/06/10,4:1,0.047,-,0.068,-,-,,,,
CBAUMF,60.00,24/06/10,4:1,0.023,-,-,-,-,,,,
CBAWOF,60.00,24/06/10,5:1,-,0.05,0.032,-,-,,,,
CBAUMG,50.00,23/09/10,4:1,1.24,1.275,1.225,7.5,30,,,,
CBAUMH,53.00,23/09/10,4:1,0.875,0.91,0.875,-21.5,900,,,,
CBAWOG,54.00,23/09/10,5:1,0.5,0.505,0.54,-7,232,,,,
CBAUMI,56.00,23/09/10,4:1,0.595,0.615,-,-,-,,,,
CBAWOH,56.50,23/09/10,5:1,0.34,0.345,-,-,-,,,,
CBAWMH,58.00,23/09/10,4:1,0.33,-,0.37,-,-,,,,
CBAWOI,59.00,23/09/10,5:1,0.215,0.22,0.205,-8,100,,,,
CBAWMI,60.00,23/09/10,4:1,0.34,0.36,-,-,-,,,,
Computershare Ltd Last Sale Price $11.35,,,,,,,,,,,,
CPUUMB,11.50,23/09/10,1:1,0.905,0.925,-,-,-,,,,
CSL Ltd Last Sale Price $32.82,,,,,,,,,,,,
CSLUMB,34.00,23/09/10,4:1,0.42,0.475,-,-,-,,,,
CSLUMC,37.00,23/09/10,4:1,0.165,0.2,-,-,-,,,,
Fortescue Metals Grp Last Sale Price $4.15,,,,,,,,,,,,
FMGUMB,4.50,23/09/10,1:1,0.44,0.455,0.39,-,-,,,,
Incitec Pivot Last Sale Price $3.10,,,,,,,,,,,,
IPLUMC,3.00,23/09/10,1:1,0.33,0.35,0.26,-,-,,,,
Macq Grp Ltd Last Sale Price $44.25,,,,,,,,,,,,
MQGVZL,48.00,24/06/10,5:1,0.145,0.17,0.15,-1.5,50,,,,
MQGWOE,49.00,24/06/10,6:1,0.075,0.085,0.16,-,-,,,,
MQGWOD,52.50,24/06/10,6:1,0.012,0.09,0.088,-,-,,,,
MQGWOB,50.00,23/09/10,6:1,0.4,0.405,0.39,1.5,280,,,,
MQGWOC,57.50,23/09/10,6:1,0.13,0.14,0.115,-2.5,700,,,,
National Aust Bank Last Sale Price $24.36,,,,,,,,,,,,
NABWOF,26.50,24/06/10,4:1,0.04,0.045,0.005,-,-,,,,
NABVZC,27.00,24/06/10,4:1,0.041,0.046,-,-,-,,,,
NABWOD,28.00,24/06/10,4:1,0.007,0.012,0.02,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.001,0.001,0.001,-0.1,6617,,,,
NABWOG,26.00,23/09/10,4:1,0.32,0.325,0.32,1,860,,,,
NABWOH,28.00,23/09/10,4:1,0.17,0.175,0.17,5,100,,,,
NABWOI,30.50,23/09/10,4:1,0.066,0.071,-,-,-,,,,
Newcrest Min Last Sale Price $32.41,,,,,,,,,,,,
NCMVZF,34.00,24/06/10,4:1,0.175,0.2,0.165,-5,850,,,,
NCMWOA,34.00,26/08/10,4:1,0.49,0.495,-,-,-,,,,
NCMWOB,36.50,26/08/10,4:1,0.295,0.3,0.325,-,600,,,,
NCMWOH,40.00,26/08/10,4:1,0.14,0.145,-,-,-,,,,
News Corp Last Sale Price $18.33,,,,,,,,,,,,
NWSUMB,18.00,24/06/10,4:1,0.23,0.235,-,-,-,,,,
NWSWMA,20.00,24/06/10,4:1,0.038,0.043,0.047,-,-,,,,
NWSUMC,19.00,23/09/10,4:1,0.335,0.345,-,-,-,,,,
NWSUMD,21.00,23/09/10,4:1,0.16,0.17,-,-,-,,,,
Orica Ltd Last Sale Price $25.43,,,,,,,,,,,,
ORIUMB,27.00,23/09/10,4:1,0.265,0.28,0.26,2.5,88,,,,
Oil Search Ltd Last Sale Price $5.66,,,,,,,,,,,,
OSHUMB,5.75,23/09/10,1:1,0.44,0.46,-,-,-,,,,
Paladin Energy Last Sale Price $3.89,,,,,,,,,,,,
PDNUMB,4.00,23/09/10,1:1,0.465,0.47,-,-,-,,,,
Qantas Airways Last Sale Price $2.52,,,,,,,,,,,,
QANUMB,2.50,24/06/10,1:1,0.1,0.12,-,-,-,,,,
QANUMC,2.75,23/09/10,1:1,0.135,0.155,0.105,-,-,,,,
QANUMD,3.50,23/09/10,1:1,0.011,-,-,-,-,,,,
QBE Insurance Grp Last Sale Price $19.01,,,,,,,,,,,,
QBEUMC,21.00,24/06/10,4:1,0.017,-,-,-,-,,,,
QBEUMD,21.00,23/09/10,4:1,0.16,0.165,0.165,-3,7950,,,,
QBEWOB,22.50,23/09/10,4:1,0.084,0.089,0.092,-,328,,,,
QBEUME,24.00,23/09/10,4:1,0.029,0.033,-,-,-,,,,
QBEWOC,24.50,23/09/10,4:1,0.034,0.039,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $67.59,,,,,,,,,,,,
RIOUMD,60.00,24/06/10,4:1,2.07,2.08,2.17,-9,13,,,,
RIOUME,65.00,24/06/10,4:1,1.115,1.18,0.95,-,-,,,,
RIOUMF,70.00,24/06/10,4:1,0.465,0.47,0.35,-,-,,,,
RIOVZG,70.00,24/06/10,6:1,0.355,0.38,0.43,25,600,,,,
RIOWOF,72.50,24/06/10,6:1,0.12,0.13,0.145,-5.5,2729,,,,
RIOUMG,75.00,24/06/10,4:1,0.14,0.145,-,-,-,,,,
RIOWOJ,79.00,24/06/10,6:1,0.019,0.034,0.083,-,-,,,,
RIOUMH,80.00,24/06/10,4:1,0.031,0.034,-,-,-,,,,
RIOWOK,86.00,24/06/10,6:1,0.007,0.027,0.034,-,-,,,,
RIOWMA,90.00,24/06/10,4:1,0.001,-,0.005,-,-,,,,
RIOWMB,95.00,24/06/10,4:1,0.001,-,-,-,-,,,,
RIOWOA,70.00,26/08/10,6:1,0.805,0.815,0.83,-8.5,10,,,,
RIOWOB,77.50,26/08/10,6:1,0.4,0.41,0.49,-,-,,,,
RIOWOG,82.50,26/08/10,6:1,0.24,0.25,0.255,-,100,,,,
RIOUMI,60.00,23/09/10,4:1,2.84,2.85,2.71,-1,160,,,,
RIOUMJ,65.00,23/09/10,4:1,2.13,2.14,1.48,-,-,,,,
RIOUMK,70.00,23/09/10,4:1,1.43,1.435,-,-,-,,,,
RIOUML,75.00,23/09/10,4:1,0.955,0.96,-,-,-,,,,
RIOUMM,80.00,23/09/10,4:1,0.62,0.63,0.635,-,100,,,,
RIOWMH,95.00,23/09/10,4:1,0.135,-,0.03,-,-,,,,
RIOWMI,100.00,23/09/10,4:1,0.079,0.087,0.08,-3,1000,,,,
Santos Ltd Last Sale Price $12.92,,,,,,,,,,,,
STOUMB,13.00,24/06/10,4:1,0.13,0.135,0.087,3.4,400,,,,
STOWOC,13.50,26/08/10,4:1,0.21,0.225,0.14,-,-,,,,
STOWOD,15.00,26/08/10,4:1,0.11,0.125,-,-,-,,,,
STOUMC,13.00,23/09/10,4:1,0.31,0.32,0.26,-,-,,,,
STOUMD,15.00,23/09/10,4:1,0.14,0.145,-,-,-,,,,
Suncorp-Metway Last Sale Price $8.21,,,,,,,,,,,,
SUNUMC,8.50,23/09/10,4:1,0.13,0.135,-,-,-,,,,
Ten Network Hldgs Last Sale Price $1.79,,,,,,,,,,,,
TENWMH,2.50,23/09/10,1:1,0.028,-,-,-,-,,,,
Telstra Corp Last Sale Price $3.10,,,,,,,,,,,,
TLSWOC,3.00,24/06/10,2:1,0.077,0.087,0.145,-,-,,,,
TLSWMA,3.15,24/06/10,1:1,0.057,-,0.087,-,-,,,,
TLSWMB,3.30,24/06/10,1:1,0.044,0.047,-,-,-,,,,
TLSWOD,3.30,24/06/10,2:1,0.012,0.032,0.029,-,-,,,,
TLSWOE,3.10,26/08/10,2:1,0.08,0.085,-,-,-,,,,
TLSWOF,3.35,26/08/10,2:1,0.042,0.047,-,-,-,,,,
TLSUMD,2.92,23/09/10,1:1,0.325,0.33,0.24,-,-,,,,
TLSUMF,3.15,23/09/10,1:1,0.2,0.205,-,-,-,,,,
TLSWMH,3.40,23/09/10,1:1,0.115,0.12,0.11,6.3,210,,,,
TLSWMI,3.65,23/09/10,1:1,0.066,0.069,0.076,-,-,,,,
Toll Hldgs Ltd Last Sale Price $5.95,,,,,,,,,,,,
TOLUMC,7.00,23/09/10,1:1,0.135,0.155,0.145,-9,5150,,,,
Westpac Banking Last Sale Price $22.76,,,,,,,,,,,,
WBCUMD,23.00,24/06/10,4:1,0.19,0.215,0.20,-,150,,,,
WBCUME,25.00,24/06/10,4:1,0.043,0.054,-,-,-,,,,
WBCVZE,26.00,24/06/10,4:1,0.023,0.04,0.024,-4.7,500,,,,
WBCWOF,26.50,24/06/10,4:1,0.01,0.015,0.075,-,-,,,,
WBCWMA,27.00,24/06/10,4:1,0.003,-,0.03,-,-,,,,
WBCWOG,28.00,24/06/10,4:1,0.001,0.011,0.01,-,-,,,,
WBCWMB,29.00,24/06/10,4:1,0.001,-,0.098,-,-,,,,
WBCWOE,30.00,24/06/10,4:1,-,0.021,0.035,-,-,,,,
WBCUMF,31.00,24/06/10,4:1,0.001,-,-,-,-,,,,
WBCUMG,22.00,23/09/10,4:1,0.605,0.635,0.65,-10.5,2211,,,,
WBCUMH,24.00,23/09/10,4:1,0.36,0.385,0.365,-,-,,,,
WBCWOH,24.50,23/09/10,4:1,0.325,0.33,0.365,-,50,,,,
WBCUMI,26.00,23/09/10,4:1,0.195,0.21,0.21,-,-,,,,
WBCWOI,26.00,23/09/10,4:1,0.2,0.205,0.20,-8.5,530,,,,
WBCWOJ,28.00,23/09/10,4:1,0.1,0.105,0.12,-,-,,,,
WBCWMH,29.00,23/09/10,4:1,0.065,0.074,0.14,-,-,,,,
WBCWMI,31.00,23/09/10,4:1,0.028,0.034,0.18,-,-,,,,
Wesfarmers Ltd Last Sale Price $29.09,,,,,,,,,,,,
WESWOC,30.00,26/08/10,5:1,0.27,0.275,-,-,-,,,,
WESWOA,32.00,26/08/10,5:1,0.145,0.15,0.15,3.5,500,,,,
WESUMB,28.00,23/09/10,4:1,0.67,0.69,-,-,-,,,,
WESUMC,31.00,23/09/10,4:1,0.325,0.34,-,-,-,,,,
WorleyParsons Ltd Last Sale Price $24.26,,,,,,,,,,,,
WORUMB,26.00,23/09/10,4:1,0.27,0.29,-,-,-,,,,
Woolworths Ltd Last Sale Price $27.01,,,,,,,,,,,,
WOWUMB,27.00,24/06/10,4:1,0.125,0.155,0.105,-,-,,,,
WOWWOB,28.50,26/08/10,4:1,0.185,0.19,-,-,-,,,,
WOWUMC,27.00,23/09/10,4:1,0.335,0.365,0.365,-,1500,,,,
WOWUMD,30.00,23/09/10,4:1,0.071,0.083,-,-,-,,,,
Woodside Pet Last Sale Price $43.99,,,,,,,,,,,,
WPLUMB,42.00,24/06/10,4:1,0.675,0.7,0.69,31,400,,,,
WPLWOG,44.00,24/06/10,5:1,0.235,0.24,0.28,6.5,2850,,,,
WPLVZD,45.00,24/06/10,5:1,0.275,0.3,-,-,-,,,,
WPLWMA,46.00,24/06/10,4:1,0.16,0.18,0.51,-,-,,,,
WPLWOH,47.50,24/06/10,5:1,0.078,0.083,0.40,-,-,,,,
WPLWOI,51.00,24/06/10,5:1,0.02,0.025,-,-,-,,,,
