FR INV WARRANTS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Report at Friday, June 10, 2011. Processed Saturday at 2011-06-11T23:15:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Equity Call Warrants,
Asciano Last Sale Price $1.52,
AIOVMA,,1.80,23/06/11,1:1,.001,,.07,,,,
,
Amcor Last Sale Price $6.99,
AMCTMC,,4.50,23/06/11,1:1,2.50,,2.92,,,,
,
AMP Last Sale Price $4.93,
AMPTMC,,3.50,23/06/11,1:1,1.435,,,,,,
,
ANZ Banking Grp Last Sale Price $21.53,
ANZTMA,,17.00,23/06/11,1:1,4.55,,8.24,,,,
ANZTMC,,17.00,23/06/11,1:1,4.57,4.58,4.86,,,,
ANZVMA,,23.00,23/06/11,4:1,.009,,.069,,,,
ANZVZM,,23.00,23/06/11,4:1,.008,.04,.085,,,,
ANZVZN,,24.00,23/06/11,4:1,.001,.04,.19,,,,
ANZVMB,,25.00,23/06/11,4:1,.001,,.055,,,,
ANZVMC,,27.00,23/06/11,4:1,.001,,.055,,,,
ANZVZA,,22.50,28/07/11,4:1,.115,.115,,,,,
ANZWOJ,,23.00,28/07/11,4:1,.094,.099,.091,-2.9,200,,
ANZVZB,,23.50,28/07/11,4:1,.054,.052,,,,,
ANZWME,,24.00,28/07/11,4:1,.04,.053,,,,,
ANZWOK,,25.00,28/07/11,4:1,.025,.03,.145,,,,
ANZWOL,,27.00,28/07/11,4:1,.011,.016,,,,,
ANZVOA,,21.50,25/08/11,4:1,.345,.35,.345,-1,200,,
ANZVOB,,23.50,25/08/11,4:1,.13,.135,,,,,
ANZWMB,,24.00,25/08/11,4:1,.084,.10,.089,-1.6,450,,
ANZVOC,,25.50,25/08/11,4:1,.033,.038,,,,,
ANZVOD,,22.00,29/09/11,4:1,.355,.36,.37,-.5,50,,
ANZWMC,,23.00,29/09/11,4:1,.22,.245,.20,-3.5,50,,
ANZVOE,,24.00,29/09/11,4:1,.155,.16,,,,,
ANZWMD,,25.00,29/09/11,4:1,.085,.10,,,,,
ANZVOF,,26.00,29/09/11,4:1,.052,.057,,,,,
,
ASX Last Sale Price $31.05,
ASXTMC,,20.50,23/06/11,1:1,10.69,10.77,,,,,
,
Alumina Last Sale Price $2.22,
AWCTMC,,1.00,23/06/11,1:1,1.215,,1.46,,,,
AWCVMA,,2.50,23/06/11,1:1,.005,,.165,,,,
AWCWMA,,2.25,29/09/11,1:1,.215,.23,,,,,
AWCWMC,,2.50,29/09/11,1:1,.125,.135,,,,,
,
BHP Billiton Last Sale Price $43.15,
