Warrant Market - Weekly,,,,,,,,,,,,
XAO 4890.1 at 16:38 19/3/2010  Report at 19:06 Friday 19/3/2010. Processed 20:14 Friday 19/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
ASX Code,Ex Price,Expiry Date,Conv Ratio,Bid,Ask,Last Sale,Chg +/-,Weekly Volume,,,,
LGLWOD,3.25,25/03/10,2:1,0.013,0.015,0.026,0.5,32260,,,,
LGLVMA,3.50,25/03/10,2:1,0.001,-,0.001,-0.9,100,,,,
LGLWOF,4.00,25/03/10,2:1,0.001,0.011,0.048,-,-,,,,
LGLWOG,3.00,27/05/10,2:1,0.17,0.175,0.15,1,1000,,,,
LGLWOH,3.25,27/05/10,2:1,0.11,0.115,0.12,3.7,3500,,,,
LGLWOI,3.50,27/05/10,2:1,0.074,0.079,-,-,-,,,,
Macq Grp Ltd Last Sale Price $49.42,,,,,,,,,,,,
MQGVZH,50.00,25/03/10,5:1,0.27,0.3,0.40,-,-,,,,
MQGVZI,52.00,25/03/10,5:1,0.13,0.16,-,-,-,,,,
MQGVZJ,55.00,29/04/10,5:1,0.46,0.49,-,-,-,,,,
MQGWOA,55.00,29/04/10,6:1,0.12,0.125,0.16,-0.5,900,,,,
MQGWOD,52.50,24/06/10,6:1,0.495,0.5,0.51,-3.5,100,,,,
MQGWOE,60.00,24/06/10,6:1,0.135,0.14,0.16,-,-,,,,
National Aust Bank Last Sale Price $26.90,,,,,,,,,,,,
NABWZJ,28.00,25/03/10,4:1,0.03,0.044,-,-,-,,,,
NABVMA,29.00,25/03/10,5:1,0.001,-,0.001,-7.4,1500,,,,
NABWZK,30.00,25/03/10,4:1,0.001,0.04,-,-,-,,,,
NABVMB,31.00,25/03/10,5:1,0.001,-,0.001,-,-,,,,
NABVZA,28.00,29/04/10,4:1,0.29,0.32,0.31,-,-,,,,
NABWOA,28.50,29/04/10,4:1,0.075,0.08,0.10,-2.5,1000,,,,
NABWOB,30.50,29/04/10,4:1,0.017,0.022,0.029,-1.2,200,,,,
NABVME,33.00,29/04/10,5:1,0.005,0.004,0.004,-7.5,600,,,,
NABWOC,33.00,29/04/10,4:1,0.005,0.01,0.007,-,-,,,,
NABWOD,28.00,24/06/10,4:1,0.215,0.22,0.185,-,-,,,,
NABWOE,30.00,24/06/10,4:1,0.095,0.1,0.14,-,-,,,,
NABWOF,32.50,24/06/10,4:1,0.04,0.045,0.051,-0.9,1462,,,,
Newcrest Min Last Sale Price $33.69,,,,,,,,,,,,
NCMVMA,35.00,25/03/10,4:1,0.045,0.048,0.105,-6.5,400,,,,
NCMWOC,35.00,25/03/10,4:1,0.031,0.036,0.036,-15.4,117,,,,
NCMVMB,37.00,25/03/10,4:1,0.002,-,0.088,-,-,,,,
NCMWOD,37.50,25/03/10,4:1,-,0.011,0.072,-,-,,,,
NCMVZC,38.00,25/03/10,4:1,0.008,0.04,0.037,-24.3,200,,,,
NCMWOE,40.00,25/03/10,4:1,0.001,0.011,0.011,-,-,,,,
NCMVZD,35.00,29/04/10,4:1,0.535,0.565,0.715,-,-,,,,
NCMVME,39.00,29/04/10,4:1,0.094,0.099,0.12,-5.5,120,,,,
NCMWOF,36.00,27/05/10,4:1,0.32,0.325,0.405,-,400,,,,
NCMWOG,39.00,27/05/10,4:1,0.14,0.145,0.19,-,720,,,,
News Corp Last Sale Price $18.26,,,,,,,,,,,,
NWSVMA,18.00,25/03/10,4:1,0.115,0.12,0.55,-,-,,,,
NWSVME,20.00,29/04/10,4:1,0.068,0.071,0.375,-,-,,,,
Oil Search Ltd Last Sale Price $5.90,,,,,,,,,,,,
OSHVMA,6.50,25/03/10,2:1,0.001,-,0.006,-,-,,,,
OSHVME,6.00,29/04/10,2:1,0.12,0.125,0.06,-,-,,,,
OZ Minerals Last Sale Price $1.17,,,,,,,,,,,,
OZLWOB,1.05,25/03/10,2:1,0.061,0.066,-,-,-,,,,
OZLWOA,1.25,25/03/10,2:1,0.007,0.012,-,-,-,,,,
Paladin Energy Last Sale Price $4.06,,,,,,,,,,,,
PDNVMA,4.00,25/03/10,2:1,0.059,0.047,0.047,0.5,1694,,,,
PDNVME,5.00,29/04/10,2:1,0.022,0.05,0.05,-,-,,,,
Qantas Airways Last Sale Price $2.85,,,,,,,,,,,,
QANVMA,2.50,25/03/10,2:1,0.17,0.175,0.17,-,-,,,,
QANVME,3.50,29/04/10,2:1,0.003,-,0.048,-,-,,,,
QBE Insurance Grp Last Sale Price $20.96,,,,,,,,,,,,
QBEVMA,23.00,25/03/10,4:1,0.001,0.01,0.014,-,-,,,,
QBEWOA,23.00,25/03/10,4:1,-,0.011,0.005,-0.3,2150,,,,
QBEVMB,25.00,25/03/10,4:1,0.001,-,0.001,-7.3,400,,,,
QBEWOD,26.00,25/03/10,4:1,0.001,0.011,0.003,-,-,,,,
QBEVME,27.00,29/04/10,4:1,0.001,-,0.27,-,-,,,,
QBEWOE,23.50,27/05/10,4:1,0.077,0.082,0.079,-3.6,3745,,,,
QBEWOF,26.50,27/05/10,4:1,0.017,0.022,0.023,-,300,,,,
Rio Tinto Ltd Last Sale Price $76.19,,,,,,,,,,,,
RIOVMA,65.00,25/03/10,6:1,1.87,1.875,1.925,38,5,,,,
RIOVMB,70.00,25/03/10,6:1,1.06,1.065,0.75,-,-,,,,
RIOVZC,72.00,25/03/10,6:1,0.8,0.83,-,-,-,,,,
RIOVMC,75.00,25/03/10,6:1,0.385,0.39,0.38,-31,335,,,,
RIOVZD,75.00,25/03/10,6:1,0.455,0.485,-,-,-,,,,
RIOWOD,73.00,29/04/10,6:1,0.88,0.905,1.01,6,535,,,,
RIOVZE,75.00,29/04/10,6:1,1.215,1.245,-,-,-,,,,
RIOVME,80.00,29/04/10,6:1,0.5,0.505,0.56,-1,2483,,,,
RIOWOE,80.00,29/04/10,6:1,0.345,0.355,0.37,-4,600,,,,
RIOVMF,85.00,29/04/10,6:1,0.245,0.25,0.275,-,-,,,,
RIOWOC,85.00,29/04/10,6:1,0.16,0.165,0.185,-6.5,300,,,,
RIOWOF,72.50,24/06/10,6:1,1.445,1.45,1.345,-,-,,,,
RIOWOJ,79.00,24/06/10,6:1,0.87,0.875,1.00,-,70,,,,
RIOWOK,86.00,24/06/10,6:1,0.505,0.51,0.555,-,-,,,,
Santos Ltd Last Sale Price $14.25,,,,,,,,,,,,
STOWOB,14.00,25/03/10,4:1,0.095,0.1,-,-,-,,,,
STOVMA,15.00,25/03/10,3:1,0.004,-,0.012,-1.2,2000,,,,
STOVZM,15.00,25/03/10,4:1,0.014,0.04,-,-,-,,,,
STOWOA,15.50,25/03/10,4:1,-,0.011,0.005,-0.1,750,,,,
STOVME,17.00,29/04/10,3:1,0.019,-,0.052,-,-,,,,
Telstra Corp Last Sale Price $3.17,,,,,,,,,,,,
TLSWOB,3.15,25/03/10,2:1,0.024,0.029,-,-,-,,,,
TLSWOA,3.25,25/03/10,2:1,0.005,0.01,0.005,-,200,,,,
TLSVMA,3.36,25/03/10,2:1,0.001,-,0.001,-,-,,,,
TLSVMB,3.61,25/03/10,2:1,0.001,-,0.063,-,-,,,,
TLSVZB,3.75,25/03/10,2:1,-,-,-,-,-,,,,
TLSVZC,3.25,29/04/10,2:1,0.047,0.061,-,-,-,,,,
TLSVME,3.39,29/04/10,2:1,0.024,-,-,-,-,,,,
TLSWOC,3.00,24/06/10,2:1,0.16,0.165,0.175,3,450,,,,
TLSWOD,3.30,24/06/10,2:1,0.083,0.088,-,-,-,,,,
Westpac Banking Last Sale Price $27.43,,,,,,,,,,,,
WBCVZA,24.00,25/03/10,4:1,0.85,0.88,-,-,-,,,,
WBCVZB,25.00,25/03/10,4:1,0.605,0.635,-,-,-,,,,
WBCVMA,26.00,25/03/10,5:1,0.295,0.3,0.041,-,-,,,,
WBCVMB,28.00,25/03/10,5:1,0.036,-,0.055,-,-,,,,
WBCVMC,30.00,25/03/10,5:1,0.001,-,0.014,-,-,,,,
WBCWOA,23.50,29/04/10,4:1,0.95,0.955,0.675,-,-,,,,
WBCWOB,25.00,29/04/10,4:1,0.6,0.605,0.64,3.5,2624,,,,
WBCWOC,27.00,29/04/10,4:1,0.24,0.275,0.235,-,-,,,,
WBCVZC,27.50,29/04/10,4:1,0.41,0.44,-,-,-,,,,
WBCVME,32.00,29/04/10,5:1,0.014,-,0.023,-,-,,,,
WBCWOE,25.00,24/06/10,4:1,0.64,0.645,-,-,-,,,,
WBCWOF,26.50,24/06/10,4:1,0.39,0.43,0.445,3,100,,,,
WBCWOG,28.00,24/06/10,4:1,0.225,0.25,0.285,-,-,,,,
Wesfarmers Ltd Last Sale Price $31.80,,,,,,,,,,,,
WESWOB,30.00,25/03/10,4:1,0.39,0.43,0.69,-,-,,,,
WESVMA,33.00,25/03/10,4:1,0.018,-,0.135,-,-,,,,
WorleyParsons Ltd Last Sale Price $26.22,,,,,,,,,,,,
WORVMA,30.00,25/03/10,4:1,0.001,-,0.036,-,-,,,,
Woolworths Ltd Last Sale Price $28.78,,,,,,,,,,,,
WOWVMA,28.00,25/03/10,4:1,0.195,0.2,0.175,-0.5,750,,,,
WOWVMB,30.00,25/03/10,4:1,0.001,-,0.017,-,-,,,,
WOWWOA,27.50,27/05/10,4:1,0.35,0.355,-,-,-,,,,
Woodside Pet Last Sale Price $46.73,,,,,,,,,,,,
WPLWOF,45.00,25/03/10,5:1,0.42,0.425,0.024,-,-,,,,
WPLVZA,46.00,25/03/10,5:1,0.285,0.315,0.18,-,-,,,,
WPLWOD,47.50,25/03/10,5:1,0.091,0.096,0.098,-,-,,,,
WPLVMA,49.62,25/03/10,5:1,0.007,-,0.22,-,-,,,,
WPLWOE,50.00,25/03/10,5:1,0.006,0.016,-,-,-,,,,
WPLVZB,45.00,29/04/10,5:1,0.99,1.02,-,-,-,,,,
WPLVME,54.59,29/04/10,5:1,0.05,-,0.046,-,-,,,,
WPLWOG,44.00,24/06/10,5:1,0.95,0.955,0.645,1,40,,,,
WPLWOH,47.50,24/06/10,5:1,0.52,0.525,-,-,-,,,,
WPLWOI,51.00,24/06/10,5:1,0.3,0.305,-,-,-,,,,
Equity Put Warrants ,,,,,,,,,,,,
AMP Ltd Last Sale Price $6.31,,,,,,,,,,,,
AMPWOR,5.75,27/05/10,3:1,0.058,0.063,0.086,-,-,,,,
AMPWOS,6.50,27/05/10,3:1,0.16,0.165,-,-,-,,,,
ANZ Banking Grp Last Sale Price $25.11,,,,,,,,,,,,
ANZWZZ,20.00,25/03/10,4:1,0.001,0.04,-,-,-,,,,
ANZWZY,21.00,25/03/10,4:1,0.001,0.04,-,-,-,,,,
ANZVMS,22.00,25/03/10,3:1,0.001,-,0.054,-,-,,,,
ANZVMT,24.00,25/03/10,3:1,0.006,0.03,0.061,-7.4,1782,,,,
ANZVZP,20.00,29/04/10,4:1,0.021,0.04,-,-,-,,,,
ANZWOP,21.00,29/04/10,4:1,0.03,0.035,0.078,-,-,,,,
ANZWOQ,23.00,29/04/10,4:1,0.1,0.105,0.045,-5.5,1107,,,,
ANZWOR,25.00,29/04/10,4:1,0.36,0.365,0.18,-,30,,,,
ANZVMU,26.00,29/04/10,3:1,0.48,0.49,0.505,-19.5,905,,,,
ANZWOS,20.00,24/06/10,4:1,0.05,0.084,-,-,-,,,,
ANZWOT,22.00,24/06/10,4:1,0.105,0.185,0.11,-7.5,90,,,,
ANZWOU,24.00,24/06/10,4:1,0.255,0.405,0.26,-9,1320,,,,
ASX Ltd Last Sale Price $35.96,,,,,,,,,,,,
ASXVMS,38.00,25/03/10,4:1,0.505,0.51,-,-,-,,,,
ASXVMU,40.00,29/04/10,4:1,1.025,1.03,0.985,-,-,,,,
BHP Billiton Ltd Last Sale Price $43.20,,,,,,,,,,,,
BHPVMT,39.00,25/03/10,4:1,0.001,-,0.002,-7.1,1000,,,,
BHPWZX,39.00,25/03/10,4:1,0.008,0.04,-,-,-,,,,
BHPWZW,40.00,25/03/10,4:1,0.022,0.04,0.775,-,-,,,,
BHPVMS,43.00,25/03/10,4:1,0.125,0.13,0.13,-14,2910,,,,
BHPWOP,32.00,29/04/10,4:1,0.01,0.015,0.11,-,-,,,,
BHPWOQ,35.00,29/04/10,4:1,0.025,0.03,0.25,-,-,,,,
BHPWOS,37.50,29/04/10,4:1,0.051,0.056,0.055,-7.5,200,,,,
BHPVZP,38.00,29/04/10,4:1,0.195,0.225,-,-,-,,,,
BHPVMU,40.00,29/04/10,4:1,0.195,0.2,0.20,-4,1195,,,,
BHPWOV,40.50,29/04/10,4:1,0.155,0.175,0.415,-,-,,,,
BHPWOW,31.00,24/06/10,4:1,0.052,0.057,0.11,-,-,,,,
BHPWOX,34.00,24/06/10,4:1,0.11,0.12,-,-,-,,,,
BHPWOY,37.00,24/06/10,4:1,0.17,0.175,0.20,-,-,,,,
BHPWOZ,40.00,24/06/10,4:1,0.335,0.36,0.495,-,-,,,,
BHPVOP,42.00,24/06/10,4:1,0.48,0.485,-,-,-,,,,
BHPVOQ,44.00,24/06/10,4:1,0.705,0.71,0.695,-7,10,,,,
BlueScope Steel Last Sale Price $2.82,,,,,,,,,,,,
BSLWOP,2.75,25/03/10,2:1,0.02,0.025,0.043,-2.7,1500,,,,
BSLVMS,3.00,25/03/10,2:1,0.094,0.097,0.145,-,-,,,,
BSLWOR,3.25,25/03/10,2:1,0.23,0.235,0.205,-8.5,1600,,,,
BSLWOS,2.75,24/06/10,2:1,0.13,0.135,0.12,-3,900,,,,
Brambles Ltd Last Sale Price $7.49,,,,,,,,,,,,
BXBWOP,6.50,24/06/10,4:1,0.058,0.063,-,-,-,,,,
C'wlth Bank  of Aust  Last Sale Price $56.21,,,,,,,,,,,,
CBAVZQ,50.00,25/03/10,5:1,0.001,0.04,0.17,-,-,,,,
CBAVZP,52.00,25/03/10,5:1,0.006,0.04,0.51,-,-,,,,
CBAVMS,53.00,25/03/10,5:1,0.009,-,0.515,-,-,,,,
CBAVMT,55.00,25/03/10,5:1,0.058,0.061,0.054,-10.1,3720,,,,
CBAWOP,45.00,29/04/10,5:1,0.019,0.024,0.038,-4.8,250,,,,
CBAWOQ,49.00,29/04/10,5:1,0.048,0.059,0.10,-,-,,,,
CBAVZR,50.00,29/04/10,5:1,0.18,0.21,-,-,-,,,,
CBAWOR,52.50,29/04/10,5:1,0.125,0.13,0.135,-7,750,,,,
CBAVMU,57.00,29/04/10,5:1,0.51,0.515,0.935,-,-,,,,
CBAWOS,47.50,24/06/10,5:1,0.115,0.125,-,-,-,,,,
CBAWOT,51.00,24/06/10,5:1,0.225,0.25,0.24,-5.5,900,,,,
CBAWOU,54.00,24/06/10,5:1,0.36,0.395,0.355,-9,350,,,,
Computershare Ltd Last Sale Price $12.67,,,,,,,,,,,,
CPUVMS,13.00,25/03/10,2:1,0.205,0.21,-,-,-,,,,
CSL Ltd Last Sale Price $35.96,,,,,,,,,,,,
CSLVMS,33.00,25/03/10,4:1,0.001,-,0.004,-,-,,,,
Incitec Pivot Last Sale Price $3.54,,,,,,,,,,,,
IPLVMS,4.00,25/03/10,2:1,0.22,0.225,0.054,-,-,,,,
Lihir Gold Ltd Last Sale Price $3.20,,,,,,,,,,,,
LGLVMS,3.00,25/03/10,2:1,0.007,0.03,0.38,-,-,,,,
LGLWOP,3.00,25/03/10,2:1,0.008,0.013,-,-,-,,,,
LGLWOQ,3.50,25/03/10,2:1,0.19,0.195,0.315,-,-,,,,
LGLWOR,2.25,27/05/10,2:1,0.02,0.025,-,-,-,,,,
LGLWOU,2.75,27/05/10,2:1,0.051,0.056,-,-,-,,,,
Macq Grp Ltd Last Sale Price $49.42,,,,,,,,,,,,
MQGVZU,45.00,25/03/10,5:1,-,-,0.665,-,-,,,,
MQGVZT,47.00,25/03/10,5:1,-,-,0.825,-,-,,,,
MQGVZV,48.00,29/04/10,5:1,0.68,0.71,-,-,-,,,,
MQGWOQ,48.00,29/04/10,6:1,0.28,0.285,0.265,-3.5,1300,,,,
MQGWOR,45.00,24/06/10,6:1,0.385,0.39,-,-,-,,,,
National Aust Bank Last Sale Price $26.90,,,,,,,,,,,,
NABWZW,25.00,25/03/10,4:1,0.004,0.04,-,-,-,,,,
NABVMS,26.00,25/03/10,5:1,0.023,0.03,0.745,-,-,,,,
NABWZV,27.00,25/03/10,4:1,0.115,0.145,0.18,-7.5,500,,,,
NABVMT,28.00,25/03/10,5:1,0.23,0.235,-,-,-,,,,
NABVZR,25.00,29/04/10,4:1,0.18,0.21,-,-,-,,,,
NABWOP,25.00,29/04/10,4:1,0.12,0.125,0.115,-1.5,2750,,,,
NABWOQ,27.50,29/04/10,4:1,0.37,0.375,0.335,-,900,,,,
NABVMU,30.00,29/04/10,5:1,0.65,0.655,-,-,-,,,,
NABWOR,30.00,29/04/10,4:1,0.875,0.88,0.95,-,-,,,,
NABWOS,24.00,24/06/10,4:1,0.2,0.205,-,-,-,,,,
NABWOT,26.50,24/06/10,4:1,0.455,0.46,0.535,-,-,,,,
NABWOU,29.00,24/06/10,4:1,0.87,0.875,-,-,-,,,,
Newcrest Min Last Sale Price $33.69,,,,,,,,,,,,
NCMWOR,30.00,25/03/10,4:1,0.007,0.012,0.205,-,-,,,,
NCMVMS,33.00,25/03/10,4:1,0.105,0.11,1.35,-,-,,,,
NCMWOS,34.00,25/03/10,4:1,0.235,0.24,0.26,-,-,,,,
NCMWZY,35.00,25/03/10,4:1,0.415,0.445,-,-,-,,,,
NCMVZP,30.00,29/04/10,4:1,0.26,0.29,-,-,-,,,,
NCMVMU,35.00,29/04/10,4:1,0.635,0.64,0.58,-,550,,,,
NCMWOT,29.00,27/05/10,4:1,0.17,0.175,0.15,-0.5,640,,,,
NCMWOU,32.50,27/05/10,4:1,0.415,0.425,-,-,-,,,,
News Corp Last Sale Price $18.26,,,,,,,,,,,,
NWSVMS,18.00,25/03/10,4:1,0.048,0.051,0.125,-,-,,,,
NWSVMU,20.00,29/04/10,4:1,0.48,0.485,0.39,-,-,,,,
OZ Minerals Last Sale Price $1.17,,,,,,,,,,,,
OZLWOP,1.10,25/03/10,2:1,0.008,0.013,0.067,-,-,,,,
QBE Insurance Grp Last Sale Price $20.96,,,,,,,,,,,,
QBEWOR,20.00,25/03/10,4:1,0.017,0.022,-,-,-,,,,
QBEWOS,22.50,25/03/10,4:1,0.415,0.42,-,-,-,,,,
QBEVMS,24.00,25/03/10,4:1,0.75,-,0.64,-,-,,,,
QBEVMU,26.00,29/04/10,4:1,1.235,-,0.825,-,-,,,,
QBEWOT,21.00,27/05/10,4:1,0.275,0.28,0.29,-,-,,,,
QBEWOU,23.00,27/05/10,4:1,0.595,0.6,-,-,-,,,,
Rio Tinto Ltd Last Sale Price $76.19,,,,,,,,,,,,
RIOVMS,70.00,25/03/10,6:1,0.019,0.03,0.925,-,-,,,,
RIOVZU,70.00,25/03/10,6:1,0.045,0.059,0.635,-,-,,,,
RIOWZV,70.00,25/03/10,6:1,0.045,0.059,-,-,-,,,,
RIOVMT,75.00,25/03/10,6:1,0.175,0.18,0.16,-14.5,500,,,,
RIOWOT,60.00,29/04/10,6:1,0.034,0.039,0.03,-2,450,,,,
RIOVZV,62.00,29/04/10,6:1,0.21,0.24,-,-,-,,,,
RIOWOU,66.00,29/04/10,6:1,0.125,0.13,0.48,-,-,,,,
RIOWOV,71.00,29/04/10,6:1,0.29,0.295,0.345,-,-,,,,
RIOVMU,80.00,29/04/10,6:1,1.1,1.105,1.485,-,-,,,,
RIOWOW,62.00,24/06/10,6:1,0.305,0.305,-,-,-,,,,
RIOWOX,65.00,24/06/10,6:1,0.355,0.36,-,-,-,,,,
RIOWOY,70.00,24/06/10,6:1,0.595,0.6,0.60,-,100,,,,
Santos Ltd Last Sale Price $14.25,,,,,,,,,,,,
STOWZQ,13.00,25/03/10,4:1,0.002,0.04,-,-,-,,,,
STOWOR,15.00,25/03/10,4:1,0.22,0.235,-,-,-,,,,
STOVMU,16.00,29/04/10,3:1,0.625,0.63,0.70,-,-,,,,
Telstra Corp Last Sale Price $3.17,,,,,,,,,,,,
TLSWOP,3.00,25/03/10,2:1,0.007,0.012,-,-,-,,,,
TLSWOQ,3.30,25/03/10,2:1,0.086,0.091,0.17,-,-,,,,
TLSVZQ,3.50,25/03/10,2:1,0.155,0.185,-,-,-,,,,
TLSVMS,3.61,25/03/10,2:1,0.215,-,-,-,-,,,,
TLSVZR,3.00,29/04/10,2:1,0.024,0.04,-,-,-,,,,
TLSVMU,3.85,29/04/10,2:1,0.335,0.34,0.445,-,-,,,,
TLSWOR,3.20,24/06/10,2:1,0.11,0.115,0.185,-,-,,,,
Westpac Banking Last Sale Price $27.43,,,,,,,,,,,,
WBCVZR,21.00,25/03/10,4:1,0.001,0.04,-,-,-,,,,
WBCVZQ,23.00,25/03/10,4:1,0.001,0.04,-,-,-,,,,
WBCVMT,26.00,25/03/10,5:1,0.005,-,1.105,-,-,,,,
WBCVMS,28.00,25/03/10,5:1,0.145,0.15,0.27,-1,25,,,,
WBCWOP,21.00,29/04/10,4:1,0.011,0.016,0.016,-,-,,,,
WBCWOQ,23.00,29/04/10,4:1,0.02,0.025,0.074,-,-,,,,
WBCWOR,24.50,29/04/10,4:1,0.04,0.045,0.041,-1.4,100,,,,
WBCVZP,25.00,29/04/10,4:1,0.145,0.175,-,-,-,,,,
WBCVMU,30.00,29/04/10,5:1,0.54,0.545,0.64,4,1000,,,,
WBCWOS,22.50,24/06/10,4:1,0.091,0.096,0.091,-5.9,500,,,,
WBCWOT,24.50,24/06/10,4:1,0.155,0.175,0.255,-,-,,,,
