Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2010-12-12T16:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 6,Dec 7,Dec 8,Dec 9,Dec 10,,
New York:,,
,
DJ Indust,"11,362.19","11,359.16","11,372.48","11,370.06","11,410.32",,
DJ Opening,"11,381.33","11,363.85","11,354.30","11,370.36","11,370.44",,
Day's High,"11,392.08","11,450.89","11,389.09","11,413.35","11,413.69",,
Day's low,"11,350.27","11,354.09","11,327.49","11,331.50","11,357.72",,
Nasdaq Comp,2594.92,2598.49,2609.16,2616.67,2637.54,,
S&P 500 Index,1223.12,1223.75,1228.28,1233.00,1240.40,,
Wilshire 5000,"12,927.17","12,938.78","12,971.22","13,019.05","13,105.53",,
NYSE volume ('000),"80,384","1,626,085","1,106,906","1,009,638","97,469",,
NYSE rises,1464,1496,1160,1673,1938,,
NYSE falls,1502,1485,1844,1336,1076,,
Transport,5050.92,5059.98,5039.97,5083.67,5099.38,,
NYSE Comp,7740.69,7739.64,7750.32,7782.14,7823.30,,
AMEX Index,2106.17,2101.58,2097.19,2099.73,2118.20,,
Canada:,,
,
DJ S&P TSX Index,"13,276.01","13,250.67","13,152.00","13,166.94","13,239.47",,
London:,,
,
FTSE 100 Index,5770.28,5808.45,5794.53,5807.96,5812.95,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2769.96,2802.74,2818.95,2840.71,2839.53,,
Germany:,,
,
German Xetra Dax,6954.38,7001.91,6975.87,6964.16,7006.17,,
France:,,
,
CAC Index,3749.23,3810.50,3831.98,3858.05,3857.35,,
Switzerland:,,
,
Swiss Market Index,6412.22,6462.53,6508.13,6537.63,6519.14,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,655.93","31,764.37","31,769.88","31,617.66","31,488.81",,
JSE Africa Gold Index,2809.71,2784.65,2758.65,2746.58,2722.93,,
Italy:,,
,
FTSE Italia All Share Index,"20,644.77","20,817.54","21,092.98","21,221.68","21,188.48",,
Spain:,,
,
IBEX 35,9889.9,9924.7,"10,078.4","10,185.5","10,121.9",,
New Zealand:,,
,
NZ Top 50 Capital,3293.18,3281.86,3294.34,3280.56,3272.92,,
NZ Top 10 Capital,854.72,850.90,855.01,846.20,844.43,,
Tokyo:,,
,
Nikkei 225 Index,"10,167.23","10,141.10","10,232.33","10,285.88","10,211.95",,
Nikkei high,"10,179.82","10,167.10","10,258.90","10,298.25","10,373.70",,
Nikkei low,"10,143.58","10,094.41","10,184.32","10,240.11","10,194.27",,
Nikkei 300 Index,179.77,179.10,180.73,181.61,180.78,,
Topix Index,881.41,879.10,887.39,891.60,888.22,,
Nikkei vol (mil),1480,1726,1928,2120,3118,,
Hong Kong:,,
,
Hang Seng Index,"23,237.69","23,428.15","23,092.52","23,171.80","23,162.91",,
China:,,
,
Shanghai A Index,2992.37,3011.87,2983.10,2943.69,2975.26,,
Korea:,,
,
Seoul KOSPI,1953.64,1962.52,1955.72,1988.96,1986.14,,
Taiwan:,,
,
TAIEX Index,8702.23,8704.39,8703.79,8753.84,8718.83,,
Singapore:,,
,
Straits Times Index,3181.41,3191.88,3202.80,3210.20,3185.42,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1501.74,Closed,1510.06,1521.29,1507.28,,
Indonesia:,,
,
JSX Composite Index,3722.35,Closed,3769.99,3786.10,3747.71,,
India:,,
,
BSE Sensex Index,"19,981.31","19,934.64","19,696.48","19,242.36","19,508.89",,
Thailand:,,
,
FTSE SET Index,Closed,1040.72,1025.08,1035.85,Closed,,
Philippines:,,
,
Manila PSE Index,4223.12,4197.92,4221.09,4209.42,4135.75,,
World:,,
,
MSCI World,1244.75,1249.36,1246.56,1251.22,1256.52,,
Comm Research Index,317.28,315.61,316.86,316.08,314.91,,
Moody's Comm Index,6147.15,6162.92,6197.75,6188.42,6199.61,,
LME Index,3881.6,3924.8,3983.8,3952.6,3953.3,,
,
Source: Thomson Reuters,
