Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-08-10T19:15:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 5,Aug 6,Aug 7,Aug 8,Aug 9,,
New York:,,
,
DJ Indust,"15,612.13","15,518.74","15,470.67","15,498.32","15,425.51",,
DJ Opening,"15,651.98","15,608.44","15,516.21","15,477.27","15,496.63",,
Day's High,"15,655.21","15,608.44","15,516.21","15,557.12","15,507.76",,
Day's low,"15,584.83","15,473.40","15,421.75","15,418.60","15,346.65",,
Nasdaq Comp,3692.95,3665.77,3654.01,3669.12,3660.11,,
S&P 500 Index,1707.14,1697.37,1690.91,1697.48,1691.42,,
Wilshire 5000,"18,141.10","18,023.93","17,940.12","18,015.34","17,969.78",,
NYSE volume ('000),"53,266,500","65,705,900","62,525,100","68,869,700","63,695,000",,
NYSE rises,1236,759,894,1945,1448,,
NYSE falls,1761,2249,2082,1024,1518,,
Transport,6600.75,6516.22,6469.21,6521.29,6479.63,,
NYSE Comp,9671.60,9614.32,9568.26,9634.70,9622.11,,
AMEX Index,,,,,,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,469.32","12,412.73","12,552.92","12,542.13",,
London:,,
,
FTSE 100 Index,6619.58,6604.21,6511.21,6529.68,6583.39,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2809.08,2790.78,2794.44,2816.88,2825.62,,
Germany:,,
,
German Xetra Dax,8398.38,8299.73,8260.48,8318.32,8338.31,,
France:,,
,
CAC Index,4049.97,4032.57,4038.49,4064.32,4076.55,,
Switzerland:,,
,
Swiss Market Index,7979.40,7996.79,7976.28,7955.29,7977.34,,
Johannesburg:,,
,
FTSE JSE All Share Index,"41,803.93","41,573.71","41,600.03","41,747.16",Closed,,
JSE Africa Gold Index,1220.20,1173.67,1139.34,1149.81,Closed,,
Italy:,,
,
FTSE Italia All Share Index,"17,838.81","17,762.45","17,906.47","18,202.87","18,236.79",,
Spain:,,
,
IBEX 35,8560.8,8529.5,8574.1,8671.8,8735.5,,
New Zealand:,,
,
NZ Top 50 Capital,4589.49,4575.50,4548.30,4541.38,4533.64,,
NZ Top 10 Capital,1099.57,1094.44,1084.15,1084.83,1082.04,,
Tokyo:,,
,
Nikkei 225 Index,"14,258.04","14,401.06","13,824.94","13,605.56","13,615.19",,
Nikkei high,"14,370.98","14,401.06","14,164.70","14,031.14","13,754.96",,
Nikkei low,"14,225.50","14,031.61","13,824.94","13,556.65","13,527.81",,
Nikkei 300 Index,241.54,243.42,235.48,232.25,232.66,,
Topix Index,1184.74,1193.66,1155.26,1139.59,1140.91,,
Hong Kong:,,
,
Hang Seng Index,"22,222.01","21,923.70","21,588.84","21,655.88","21,807.56",,
China:,,
,
Shanghai A Index,2146.16,2156.65,2142.24,2140.24,2147.91,,
Korea:,,
,
Seoul KOSPI,1916.22,1906.62,1878.33,1883.97,1880.71,,
Taiwan:,,
,
TAIEX Index,8138.63,8038.91,7921.29,7907.67,7856.14,,
Singapore:,,
,
Straits Times Index,3241.79,3224.89,3229.91,Closed,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1785.14,1784.64,1779.32,Closed,Closed,,
Indonesia:,,
,
JSX Composite Index,4640.78,Closed,Closed,Closed,Closed,,
India:,,
,
BSE Sensex Index,"19,182.26","18,733.04","18,664.88","18,789.34",18789.34,,
Thailand:,,
,
FTSE SET Index,1424.31,1429.39,1429.99,1447.16,1432.25,,
Philippines:,,
,
Manila PSE Index,6509.73,6420.78,6420.79,6404.23,6404.23,,
World:,,
,
MSCI World,1530.46,1528.06,1519.33,1527.82,1526.91,,
Comm Research Index,283.72,281.91,282.08,284.03,285.93,,
Moody's Comm Index,5883.17,5860.79,5876.46,5866.45,5960.71,,
LME Index,3022.5,3021.5,3025.9,3100.0,3148.8,,
,
Source: Thomson Reuters,
