Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-05-09T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 4,May 5,May 6,May 7,May 8,,
New York:,,
,
DJ Indust,"18,070.40","17,928.20","17,841.98","17,924.06","18,191.11",,
DJ Opening,"18,026.02","18,062.53","17,934.81","17,840.25","17,933.64",,
Day's High,"18,133.76","18,086.01","18,019.75","17,973.07","18,205.23",,
Day's low,"18,026.02","17,905.71","17,733.12","17,796.94","17,933.64",,
Nasdaq Comp,5016.93,4939.33,4919.64,4945.54,5003.55,,
S&P 500 Index,2114.49,2089.46,2080.15,2088.00,2116.10,,
Wilshire 5000,"22,313.90","22,212.47",Closed,Closed,"22,319.28",,
NYSE volume ('000),792373,792373,822926,806574,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8750.64,8606.47,8619.37,8717.05,8766.89,,
NYSE Comp,"11,173.28","11,049.34","11,015.99","11,036.40","11,196.50",,
AMEX Index,2443.85,2443.85,2437.87,2443.60,2480.39,,
Canada:,,
,
DJ S&P TSX Index,"15,367.47","15,173.94","15,023.89","15,088.82","15,170.02",,
London:,,
,
FTSE 100 Index,Closed,6927.58,6933.74,6886.95,7046.82,,
Europe:,,
,
EURO STOXX 50 Index,3632.94,3546.56,3558.03,3556.21,3649.48,,
Germany:,,
,
German Xetra Dax,"11,619.85","11,327.68","11,350.15","11,407.97","11,709.73",,
France:,,
,
CAC Index,5081.97,4974.07,4981.59,4967.22,5090.39,,
Switzerland:,,
,
Swiss Market Index,9095.82,9024.38,8888.92,8873.55,9093.33,,
Johannesburg:,,
,
FTSE JSE All Share Index,"54,639.86","54,574.99","53,848.74","53,238.17","53,790.57",,
JSE Africa Gold Index,1339.71,1352.31,1287.46,1204.44,1214.98,,
Italy:,,
,
FTSE Italia All Share Index,"24,783.03","24,130.95","24,198.32","24,392.17","24,881.28",,
Spain:,,
,
IBEX 35,"11,429.1","11,115.6","11,163.6","11,180.3","11,424.7",,
New Zealand:,,
,
NZ Top 50 Capital,5767.08,5787.79,5765.27,5729.35,5735.36,,
NZ Top 10 Capital,1199.11,1208.16,1201.01,1190.21,1190.92,,
Tokyo:,,
,
Nikkei 225 Index,Closed,Closed,Closed,"19,291.99","19,379.19",,
Nikkei high,–,–,–,"19,461.08","19,458.75",,
Nikkei low,–,–,–,"19,257.85","19,302.71",,
Nikkei 300 Index,–,–,–,319.91,322.44,,
Topix Index,–,–,–,1574.64,1587.76,,
Hong Kong:,,
,
Hang Seng Index,"28,123.82","27,755.54","27,640.91","27,289.97","27,577.34",,
China:,,
,
Shanghai A Index,4694.55,4503.74,4430.75,4308.05,4406.32,,
Korea:,,
,
Seoul KOSPI,2132.23,Closed,2104.58,2091.00,2085.52,,
Taiwan:,,
,
TAIEX Index,9845.04,9820.13,9818.20,9704.11,9692.00,,
Singapore:,,
,
Straits Times Index,3482.70,3471.19,3459.79,3432.78,3452.01,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,Closed,1827.42,1820.97,1805.10,1807.65,,
Indonesia:,,
,
JSX Composite Index,5141.14,5160.31,5184.95,5150.49,5182.21,,
India:,,
,
BSE Sensex Index,"27,490.59","27,440.14","26,717.37","26,599.11","27,105.39",,
Thailand:,,
,
FTSE SET Index,Closed,Closed,1519.88,1498.31,1510.51,,
Philippines:,,
,
Manila PSE Index,7816.44,7919.21,7873.64,7816.27,7763.21,,
World:,,
,
MSCI World,1790.83,1773.42,1772.82,1769.25,1794.70,,
Comm Research Index,228.42,231.43,230.85,227.41,229.74,,
Moody's Comm Index,5510.02,5511.70,5513.41,5513.41,5513.41,,
LME Index,Closed,3002.9,2947.4,2937.4,2932.5,,
,
Source: Thomson Reuters,
