Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-06-07T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 2,Jun 3,Jun 4,Jun 5,Jun 6,,
New York:,,
,
DJ Indust,"16,743.63","16,722.34","16,737.53","16,836.11","16,924.28",,
DJ Opening,"16,716.85","16,736.70","16,720.00","16,739.14","16,839.64",,
Day's High,"16,756.64","16,736.70","16,742.91","16,845.81","16,924.28",,
Day's low,"16,682.07","16,690.01","16,673.65","16,709.95","16,839.64",,
Nasdaq Comp,4237.20,4234.08,4251.64,4296.23,4321.40,,
S&P 500 Index,1924.97,1924.24,1927.88,1940.46,1949.44,,
Wilshire 5000,"20,361.03","20,347.55","20,399.69","20,401.63","20,661.86",,
NYSE volume ('000),n/a,n/a,n/a,n/a,n/a,,
NYSE rises,1428,1144,1571,2387,n/a,,
NYSE falls,1588,1889,1467,657,n/a,,
Transport,8148.37,8080.30,8078.82,8140.08,8209.96,,
NYSE Comp,"10,772.01","10,770.33","10,776.78","10,847.69","10,904.22",,
AMEX Index,2711.28,2707.75,2707.45,2705.17,n/a,,
Canada:,,
,
DJ S&P TSX Index,"14,680.76","14,734.69","14,796.79","14,800.18","14,838.90",,
London:,,
,
FTSE 100 Index,6864.10,6836.30,6818.63,6813.49,6858.21,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3247.80,3241.04,3237.93,3267.05,3294.28,,
Germany:,,
,
German Xetra Dax,9950.12,9919.74,9926.67,9947.83,9987.19,,
France:,,
,
CAC Index,4515.89,4503.69,4501.00,4548.73,4581.12,,
Switzerland:,,
,
Swiss Market Index,8688.96,8661.20,8661.08,8643.28,8659.69,,
Johannesburg:,,
,
FTSE JSE All Share Index,"49,817.89","49,936.54","49,960.21","50,000.43","49,933.99",,
JSE Africa Gold Index,1373.31,1386.21,1386.15,1396.01,1367.24,,
Italy:,,
,
FTSE Italia All Share Index,"23,182.97","23,037.09","23,013.57","23,327.04","23,675.56",,
Spain:,,
,
IBEX 35,"10,827.4","10,776.7","10,755.6","10,876.4","11,064.3",,
New Zealand:,,
,
NZ Top 50 Capital,Closed,5164.12,5159.35,5159.49,5182.44,,
NZ Top 10 Capital,Closed,1162.15,1159.43,1160.43,1169.00,,
Tokyo:,,
,
Nikkei 225 Index,"14,935.92","15,034.25","15,067.96","15,079.37","15,077.24",,
Nikkei high,"14,963.91","15,091.49","15,071.78","15,141.14","15,144.34",,
Nikkei low,"14,777.51","15,026.01","14,985.21","15,016.81","15,042.59",,
Nikkei 300 Index,248.21,249.85,251.01,250.74,250.95,,
Topix Index,1220.47,1228.59,1233.95,1232.75,1234.57,,
Hong Kong:,,
,
Hang Seng Index,Closed,"23,291.04","23,151.71","23,109.66","22,951.00",,
China:,,
,
Shanghai A Index,Closed,2134.19,2120.04,2136.81,2125.32,,
Korea:,,
,
Seoul KOSPI,2002.00,2008.56,Closed,1995.48,Closed,,
Taiwan:,,
,
TAIEX Index,Closed,9123.46,9119.96,9140.72,9134.46,,
Singapore:,,
,
Straits Times Index,3302.24,3296.67,3280.17,3279.64,3299.43,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1864.25,1872.55,1865.20,1869.00,1862.70,,
Indonesia:,,
,
JSX Composite Index,4912.09,4942.16,4932.56,4935.56,4937.18,,
India:,,
,
BSE Sensex Index,"24,684.85","24,858.59","24,805.83","25,019.51","25,396.46",,
Thailand:,,
,
FTSE SET Index,1440.94,1454.24,1449.40,1453.16,1458.02,,
Philippines:,,
,
Manila PSE Index,6710.40,6800.84,6766.57,6772.44,6762.62,,
World:,,
,
MSCI World,1717.27,1715.82,1717.76,1725.60,1734.47,,
Comm Research Index,306.12,305.73,304.88,304.97,305.96,,
Moody's Comm Index,6287.44,6249.94,6237.72,6234.42,6234.42,,
LME Index,3168.2,3149.1,3118.9,3121.1,3106.9,,
,
Source: Thomson Reuters,
