Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-03-28T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,,
New York:,,
,
DJ Indust,"18,116.04","18,011.14","17,718.54","17,678.23","17,712.66",,
DJ Opening,"18,136.73","18,110.87","18,012.61","17,716.27","17,673.63",,
Day's High,"18,205.93","18,149.24","18,041.97","17,759.51","17,729.14",,
Day's low,"18,116.04","18,010.44","17,718.54","17,579.27","17,630.49",,
Nasdaq Comp,5010.97,4994.73,4876.52,4863.36,4891.22,,
S&P 500 Index,2104.42,2091.50,2061.05,2056.15,2061.02,,
Wilshire 5000,"22,293.02","22,172.20","21,832.17","21,782.91","21,846.79",,
NYSE volume ('000),733246,749303,790616,828245,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8968.40,8908.39,8727.40,8677.84,8700.34,,
NYSE Comp,"11,070.89","11,019.75","10,897.51","10,865.15","10,875.14",,
AMEX Index,2465.73,2453.85,2434.03,2426.00,2411.65,,
Canada:,,
,
DJ S&P TSX Index,"14,957.21","15,081.26","14,929.37","14,869.80","14,812.42",,
London:,,
,
FTSE 100 Index,7037.67,7019.68,6990.97,6895.33,6855.02,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3699.04,3731.35,3684.04,3669.79,3679.03,,
Germany:,,
,
German Xetra Dax,"11,895.84","12,005.69","11,865.32","11,843.68","11,868.33",,
France:,,
,
CAC Index,5054.52,5088.28,5020.99,5006.35,5034.06,,
Switzerland:,,
,
Swiss Market Index,9366.20,9292.68,9188.25,9082.51,9083.52,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,559.35","52,858.12","52,313.02","51,603.93","51,810.16",,
JSE Africa Gold Index,1271.77,1261.84,1265.23,1303.34,1259.68,,
Italy:,,
,
FTSE Italia All Share Index,"24,592.11","24,882.41","24,713.70","24,471.99","24,532.90",,
Spain:,,
,
IBEX 35,"11,452.8","11,579.3","11,464.7","11,453.8","11,427.4",,
New Zealand:,,
,
NZ Top 50 Capital,5875.23,5870.54,5857.78,5833.17,5854.25,,
NZ Top 10 Capital,1229.64,1229.93,1214.85,1207.78,1212.46,,
Tokyo:,,
,
Nikkei 225 Index,"19,754.36","19,713.45","19,746.20","19,471.12","19,285.63",,
Nikkei high,"19,778.60","19,770.64","19,775.45","19,623.11","19,590.03",,
Nikkei low,"19,584.73","19,646.35","19,542.22","19,397.01","19,099.87",,
Nikkei 300 Index,323.77,322.92,323.88,319.37,316.14,,
Topix Index,1592.25,1587.59,1592.01,1568.82,1552.78,,
Hong Kong:,,
,
Hang Seng Index,"24,494.51","24,399.60","24,528.23","24,497.08","24,486.20",,
China:,,
,
Shanghai A Index,3865.05,3868.90,3836.66,3859.13,3868.52,,
Korea:,,
,
Seoul KOSPI,2036.59,2041.37,2042.81,2022.56,2019.80,,
Taiwan:,,
,
TAIEX Index,9758.09,9731.66,9667.83,9619.12,9503.72,,
Singapore:,,
,
Straits Times Index,3410.13,3413.26,3419.02,3431.59,3450.10,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1795.85,1814.04,1819.10,1818.42,1813.37,,
Indonesia:,,
,
JSX Composite Index,5437.10,5447.65,5405.49,5368.80,5396.85,,
India:,,
,
BSE Sensex Index,"28,192.02","28,161.72","28,111.83","27,457.58","27,458.64",,
Thailand:,,
,
FTSE SET Index,1520.01,1514.45,1512.80,1496.41,1495.22,,
Philippines:,,
,
Manila PSE Index,7840.49,7828.94,7836.34,7871.10,7877.96,,
World:,,
,
MSCI World,1778.00,1772.41,1756.48,1744.82,1744.82,,
Comm Research Index,216.30,216.07,217.70,220.04,215.70,,
Moody's Comm Index,5374.47,5395.47,5239.52,5361.46,5361.46,,
LME Index,2814.9,2813.1,2795.9,2812.0,2771.5,,
,
Source: Thomson Reuters,
