Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-06-13T13:15:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 8,Jun 9,Jun 10,Jun 11,Jun 12,,
New York:,,
,
DJ Indust,"17,766.55","17,764.04","18,000.40","18,039.37","17,898.84",,
DJ Opening,"17,849.46","17,766.95","17,765.38","18,001.27","18,035.83",,
Day's High,"17,852.35","17,817.83","18,045.14","18,109.77","18,035.83",,
Day's low,"17,760.61","17,714.97","17,765.38","18,001.27","17,857.07",,
Nasdaq Comp,5021.63,5013.87,5076.69,5082.51,5051.10,,
S&P 500 Index,2079.28,2080.15,2105.20,2108.86,2094.11,,
Wilshire 5000,"22,018.08","22,014.60","22,267.24","22,310.03","22,193.41",,
NYSE volume ('000),782780,697395,716951,780161,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8334.68,8307.34,8363.47,8451.67,8416.80,,
NYSE Comp,"10,917.82","10,915.64","11,057.99","11,080.51","11,009.91",,
AMEX Index,2343.26,2352.30,2375.50,2378.98,237374,,
Canada:,,
,
DJ S&P TSX Index,"14,743.33","14,817.71","14,889.04","14,830.88","14,741.15",,
London:,,
,
FTSE 100 Index,6790.04,6753.80,6830.27,6846.74,6784.92,,
Europe:,,
,
EURO STOXX 50 Index,3468.31,3456.79,3526.48,3551.91,3502.77,,
Germany:,,
,
German Xetra Dax,"11,064.92","11,001.29","11,265.39","11,332.78","11,196.49",,
France:,,
,
CAC Index,4857.66,4850.22,4934.91,4971.37,4901.19,,
Switzerland:,,
,
Swiss Market Index,9060.49,8980.22,9102.70,9146.30,9026.43,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,623.30","51,080.26","51,958.27","51,881.45","51,828.76",,
JSE Africa Gold Index,1016.06,1077.82,1081.39,1055.64,1040.70,,
Italy:,,
,
FTSE Italia All Share Index,"24,197.02","24,072.21","24,634.39","24,719.63","24,405.59",,
Spain:,,
,
IBEX 35,"10,917.3","10,938.1","11,097.5","11,156.7","11,030.5",,
New Zealand:,,
,
NZ Top 50 Capital,5885.81,5862.11,5803.87,5858.41,5846.97,,
NZ Top 10 Capital,1227.27,1221.74,1208.12,1222.23,1216.87,,
Tokyo:,,
,
Nikkei 225 Index,"20,457.19","20,096.30","20,046.36","20,382.97","20,407.08",,
Nikkei high,"20,544.94","20,332.42","20,264.92","20,382.97","20,437.26",,
Nikkei low,"20,359.06","20,095.48","20,016.32","20,178.04","20,331.19",,
Nikkei 300 Index,336.81,331.23,330.01,334.45,334.74,,
Topix Index,1661.99,1634.37,1628.23,1648.88,1651.48,,
Hong Kong:,,
,
Hang Seng Index,"27,316.28","26,989.52","26,687.64","26,907.85","27,280.54",,
China:,,
,
Shanghai A Index,5375.18,5356.01,5347.74,5363.96,5410.86,,
Korea:,,
,
Seoul KOSPI,2065.19,2064.03,2051.32,2056.61,2052.17,,
Taiwan:,,
,
TAIEX Index,9368.43,9191.87,9298.50,9302.49,9301.93,,
Singapore:,,
,
Straits Times Index,3320.33,3295.13,3325.77,3347.67,3353.85,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1739.45,1729.05,1735.63,1734.76,1734.37,,
Indonesia:,,
,
JSX Composite Index,5014.99,4899.88,4933.56,4928.81,4935.82,,
India:,,
,
BSE Sensex Index,"26,523.09","26,481.25","26,840.50","26,370.98","26,425.30",,
Thailand:,,
,
FTSE SET Index,1508.28,1492.32,1504.04,1514.81,1508.23,,
Philippines:,,
,
Manila PSE Index,7484.89,7323.44,7384.27,7503.72,Closed,,
World:,,
,
MSCI World,1752.20,1751.65,1776.71,1779.45,1770.17,,
Comm Research Index,223.60,227.01,228.77,225.88,224.10,,
Moody's Comm Index,5398.76,5428.21,5435.83,5377.82,5377.82,,
LME Index,2724.0,2731.9,2750.5,2700.8,2701.0,,
,
Source: Thomson Reuters,
