Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-11-01T15:00:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,,
New York:,,
,
DJ Indust,"16,817.94","17,005.75","16,974.31","17,195.42","17,390.52",,
DJ Opening,"16,796.10","16,825.19","17,005.07","16,968.14","17,208.78",,
Day's High,"16,836.98","17,006.45","17,065.50","17,223.96","17,395.54",,
Day's low,"16,729.83","16,825.19","16,895.38","16,920.76","17,208.78",,
Nasdaq Comp,4485.93,4564.29,4549.23,4566.14,4630.74,,
S&P 500 Index,1961.63,1985.05,1982.30,1994.65,2018.05,,
Wilshire 5000,"20,654.16","20,928.81","20,885.02","21,005.50","21,256.74",,
NYSE volume ('000),760828,797526,822361,766024,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8626.70,8759.30,8714.96,8631.13,8755.51,,
NYSE Comp,"10,544.42","10,677.88","10,646.66","10,712.19","10,845.00",,
AMEX Index,2497.59,2542.83,2536.36,2530.78,2577.46,,
Canada:,,
,
DJ S&P TSX Index,"14,469.00","14,624.25","14,527.57","14,458.69","14,613.32",,
London:,,
,
FTSE 100 Index,6363.46,6402.17,6453.87,6463.55,6546.47,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2998.84,3036.15,3022.42,3035.90,3113.32,,
Germany:,,
,
German Xetra Dax,8902.61,9068.19,9082.81,9114.84,9326.87,,
France:,,
,
CAC Index,4096.74,4112.67,4110.64,4141.24,4233.09,,
Switzerland:,,
,
Swiss Market Index,8520.48,8630.41,8654.47,8719.03,8837.78,,
Johannesburg:,,
,
FTSE JSE All Share Index,"48,051.05","48,460.93","49,116.76","48,660.44","49,722.88",,
JSE Africa Gold Index,1061.57,1055.76,1046.91,999.50,957.73,,
Italy:,,
,
FTSE Italia All Share Index,"20,125.54","20,550.48","20,238.61","20,259.22","20,848.56",,
Spain:,,
,
IBEX 35,"10,195.2","10,394.8","10,247.8","10,263.7","10,477.8",,
New Zealand:,,
,
NZ Top 50 Capital,Closed,5338.33,5355.88,5370.18,5387.83,,
NZ Top 10 Capital,Closed,1148.08,1149.68,1150.82,1158.91,,
Tokyo:,,
,
Nikkei 225 Index,"15,388.72","15,329.91","15,553.91","15,658.20","16,413.76",,
Nikkei high,"15,424.05","15,374.46","15,595.29","15,701.04","16,533.91",,
Nikkei low,"15,333.71","15,263.36","15,394.79","15,584.83","15,817.14",,
Nikkei 300 Index,253.58,253.08,256.74,258.34,269.60,,
Topix Index,1254.28,1252.00,1270.64,1278.90,1333.64,,
Hong Kong:,,
,
Hang Seng Index,"23,143.23","23,520.36","23,819.87","23,702.04","23,998.06",,
China:,,
,
Shanghai A Index,2397.92,2447.63,2484.54,2503.50,2534.07,,
Korea:,,
,
Seoul KOSPI,1931.97,1925.68,1961.17,1958.93,1964.43,,
Taiwan:,,
,
TAIEX Index,8627.78,8773.55,8903.68,8888.07,8974.76,,
Singapore:,,
,
Straits Times Index,3226.11,3211.65,3224.03,3234.31,3274.25,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1823.15,1825.68,1839.55,1842.78,1855.15,,
Indonesia:,,
,
JSX Composite Index,5024.29,5001.30,5074.06,5058.85,5089.55,,
India:,,
,
BSE Sensex Index,"26,752.90","26,880.82","27,098.17","27,346.33","27,865.83",,
Thailand:,,
,
FTSE SET Index,1547.89,1556.53,1562.67,1565.35,1584.16,,
Philippines:,,
,
Manila PSE Index,7103.54,7066.74,7093.31,7170.99,7215.73,,
World:,,
,
MSCI World,1666.82,1684.54,1686.35,1689.22,1708.092,,
Comm Research Index,271.06,272.75,275.56,273.37,272.62,,
Moody's Comm Index,5698.30,5720.32,5745.57,5716.25,5716.25,,
LME Index,3084.3,3122.3,3149.7,3131.7,3122.7,,
,
Source: Thomson Reuters,
