Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-11-14T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 9,Nov 10,Nov 11,Nov 12,Nov 13,,
New York:,,
,
DJ Indust,"17,730.48","17,758.21","17,702.22","17,448.07","17,245.24",,
DJ Opening,"17,900.78","17,724.13","17,769.50","17,691.93","17,439.25",,
Day's High,"17,900.78","17,768.66","17,807.18","17,691.93","17,439.25",,
Day's low,"17,667.78","17,657.72","17,696.91","17,443.50","17,238.89",,
Nasdaq Comp,5095.30,5083.24,5067.02,5005.08,4927.88,,
S&P 500 Index,2078.58,2081.72,2075.00,2045.97,2023.04,,
Wilshire 5000,"21,645.04","21,678.63","21,586.68","21,268.38","21,043.66",,
NYSE volume ('000),1006336,973847,845438,809181,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8215.18,8217.49,8187.10,8059.54,8010.27,,
NYSE Comp,"10,415.19","10,432.35","10,399.90","10,235.95","10,155.07",,
NYSE AMEX Comp Idx,2230.50,2233.04,2224.18,2192.26,2186.57,,
Canada:,,
,
DJ S&P TSX Index,"13,482.62","13,411.63","13,341.93","13,127.18","13,075.42",,
London:,,
,
FTSE 100 Index,6295.16,6275.28,6297.20,6178.68,6118.28,,
Europe:,,
,
EURO STOXX 50 Index,3418.36,3425.40,3448.42,3387.70,3360.65,,
Germany:,,
,
German Xetra Dax,"10,815.45","10,832.52","10,907.87","10,782.63","10,708.40",,
France:,,
,
CAC Index,4911.17,4912.16,4952.51,4856.65,4807.95,,
Switzerland:,,
,
Swiss Market Index,8876.67,8849.77,8884.55,8816.94,8749.84,,
Johannesburg:,,
,
FTSE JSE All Share Index,"53,371.23","52,565.50","52,594.10","52,056.67","51,199.34",,
JSE Africa Gold Index,925.16,917.42,900.59,905.47,881.42,,
Italy:,,
,
FTSE Italia All Share Index,"23,828.03","24,156.44","24,114.02","23,585.25","23,564.30",,
Spain:,,
,
IBEX 35,"10,325.2","10,336.8","10,377.2","10,144.0","10,111.4",,
New Zealand:,,
,
NZ Top 50 Capital,6047.89,6002.81,6013.53,6023.96,5989.03,,
NZ Top 10 Capital,1216.91,1208.34,1213.54,1212.35,1196.50,,
Tokyo:,,
,
Nikkei 225 Index,"19,642.74","19,671.26","19,691.39","19,697.77","19,596.91",,
Nikkei high,"19,684.41","19,674.05","19,724.12","19,725.83","19,601.49",,
Nikkei low,"19,389.74","19,457.05","19,602.01","19,597.99","19,388.91",,
Nikkei 300 Index,321.89,321.55,322.29,321.87,320.00,,
Topix Index,1590.97,1589.48,1595.32,1593.57,1585.83,,
Hong Kong:,,
,
Hang Seng Index,"22,726.77","22,401.70","22,352.17","22,888.92","22,396.14",,
China:,,
,
Shanghai A Index,3819.44,3812.72,3822.88,3804.63,3749.89,,
Korea:,,
,
Seoul KOSPI,2025.70,1996.59,1997.27,1993.36,1973.29,,
Taiwan:,,
,
TAIEX Index,8642.48,8536.90,8415.01,8428.09,8329.50,,
Singapore:,,
,
Straits Times Index,2997.72,Closed,2981.59,2959.01,2925.68,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1686.11,Closed,1665.32,1663.20,1658.91,,
Indonesia:,,
,
JSX Composite Index,4499.51,4451.05,4451.59,4462.23,4472.84,,
India:,,
,
BSE Sensex Index,"26,121.40","25,743.26","25,863.92",Closed,"25,610.53",,
Thailand:,,
,
FTSE SET Index,1402.57,1398.38,1390.15,1384.29,1382.46,,
Philippines:,,
,
Manila PSE Index,7070.19,7000.11,6983.72,6909.82,6897.77,,
World:,,
,
MSCI World,1691.60,1690.51,1691.88,1671.49,1654.30,,
Comm Research Index,189.74,189.93,188.86,186.94,185.28,,
Moody's Comm Index,4808.88,4779.16,Closed,4735.97,4735.97,,
LME Index,2272.9,2257.1,2269.7,2224.5,2227.3,,
,
Source: Thomson Reuters,
