Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-01-09T16:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 3,Jan 4,Jan 5,Jan 6,Jan 7,,
New York:,,
,
DJ Indust,"11,670.75","11,691.18","11,722.89","11,697.31","11,674.76",,
DJ Opening,"11,577.43","11,670.90","11,688.61","11,716.93","11,696.86",,
Day's High,"11,711.47","11,698.22","11,742.68","11,736.74","11,726.94",,
Day's low,"11,577.35","11,635.74","11,652.89","11,667.46","11,599.68",,
Nasdaq Comp,2691.52,2681.25,2702.20,2709.89,2703.17,,
S&P 500 Index,1271.87,1270.20,1276.56,1273.85,1271.50,,
Wilshire 5000,"13,448.66","13,405.02","13,482.49","13,454.25","13,428.94",,
NYSE volume ('000),"1,058,282","1,094,038","1,040,910","1,092,399","1,086,184",,
NYSE rises,2236,1103,1802,1165,1303,,
NYSE falls,791,1889,1192,1821,1661,,
Transport,5174.93,5139.00,5154.59,5143.97,5178.45,,
NYSE Comp,8043.97,8022.18,8040.04,8000.90,7980.32,,
AMEX Index,2217.62,2198.58,2200.51,2172.91,2150.58,,
Canada:,,
,
DJ S&P TSX Index,Closed,"13,402.31","13,395.99","13,311.67","13,272.30",,
London:,,
,
FTSE 100 Index,Closed,6013.87,6043.86,6019.51,5984.33,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2839.43,2844.17,2833.74,2836.23,2808.25,,
Germany:,,
,
German Xetra Dax,6989.74,6975.35,6939.82,6981.39,6947.84,,
France:,,
,
CAC Index,3900.86,3916.03,3904.61,3904.42,3865.58,,
Switzerland:,,
,
Swiss Market Index,6493.88,6494.31,6519.25,6532.84,6497.64,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,308.11","32,427.40","32,010.53","32,115.88","31,929.72",,
JSE Africa Gold Index,2711.01,2614.62,2586.96,2579.25,2554.28,,
Italy:,,
,
FTSE Italia All Share Index,"21,196.58","21,295.60","21,306.02","21,387.85","21,298.42",,
Spain:,,
,
IBEX 35,9888.3,9888.4,9801.4,9702.7,9560.7,,
New Zealand:,,
,
NZ Top 50 Capital,Closed,Closed,3324.99,3326.71,3317.94,,
NZ Top 10 Capital,–,–,866.56,866.69,864.84,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"10,398.10","10,380.77","10,529.76","10,541.04",,
Nikkei high,–,"10,409.17","10,413.45","10,530.11","10,550.71",,
Nikkei low,–,"10,321.28","10,358.01","10,477.52","10,503.02",,
Nikkei 300 Index,–,184.96,184.75,187.39,187.74,,
Topix Index,–,911.80,911.69,924.51,926.42,,
Nikkei vol (mil),–,1647,1732,2397,2288,,
Hong Kong:,,
,
Hang Seng Index,"23,436.05","23,668.48","23,757.82","23,786.30","23,686.63",,
China:,,
,
Shanghai A Index,Closed,2987.03,2972.22,2957.09,2972.42,,
Korea:,,
,
Seoul KOSPI,2070.08,2085.14,2082.55,2077.61,2086.20,,
Taiwan:,,
,
TAIEX Index,9025.30,8997.19,8846.31,8883.21,8782.72,,
Singapore:,,
,
Straits Times Index,3235.77,3250.29,3254.25,3279.70,3261.35,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1533.42,1551.89,1566.17,1568.37,1572.21,,
Indonesia:,,
,
JSX Composite Index,3727.52,3760.06,3783.71,3736.26,3631.45,,
India:,,
,
BSE Sensex Index,"20,561.05","20,498.72","20,301.10","20,184.74","19,691.81",,
Thailand:,,
,
FTSE SET Index,Closed,1042.41,1050.78,1050.98,1036.45,,
Philippines:,,
,
Manila PSE Index,4215.21,4218.73,4212.98,4217.25,4202.52,,
World:,,
,
MSCI World,1287.94,1289.26,1285.1,1283.66,1281.41,,
Comm Research Index,333.05,327.76,329.23,325.10,323.98,,
Moody's Comm Index,6549.33,6551.82,6546.45,6503.57,6517.84,,
LME Index,Closed,4218.9,4200.3,4193.6,4173.9,,
,
Source: Thomson Reuters,
