Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-01-13T16:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 7,Jan 8,Jan 9,Jan 10,Jan 11,,
New York:,,
,
DJ Indust,"13,384.29","13,328.85","13,390.51","13,471.22","13,488.43",,
DJ Opening,"13,436.13","13,377.42","13,329.92","13,391.82","13,471.45",,
Day's High,"13,436.13","13,377.42","13,416.55","13,478.20","13,496.68",,
Day's low,"13,343.32","13,293.13","13,329.08","13,382.29","13,439.97",,
Nasdaq Comp,3098.81,3091.81,3105.81,3121.76,3125.64,,
S&P 500 Index,1461,1457,1461,1472,1472,,
Wilshire 5000,"15,407.00","15,364.43","15,419.66","15,520.17","15,522.88",,
NYSE volume ('000),"62,478","69,076","67,027","72,596","63,183",,
NYSE rises,1363,1467,2036,1916,1578,,
NYSE falls,1629,1483,948,1039,1393,,
Transport,5513.50,5492.29,5545.79,5574.04,5572.62,,
NYSE Comp,8636.91,8604.38,8636.10,8713.76,8712.40,,
AMEX Index,2398.94,2399.34,2393.15,2411.20,2401.72,,
Canada:,,
,
DJ S&P TSX Index,"12,499.55","12,504.81","12,522.24","12,599.74","12,602.18",,
London:,,
,
FTSE 100 Index,6064.58,6053.63,6098.65,6101.51,6121.58,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2695.56,2691.45,2706.39,2708.27,2717.79,,
Germany:,,
,
German Xetra Dax,7732.66,7695.83,7720.47,7708.47,7715.53,,
France:,,
,
CAC Index,3704.64,3705.88,3717.45,3703.12,3706.02,,
Switzerland:,,
,
Swiss Market Index,7049.30,7074.52,7151.60,7143.73,7188.22,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,162.56","40,155.62","40,330.44","40,299.59","40,281.14",,
JSE Africa Gold Index,2234.88,2180.56,2180.09,2183.14,2215.77,,
Italy:,,
,
FTSE Italia All Share Index,"17,836.15","17,899.70","18,281.73","18,409.24","18,461.26",,
Spain:,,
,
IBEX 35,8419.0,8453.0,8606.4,8618.9,8664.7,,
New Zealand:,,
,
NZ Top 50 Capital,4084.84,4090.37,4103.54,4119.08,4131.75,,
NZ Top 10 Capital,975.11,979.05,982.92,989.41,992.33,,
Tokyo:,,
,
Nikkei 225 Index,"10,599.01","10,508.06","10,578.57","10,652.64","10,801.57",,
Nikkei high,"10,743.69","10,602.12","10,620.70","10,686.12","10,830.43",,
Nikkei low,"10,589.70","10,463.43","10,398.61","10,619.65","10,748.06",,
Nikkei 300 Index,178.54,176.73,178.02,179.95,182.11,,
Topix Index,881.06,871.88,879.05,889.02,898.69,,
Nikkei vol (mil),3531,3519,3667,4171,3533,,
Hong Kong:,,
,
Hang Seng Index,"23,329.75","23,111.19","23,218.47","23,354.31","23,264.07",,
China:,,
,
Shanghai A Index,2392.59,2382.49,2381.87,2390.59,2348.10,,
Korea:,,
,
Seoul KOSPI,2011.25,1997.94,1991.81,2006.80,1996.67,,
Taiwan:,,
,
TAIEX Index,7755.09,7721.66,7738.64,7811.64,7819.15,,
Singapore:,,
,
Straits Times Index,3218.26,3205.52,3220.41,3226.25,3216.50,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1694.16,1688.91,1689.93,1684.57,1682.70,,
Indonesia:,,
,
JSX Composite Index,4392.38,4397.55,4362.93,4317.37,4305.91,,
India:,,
,
BSE Sensex Index,"19,691.42","19,742.52","19,666.59","19,663.55","19,663.64",,
Thailand:,,
,
FTSE SET Index,1415.32,1417.33,1423.46,1405.99,1412.06,,
Philippines:,,
,
Manila PSE Index,6044.91,6048.90,6091.18,6018.57,6051.75,,
World:,,
,
MSCI World,1366.91,1362.25,1367.15,1378.49,1381.9,,
Comm Research Index,295.69,295.06,294.43,296.99,297.12,,
Moody's Comm Index,6291.83,6279.84,6299.66,6308.02,6343.60,,
LME Index,3476.7,3485.5,3496.3,3527.3,3505.3,,
,
Source: Thomson Reuters,
