Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-08-23T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,,
New York:,,
,
DJ Indust,"16,838.74","16,919.59","16,979.13","17,039.49","17,001.22",,
DJ Opening,"16,664.45","16,839.06","16,910.03","16,983.88","17,038.27",,
Day's High,"16,840.28","16,929.13","16,994.89","17,074.59","17,064.28",,
Day's low,"16,664.45","16,839.06","16,896.55","16,983.88","16,984.52",,
Nasdaq Comp,4508.31,4527.51,4526.48,4532.10,4538.55,,
S&P 500 Index,1971.74,1981.60,1986.51,1992.37,1988.40,,
Wilshire 5000,"20,892.62","20,989.23","21,031.55","21,084.51","21,054.86",,
NYSE volume ('000),604574,554862,541929,564703,n/a,,
NYSE rises,n/a,n/a,n/a,na/,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8405.63,8414.89,8460.97,8428.57,8429.91,,
NYSE Comp,"10,886.51","10,929.66","10,949.48","10,982.83","10,947.33",,
AMEX Index,2740.47,2751.88,2723.93,2727.20,n/a,,
Canada:,,
,
DJ S&P TSX Index,"15,338.47","15,477.17","15,561.95","15,556.09","15,535.55",,
London:,,
,
FTSE 100 Index,6741.25,6779.31,6755.48,6777.66,6775.25,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3073.45,3091.11,3083.50,3124.56,3098.50,,
Germany:,,
,
German Xetra Dax,9245.33,9334.28,9314.57,9401.53,9339.17,,
France:,,
,
CAC Index,4230.65,4254.45,4240.79,4292.93,4252.80,,
Switzerland:,,
,
Swiss Market Index,8453.59,8525.38,8527.91,8570.00,8554.16,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,572.19","51,363.37","51,436.59","51,443.43","51,197.16",,
JSE Africa Gold Index,1490.84,1493.62,1506.38,1489.41,1487.93,,
Italy:,,
,
FTSE Italia All Share Index,"20,831.80","20,857.08","20,823.70","21,243.70","21,145.64",,
Spain:,,
,
IBEX 35,"10,353.4","10,386.5","10,420.9","10,556.4","10,500.2",,
New Zealand:,,
,
NZ Top 50 Capital,5071.12,5114.21,5140.34,5152.92,5167.00,,
NZ Top 10 Capital,1127.60,1139.54,1148.30,1152.38,1154.48,,
Tokyo:,,
,
Nikkei 225 Index,"15,322.60","15,449.79","15,454.45","15,586.20","15,539.19",,
Nikkei high,"15,365.35","15,476.05","15,492.88","15,601.99","15,628.78",,
Nikkei low,"15,303.39","15,429.11","15,433.72","15,525.78","15,524.43",,
Nikkei 300 Index,256.59,258.41,258.25,260.50,259.45,,
Topix Index,1271.26,1280.29,1279.64,1291.19,1286.07,,
Hong Kong:,,
,
Hang Seng Index,"24,955.46","25,122.95","25,159.76","24,994.10","25,112.23",,
China:,,
,
Shanghai A Index,2344.41,2350.57,2345.15,2334.99,2345.83,,
Korea:,,
,
Seoul KOSPI,2053.13,2071.14,2072.78,2044.21,2056.70,,
Taiwan:,,
,
TAIEX Index,9141.31,9243.78,9288.05,9253.38,9380.10,,
Singapore:,,
,
Straits Times Index,3312.78,3316.43,3323.65,3324.09,3325.50,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1861.75,1872.16,1878.89,1874.81,1870.99,,
Indonesia:,,
,
JSX Composite Index,5156.75,5165.17,5190.17,5206.14,5198.90,,
India:,,
,
BSE Sensex Index,"26,390.96","26,420.67","26,314.29","26,360.11","26,419.55",,
Thailand:,,
,
FTSE SET Index,1542.36,1542.85,1550.77,1551.41,1556.97,,
Philippines:,,
,
Manila PSE Index,7027.58,7082.75,7096.49,Closed,7133.09,,
World:,,
,
MSCI World,1727.38,1734.87,1735.79,1741.88,1735.94,,
Comm Research Index,288.88,287.73,288.96,289.74,289.35,,
Moody's Comm Index,6070.43,6100.19,6101.12,6108.78,6108.78,,
LME Index,3223.8,3224.6,3287.6,3278.9,3292.7,,
,
Source: Thomson Reuters,
