Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-01-20T20:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 14,Jan 15,Jan 16,Jan 17,Jan 18,,
New York:,,
,
DJ Indust,"13,507.32","13,534.89","13,511.23","13,596.02","13,649.70",,
DJ Opening,"13,488.43","13,507.32","13,534.89","13,511.23","13,596.02",,
Day's High,"13,520.18","13,546.37","13,534.89","13,633.89","13,649.93",,
Day's low,"13,459.84","13,445.80","13,468.96","13,510.24","13,571.86",,
Nasdaq Comp,3117.50,3110.78,3117.54,3136.00,3134.71,,
S&P 500 Index,1470.68,1472.34,1472.63,1480.94,1485.98,,
Wilshire 5000,"15,513.37","15,543.80","15,533.79","15,626.49","15,674.57",,
NYSE volume ('000),"58,982","60,230","59,700","70,849","98,343",,
NYSE rises,1480,1719,1339,2261,1943,,
NYSE falls,1475,1257,1607,708,1017,,
Transport,5600.49,5639.64,5643.84,5681.28,5695.27,,
NYSE Comp,8717.45,8733.10,8710.56,8766.55,8792.63,,
AMEX Index,2398.39,2402.92,2393.10,2393.72,2391.44,,
Canada:,,
,
DJ S&P TSX Index,"12,603.09","12,641.97","12,608.82","12,674.73","12,725.69",,
London:,,
,
FTSE 100 Index,6107.86,6117.31,6103.98,6132.36,6154.41,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2715.16,2701.59,2702.54,2718.93,2709.59,,
Germany:,,
,
German Xetra Dax,7729.52,7675.91,7691.13,7735.46,7702.23,,
France:,,
,
CAC Index,3708.25,3697.35,3708.49,3744.11,3741.58,,
Switzerland:,,
,
Swiss Market Index,7202.52,7272.31,7304.85,7429.89,7368.80,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,144.07","39,913.08","39,879.76","39,964.56","40,166.53",,
JSE Africa Gold Index,2232.91,2245.73,2257.63,2224.57,2268.25,,
Italy:,,
,
FTSE Italia All Share Index,"18,353.87","18,439.13","18,320.91","18,574.45","18,538.59",,
Spain:,,
,
IBEX 35,8632.1,8601.0,8581.1,8628.9,8604.0,,
New Zealand:,,
,
NZ Top 50 Capital,4153.92,4170.96,4169.23,4196.81,4164.18,,
NZ Top 10 Capital,999.65,1003.34,1001.66,1012.58,1006.73,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"10,879.08","10,600.44","10,609.64","10,913.30",,
Nikkei high,–,"10,952.31","10,806.41","10,694.85","10,913.30",,
Nikkei low,–,"10,851.66","10,591.30","10,432.97","10,787.12",,
Nikkei 300 Index,–,183.69,179.82,180.67,184.87,,
Topix Index,–,906.22,888.11,890.46,911.44,,
Nikkei vol (mil),–,3454,3648,3935,3865,,
Hong Kong:,,
,
Hang Seng Index,"23,413.26","23,381.51","23,356.99","23,339.76","23,601.78",,
China:,,
,
Shanghai A Index,2420.01,2434.61,2417.63,2391.81,2425.51,,
Korea:,,
,
Seoul KOSPI,2007.04,1983.74,1977.45,1974.27,1987.85,,
Taiwan:,,
,
TAIEX Index,7823.97,7765.02,7700.43,7616.64,7732.87,,
Singapore:,,
,
Straits Times Index,3206.59,3196.07,3208.50,3195.10,3211.22,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1684.63,1685.89,1682.95,1681.09,1676.44,,
Indonesia:,,
,
JSX Composite Index,4382.50,4400.82,4410.96,4398.38,4465.48,,
India:,,
,
BSE Sensex Index,"19,906.41","19,986.82","19,817.63","19,964.03","20,039.04",,
Thailand:,,
,
FTSE SET Index,1425.07,1422.86,1416.14,1420.95,1434.44,,
Philippines:,,
,
Manila PSE Index,6093.90,6087.67,6047.52,6072.18,6139.21,,
World:,,
,
MSCI World,1380.21,1382.74,1378.92,1386.16,1388.11,,
Comm Research Index,298.59,298.10,298.66,300.80,301.67,,
Moody's Comm Index,6381.49,6382.31,6379.76,6396.42,n/a,,
LME Index,3469.4,3471.8,3453.0,3489.1,3491.2,,
,
Source: Thomson Reuters,
