Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-09-09T17:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 3,Sep 4,Sep 5,Sep 6,Sep 7,,
New York:,,
,
DJ Indust,Closed,"13,035.94","13,047.48","13,292.00","13,306.64",,
DJ Opening,–,"13,092.15","13,036.09","13,045.23","13,289.53",,
Day's High,–,"13,092.39","13,095.91","13,294.13","13,320.27",,
Day's low,–,"12,977.09","13,018.74","13,045.08","13,266.22",,
Nasdaq Comp,–,3075.06,3069.27,3135.81,3136.42,,
S&P 500 Index,–,1404.94,1403.44,1432.12,1437.92,,
Wilshire 5000,–,"14,562.93","14,649.26","14,886.90","14,979.02",,
NYSE volume ('000),–,"63,707","67,227","73,321","67,566",,
NYSE rises,–,1751,1394,2366,1995,,
NYSE falls,–,1209,1535,622,929,,
Transport,–,5008.36,4951.07,5044.63,5072.20,,
NYSE Comp,–,8002.31,7992.01,8160.56,8234.51,,
AMEX Index,–,2416.05,2404.88,2428.52,2426.17,,
Canada:,,
,
DJ S&P TSX Index,Closed,"11,941.70","11,990.14","12,139.73","12,268.01",,
London:,,
,
FTSE 100 Index,5758.41,5672.01,5657.86,5777.34,5794.80,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2463.17,2436.54,2441.81,2524.95,2538.60,,
Germany:,,
,
German Xetra Dax,7014.83,6932.58,6964.69,7167.33,7214.50,,
France:,,
,
CAC Index,3453.71,3399.04,3405.79,3509.88,3519.05,,
Switzerland:,,
,
Swiss Market Index,6437.66,6362.82,6425.20,6527.87,6537.32,,
Johannesburg:,,
,
FTSE JSE All Share Index,"35,485.10","35,161.01","35,045.55","35,674.73","35,744.25",,
JSE Africa Gold Index,2250.48,2211.34,2266.34,2321.64,2372.63,,
Italy:,,
,
FTSE Italia All Share Index,"16,159.46","16,096.76","15,994.73","16,631.84","16,954.69",,
Spain:,,
,
IBEX 35,7434.2,7488.2,7494.0,7862.0,7882.8,,
New Zealand:,,
,
NZ Top 50 Capital,3669.03,3676.02,3669.65,3693.54,3722.18,,
NZ Top 10 Capital,910.65,911.23,909.65,916.24,923.71,,
Tokyo:,,
,
Nikkei 225 Index,8783.89,8775.51,8679.82,8680.57,8871.65,,
Nikkei high,8893.39,8804.44,8759.26,8697.00,8871.65,,
Nikkei low,8773.40,8729.22,8679.82,8646.03,8804.27,,
Nikkei 300 Index,148.28,147.98,146.28,146.55,149.99,,
Topix Index,728.63,726.69,718.09,719.00,735.17,,
Nikkei vol (mil),1598,1468,1462,1550,1971,,
Hong Kong:,,
,
Hang Seng Index,"19,559.21","19,429.91","19,145.07","19,209.30","19,802.16",,
China:,,
,
Shanghai A Index,2156.44,2140.18,2133.93,2148.85,2228.31,,
Korea:,,
,
Seoul KOSPI,1912.71,1907.13,1874.03,1881.24,1929.58,,
Taiwan:,,
,
TAIEX Index,7450.53,7451.35,7367.44,7326.72,7424.91,,
Singapore:,,
,
Straits Times Index,3017.22,3011.55,2995.90,2989.26,3011.70,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1653.90,1654.11,1641.01,1617.99,1624.55,,
Indonesia:,,
,
JSX Composite Index,4117.95,4105.25,4075.35,4102.86,4143.68,,
India:,,
,
BSE Sensex Index,"17,384.40","17,440.87","17,313.34","17,346.27","17,683.73",,
Thailand:,,
,
FTSE SET Index,1235.48,1236.31,1233.84,1243.92,1246.10,,
Philippines:,,
,
Manila PSE Index,5219.08,5175.87,5150.81,5150.11,5201.32,,
World:,,
,
MSCI World,1280.76,1274.65,1273.22,1297.60,1312.08,,
Comm Research Index,309.59,308.81,308.28,308.89,311.67,,
Moody's Comm Index,6301.37,6277.49,6333.40,6354.99,6362.45,,
LME Index,3262.8,3252.3,3292.8,3287.8,3386.9,,
,
Source: Thomson Reuters,
