Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-01-24T13:45:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 19,Jan 20,Jan 21,Jan 22,Jan 23,,
New York:,,
,
DJ Indust,Closed,"17,515.23","17,554.28","17,813.98","17,672.60",,
DJ Opening,–,"17,516.96","17,509.96","17,557.29","17,812.50",,
Day's High,–,"17,588.70","17,599.58","17,840.89","17,812.50",,
Day's low,–,"17,346.73","17,396.04","17,482.54","17,667.53",,
Nasdaq Comp,–,4654.85,4667.42,4750.40,4757.88,,
S&P 500 Index,–,2022.55,2032.12,2063.15,2051.82,,
Wilshire 5000,–,"21,258.14","21,352.67","21,685.03","21,588.01",,
NYSE volume ('000),–,859798,769934,889268,n/a,,
NYSE rises,–,n/a,n/a,n/a,n/a,,
NYSE falls,–,n/a,n/a,n/a,n/a,,
Transport,–,8848.55,8888.64,9143.52,8981.94,,
NYSE Comp,–,"10,658.62","10,720.40","10,859.34","10,788.33",,
AMEX Index,–,2423.30,2441.62,2454.96,2453.76,,
Canada:,,
,
DJ S&P TSX Index,"14,312.50","14,308.44","14,560.42","14,763.98","14,779.35",,
London:,,
,
FTSE 100 Index,6585.53,6620.10,6728.04,6796.63,6832.83,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3220.90,3244.92,3269.73,3322.65,3382.55,,
Germany:,,
,
German Xetra Dax,"10,242.35","10,257.13","10,299.23","10,435.62","10,649.58",,
France:,,
,
CAC Index,4394.93,4446.02,4484.82,4552.80,4640.69,,
Switzerland:,,
,
Swiss Market Index,8152.78,8178.90,8008.55,7999.48,8161.16,,
Johannesburg:,,
,
FTSE JSE All Share Index,"48,996.94","49,124.77","49,588.79","49,872.69","49,816.57",,
JSE Africa Gold Index,1500.19,1533.69,1520.59,1499.73,1454.11,,
Italy:,,
,
FTSE Italia All Share Index,"20,646.46","20,834.37","21,157.80","21,654.44","21,729.27",,
Spain:,,
,
IBEX 35,"10,157.5","10,283.9","10,335.3","10,510.6","10,581.5",,
New Zealand:,,
,
NZ Top 50 Capital,5638.14,5633.22,5672.85,5647.15,5675.24,,
NZ Top 10 Capital,1188.46,1187.15,1197.46,1190.16,1196.16,,
Tokyo:,,
,
Nikkei 225 Index,"17,014.29","17,366.30","17,280.48","17,329.02","17,511.75",,
Nikkei high,"17,039.80","17,366.30","17,329.03","17,355.74","17,532.06",,
Nikkei low,"16,911.58","17,066.77","17,181.55","17,229.21","17,460.76",,
Nikkei 300 Index,277.53,282.79,281.50,281.69,284.51,,
Topix Index,1372.41,1397.63,1390.61,1389.43,1403.22,,
Hong Kong:,,
,
Hang Seng Index,"23,738.49","23,951.16","24,352.58","24,522.63","24,850.45",,
China:,,
,
Shanghai A Index,3265.34,3324.75,3482.88,3503.56,3512.43,,
Korea:,,
,
Seoul KOSPI,1902.62,1918.31,1921.23,1920.82,1936.09,,
Taiwan:,,
,
TAIEX Index,9174.06,9251.69,9319.71,9369.51,9470.94,,
Singapore:,,
,
Straits Times Index,3307.70,3334.02,3354.46,3370.29,3411.50,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1753.31,1750.11,1770.09,1781.75,1803.08,,
Indonesia:,,
,
JSX Composite Index,5152.09,5166.09,5215.27,5253.18,5323.89,,
India:,,
,
BSE Sensex Index,"28,262.01","28,784.67","28,888.86","29,006.02","29,278.84",,
Thailand:,,
,
FTSE SET Index,1535.37,1535.09,1537.36,1560.34,1598.33,,
Philippines:,,
,
Manila PSE Index,7485.32,7452.81,7474.10,7416.31,7548.93,,
World:,,
,
MSCI World,1681.90,1685.27,1694.34,1710.47,1707.74,,
Comm Research Index,Closed,219.51,221.78,218.88,217.15,,
Moody's Comm Index,Closed,5490.67,5483.37,5488.33,5488.33,,
LME Index,2727.6,2752.5,2789.8,2757.9,2693.2,,
,
Source: Thomson Reuters,
