Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-05-31T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 26,May 27,May 28,May 29,May 30,,
New York:,,
,
DJ Indust,Closed,"16,675.50","16,633.18","16,698.74","16,717.17",,
DJ Opening,Closed,"16,607.42","16,674.98","16,637.74","16,697.33",,
Day's High,Closed,"16,688.69","16,674.98","16,698.74","16,721.22",,
Day's low,Closed,"16,607.42","16,620.22","16,620.43","16,648.85",,
Nasdaq Comp,Closed,4237.07,4225.08,4247.95,4242.62,,
S&P 500 Index,Closed,1911.91,1909.78,1920.03,1923.57,,
Wilshire 5000,Closed,"20,258.82","20,229.91","20,332.99","20,348.35",,
NYSE volume ('000),Closed,n/a,n/a,n/a,n/a,,
NYSE rises,Closed,2080,1581,2041,n/a,,
NYSE falls,Closed,947,1462,1002,n/a,,
Transport,Closed,8017.84,8075.88,8110.35,8104.57,,
NYSE Comp,Closed,"10,720.62","10,702.73","10,752.12","10,756.32",,
AMEX Index,Closed,2663.93,2663.93,2701.20,n/a,,
Canada:,,
,
DJ S&P TSX Index,"14,715.69","14,658.02","14,610.96","14,588.95","14,604.16",,
London:,,
,
FTSE 100 Index,Closed,6844.94,6851.22,6871.29,6844.51,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3240.39,3244.28,3246.24,3244.66,3244.60,,
Germany:,,
,
German Xetra Dax,9892.82,9940.82,9939.17,9938.90,9943.27,,
France:,,
,
CAC Index,4526.93,4529.75,4531.63,4530.51,4519.57,,
Switzerland:,,
,
Swiss Market Index,8712.35,8710.38,8706.50,Closed,8674.52,,
Johannesburg:,,
,
FTSE JSE All Share Index,"50,021.72","49,824.45","49,690.58","49,726.64","49,632.70",,
JSE Africa Gold Index,1446.81,1385.49,1345.52,1339.85,1352.42,,
Italy:,,
,
FTSE Italia All Share Index,"22,808.52","22,741.08","22,932.84","22,867.97","22,995.30",,
Spain:,,
,
IBEX 35,"10,687.5","10,714.2","10,757.2","10,734.8","10,798.7",,
New Zealand:,,
,
NZ Top 50 Capital,5153.68,5145.85,5181.46,5183.16,5178.44,,
NZ Top 10 Capital,1168.44,1165.39,1174.89,1174.07,1166.00,,
Tokyo:,,
,
Nikkei 225 Index,"14,602.52","14,636.52","14,670.95","14,681.72","14,632.38",,
Nikkei high,"14,602.52","14,744.16","14,717.29","14,714.95","14,741.10",,
Nikkei low,"14,531.32","14,588.68","14,608.54","14,574.02","14,591.62",,
Nikkei 300 Index,242.94,243.05,243.58,244.02,244.35,,
Topix Index,1194.69,1195.11,1198.17,1200.68,1201.41,,
Hong Kong:,,
,
Hang Seng Index,"22,963.18","22,944.30","23,080.03","23,010.14","23,081.65",,
China:,,
,
Shanghai A Index,2137.21,2130.01,2146.50,2136.41,2135.09,,
Korea:,,
,
Seoul KOSPI,2010.35,1997.63,2017.06,2012.26,1994.96,,
Taiwan:,,
,
TAIEX Index,9036.12,9055.29,9121.71,9109.00,9075.91,,
Singapore:,,
,
Straits Times Index,3282.88,3274.06,3271.84,3300.71,3295.85,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1862.80,1867.57,1871.66,1876.62,1873.38,,
Indonesia:,,
,
JSX Composite Index,4963.93,Closed,4985.58,Closed,4893.91,,
India:,,
,
BSE Sensex Index,"24,716.88","24,549.51","24,556.09","24,234.15","24,217.34",,
Thailand:,,
,
FTSE SET Index,1388.29,1392.73,1402.79,1408.51,1415.73,,
Philippines:,,
,
Manila PSE Index,6790.42,6780.26,6787.88,6676.67,6647.65,,
World:,,
,
MSCI World,1703.18,1707.67,1706.15,1713.25,1715.18,,
Comm Research Index,Closed,307.33,306.72,308.05,306.19,,
Moody's Comm Index,6313.47,6301.83,6303.14,6268.94,6268.94,,
LME Index,Closed,3166.7,3170.0,3149.2,3136.5,,
,
Source: Thomson Reuters,
