Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-04-19T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,,
New York:,,
,
DJ Indust,"16,173.24","16,262.56","16,424.85","16,408.54",Closed,,
DJ Opening,"16,028.29","16,173.49","16,266.23","16,424.14",Closed,,
Day's High,"16,184.76","16,272.95","16,424.85","16,460.49",Closed,,
Day's low,"16,028.29","16,063.20","16,266.23","16,368.14",Closed,,
Nasdaq Comp,4022.69,4034.16,4086.23,4095.52,Closed,,
S&P 500 Index,1830.61,1842.98,1862.31,1864.85,Closed,,
Wilshire 5000,"19,454.42","19,572.13","19,792.30","19,832.16",Closed,,
NYSE volume ('000),"69,088,500","78,866,000","67,459,400","83,281,000",Closed,,
NYSE rises,1988,1841,2409,1782,Closed,,
NYSE falls,1020,1179,618,1265,Closed,,
Transport,7403.24,7466.79,7591.54,7634.42,Closed,,
NYSE Comp,"10,359.44","10,401.98","10,505.79","10,532.83",Closed,,
AMEX Index,2601.33,2586.92,2594.35,2593.90,Closed,,
Canada:,,
,
DJ S&P TSX Index,"14,284.43","14,303.92","14,446.52","14,500.39",Closed,,
London:,,
,
FTSE 100 Index,6583.76,6541.61,6584.17,6625.25,Closed,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3131.57,3091.52,3139.26,3155.81,Closed,,
Germany:,,
,
German Xetra Dax,9339.17,9173.71,9317.82,9409.71,Closed,,
France:,,
,
CAC Index,4384.56,4345.35,4405.66,4431.81,Closed,,
Switzerland:,,
,
Swiss Market Index,8312.90,8280.53,8322.70,8375.08,Closed,,
Johannesburg:,,
,
FTSE JSE All Share Index,"48,213.26","47,789.76","48,139.69","48,362.22",Closed,,
JSE Africa Gold Index,1551.14,1501.16,1497.04,1498.72,Closed,,
Italy:,,
,
FTSE Italia All Share Index,"22,730.36","22,234.63","22,950.83","23,043.57",Closed,,
Spain:,,
,
IBEX 35,"10,188.2","10,103.5","10,267.9","10,292.4",Closed,,
New Zealand:,,
,
NZ Top 50 Capital,5063.54,5076.29,5090.55,5103.35,Closed,,
NZ Top 10 Capital,1161.50,1162.23,1163.02,1165.57,Closed,,
Tokyo:,,
,
Nikkei 225 Index,"13,910.16","13,996.81","14,417.68","14,417.53","14,516.27",,
Nikkei high,"14,008.29","14,096.86","14,420.30","14,500.66","14,536.67",,
Nikkei low,"13,885.22","13,969.17","14,125.59","14,351.85","14,442.74",,
Nikkei 300 Index,229.49,230.34,236.47,236.41,237.74,,
Topix Index,1132.76,1136.09,1166.55,1166.59,1173.37,,
Hong Kong:,,
,
Hang Seng Index,"23,038.80","22,671.26","22,696.01","22,760.24",Closed,,
China:,,
,
Shanghai A Index,2231.81,2200.36,2204.09,2197.50,2196.33,,
Korea:,,
,
Seoul KOSPI,1997.02,1992.27,1992.21,1992.05,2004.28,,
Taiwan:,,
,
TAIEX Index,8857.42,8916.71,8923.82,8944.16,8966.66,,
Singapore:,,
,
Straits Times Index,3214.83,3246.32,3253.20,3253.80,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1851.53,1853.88,1845.37,1850.54,1852.69,,
Indonesia:,,
,
JSX Composite Index,4864.88,4870.22,4873.01,4897.05,Closed,,
India:,,
,
BSE Sensex Index,Closed,"22,484.93","22,277.23","22,628.84",Closed,,
Thailand:,,
,
FTSE SET Index,Closed,Closed,1401.84,1408.78,1409.18,,
Philippines:,,
,
Manila PSE Index,6589.55,6621.66,6671.18,Closed,Closed,,
World:,,
,
MSCI World,1644.36,1646.67,1664.85,1669.81,1670.60,,
Comm Research Index,311.80,309.94,310.42,312.17,Closed,,
Moody's Comm Index,6378.36,6389.37,6375.67,6382.70,6382.70,,
LME Index,3083.1,3038.2,3073.9,3079.0,Closed,,
,
Source: Thomson Reuters,
