Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2015-09-21T15:15:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,,
New York:,,
,
DJ Indust,"16,370.96","16,599.85","16,739.95","16,674.74","16,384.58",,
DJ Opening,"16,450.86","16,382.58","16,599.51","16,738.08","16,674.74",,
Day's High,"16,450.86","16,644.11","16,755.98","16,933.43","16,674.74",,
Day's low,"16,330.87","16,382.58","16,593.90","16,639.93","16,343.76",,
Nasdaq Comp,4805.76,4860.52,4889.24,4893.95,4827.23,,
S&P 500 Index,1953.03,1978.09,1995.31,1990.20,1958.03,,
Wilshire 5000,"20,606.20","20,851.73","21,033.25","21,007.72","20,678.74",,
NYSE volume ('000),832392,782360,777996,884750,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8015.66,8163.93,8183.37,8215.44,8036.37,,
NYSE Comp,9988.59,"10,105.87","10,236.72","10,215.54","10,031.60",,
AMEX Index,2152.74,2165.94,2222.86,2231.39,2228.27,,
Canada:,,
,
DJ S&P TSX Index,"13,353.34","13,462.71","13,763.78","13,787.16","13,646.90",,
London:,,
,
FTSE 100 Index,6084.59,6137.60,6229.21,6186.99,6104.11,,
Europe:,,
,
EURO STOXX 50 Index,3175.62,3207.60,3251.79,3255.79,3157.30,,
Germany:,,
,
German Xetra Dax,"10,131.74","10,188.13","10,227.21","10,229.58",9916.16,,
France:,,
,
CAC Index,4518.15,4569.37,4645.84,4655.14,4535.85,,
Switzerland:,,
,
Swiss Market Index,8686.17,8790.44,8871.17,8849.43,8739.22,,
Johannesburg:,,
,
FTSE JSE All Share Index,"49,366.60","49,491.68","51,029.24","51,573.57","51,044.58",,
JSE Africa Gold Index,928.12,931.22,935.84,948.02,982.64,,
Italy:,,
,
FTSE Italia All Share Index,"23,169.25","23,505.19","23,655.87","23,702.02","23,135.37",,
Spain:,,
,
IBEX 35,9696.4,9782.5,9976.8,"10,106.6",9847.2,,
New Zealand:,,
,
NZ Top 50 Capital,5665.87,5652.39,5667.97,5694.23,5712.04,,
NZ Top 10 Capital,1163.52,1158.56,1159.27,1165.20,1167.94,,
Tokyo:,,
,
Nikkei 225 Index,"17,965.70","18,026.48","18,171.60","18,432.27","18,070.21",,
Nikkei high,"18,344.07","18,329.57","18,291.97","18,468.20","18,295.90",,
Nikkei low,"17,925.09","17,995.98","18,094.99","18,289.63","18,069.50",,
Nikkei 300 Index,296.05,296.08,298.39,302.14,295.91,,
Topix Index,1462.41,1462.24,1472.60,1491.91,1462.38,,
Hong Kong:,,
,
Hang Seng Index,"21,561.90","21,455.23","21,966.66","21,854.63","21,920.83",,
China:,,
,
Shanghai A Index,3263.37,3148.23,3302.15,3232.80,3245.11,,
Korea:,,
,
Seoul KOSPI,1931.46,1937.56,1975.45,1976.49,1995.95,,
Taiwan:,,
,
TAIEX Index,8307.29,8259.99,8333.29,8445.50,8462.14,,
Singapore:,,
,
Straits Times Index,2871.47,2841.94,2868.74,2895.81,2879.59,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1639.63,1647.15,Closed,1681.54,1669.45,,
Indonesia:,,
,
JSX Composite Index,4390.37,4347.16,4332.51,4378.39,4380.32,,
India:,,
,
BSE Sensex Index,"25,856.70","25,705.93","25,963.97",Closed,"26,218.91",,
Thailand:,,
,
FTSE SET Index,1377.15,1370.65,1381.80,1389.70,1390.32,,
Philippines:,,
,
Manila PSE Index,7069.18,7089.01,7093.92,7123.99,7131.91,,
World:,,
,
MSCI World,1620.28,1634.01,1653.81,1652.88,1630.69,,
Comm Research Index,196.33,196.54,199.51,198.75,194.71,,
Moody's Comm Index,4973.57,4962.58,4960.59,4928.25,4928.25,,
LME Index,2421.7,2429.9,2448.1,2447.2,2398.6,,
,
Source: Thomson Reuters,
