Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2010-11-21T17:00:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,,
New York:,,
,
DJ Indust,"11,201.97","11,023.50","11,007.88","11,181.23","11,203.55",,
DJ Opening,"11,194.02","11,194.70","11,017.83","11,010.49","11,180.77",,
Day's High,"11,280.90","11,194.70","11,042.16","11,199.69","11,206.17",,
Day's low,"11,189.10","10,978.93","10,990.81","11,010.34","11,119.24",,
Nasdaq Comp,2513.82,2469.84,2476.01,2514.40,2518.12,,
S&P 500 Index,1197.75,1178.34,1178.59,1196.69,1199.73,,
Wilshire 5000,"12,583.46","12,375.16","12,387.76","12,580.74","12,621.55",,
NYSE volume ('000),"87,737","1,351,282","95,319","1,211,540","1,103,660",,
NYSE rises,1386,405,1807,2448,1754,,
NYSE falls,1577,2642,1182,568,1226,,
Transport,4820.46,4749.99,4759.66,4839.96,4873.44,,
NYSE Comp,7617.51,7472.63,7488.76,7619.94,7641.08,,
AMEX Index,2093.36,2051.51,2054.80,2090.75,2104.49,,
Canada:,,
,
DJ S&P TSX Index,"12,735.41","12,602.23","12,657.83","12,870.01","12,956.33",,
London:,,
,
FTSE 100 Index,5820.41,5681.90,5692.56,5768.71,5732.83,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2848.45,2781.77,2802.70,2855.23,2845.75,,
Germany:,,
,
German Xetra Dax,6790.17,6663.24,6700.07,6832.11,6843.55,,
France:,,
,
CAC Index,3864.24,3762.47,3792.35,3867.97,3860.16,,
Switzerland:,,
,
Swiss Market Index,6562.15,6476.53,6494.99,6613.37,6590.84,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,816.61","31,419.68","31,345.17","31,574.00","31,398.82",,
JSE Africa Gold Index,2778.30,2720.48,2697.49,2713.38,2691.68,,
Italy:,,
,
FTSE Italia All Share Index,"21,597.67","21,145.38","21,240.21","21,481.37","21,385.45",,
Spain:,,
,
IBEX 35,"10,349.7","10,095.4","10,189.3","10,325.3","10,271.7",,
New Zealand:,,
,
NZ Top 50 Capital,3328.23,3315.06,3289.31,3280.46,3268.15,,
NZ Top 10 Capital,861.22,857.71,849.37,847.10,844.63,,
Tokyo:,,
,
Nikkei 225 Index,9827.51,9797.10,9811.66,"10,013.63","10,022.39",,
Nikkei high,9830.59,9908.30,9817.37,"10,013.63","10,130.23",,
Nikkei low,9744.99,9774.12,9693.21,9798.56,"10,019.08",,
Nikkei 300 Index,174.06,173.36,173.80,177.42,177.65,,
Topix Index,851.56,847.77,850.30,868.81,869.52,,
Nikkei vol (mil),1691,1830,1541,n/a,2147,,
Hong Kong:,,
,
Hang Seng Index,"24,027.18","23,693.02","23,214.46","23,637.39","23,605.71",,
China:,,
,
Shanghai A Index,3157.51,3031.95,2973.76,3001.49,3025.50,,
Korea:,,
,
Seoul KOSPI,1913.81,1899.13,1897.11,1927.86,1940.96,,
Taiwan:,,
,
TAIEX Index,8240.65,8312.21,8255.54,8283.45,8306.12,,
Singapore:,,
,
Straits Times Index,3236.80,3212.10,Closed,3215.22,3197.37,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1501.56,1503.54,Closed,1496.65,1506.05,,
Indonesia:,,
,
JSX Composite Index,3656.46,3674.03,Closed,3677.90,3725.05,,
India:,,
,
BSE Sensex Index,"20,309.69","19,865.14",Closed,"19,930.64","19,585.44",,
Thailand:,,
,
FTSE SET Index,1029.14,1000.73,990.13,1004.72,1008.77,,
Philippines:,,
,
Manila PSE Index,4139.32,Closed,4069.31,4120.62,4203.60,,
World:,,
,
MSCI World,1235.37,1212.56,1214.58,1234.12,1235.33,,
Comm Research Index,305.98,296.19,295.39,302.48,298.85,,
Moody's Comm Index,6123.84,6051.00,5922.13,5820.47,5939.25,,
LME Index,3885.6,3640.7,3674.5,3760.5,3733.4,,
,
Source: Thomson Reuters,
