Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-06-29T19:15:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,,
New York:,,
,
DJ Indust,"14,659.56","14,760.31","14,910.14","15,024.49","14,909.60",,
DJ Opening,"14,795.79","14,669.69","14,769.99","14,921.28","15,016.58",,
Day's High,"14,795.79","14,812.03","14,938.98","15,075.01","15,034.63",,
Day's low,"14,551.27","14,669.69","14,769.68","14,921.28","14,884.80",,
Nasdaq Comp,3320.76,3347.89,3376.22,3401.86,3403.25,,
S&P 500 Index,1573.09,1588.03,1603.26,1613.20,1606.28,,
Wilshire 5000,"16,587.78","16,755.12","16,910.40","17,047.84","16,992.14",,
NYSE volume ('000),"96,665,100","80,918,500","77,321,700","73,708,900","1,753,706",,
NYSE rises,393,2448, 2316,2579,1519,,
NYSE falls,2674, 587,742, 471,1477,,
Transport,5990.79,6101.76,6149.10,6199.87,6173.86,,
NYSE Comp,8892.03,8989.26,9067.27,9143.56,9112.70,,
AMEX Index,2202.41,2224.11,2242.78,2255.60,2245.73,,
Canada:,,
,
DJ S&P TSX Index,"11,836.86","12,005.42","11,951.90","12,005.78","12,129.11",,
London:,,
,
FTSE 100 Index,6029.10,6101.91,6165.48,6243.40,6215.47,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2511.83,2543.37,2602.81,2619.86,2602.59,,
Germany:,,
,
German Xetra Dax,7692.45,7811.30,7940.99,7990.75,7959.22,,
France:,,
,
CAC Index,3595.63,3649.82,3726.04,3762.19,3738.91,,
Switzerland:,,
,
Swiss Market Index,7249.47,7397.39,7553.89,7671.70,7683.04,,
Johannesburg:,,
,
FTSE JSE All Share Index,"38,075.22","38,484.19","38,946.07","39,083.31","39,578.10",,
JSE Africa Gold Index,1264.46,1232.61,1175.74,1171.85,1233.16,,
Italy:,,
,
FTSE Italia All Share Index,"16,085.32","16,027.43","16,347.31","16,431.89","16,249.51",,
Spain:,,
,
IBEX 35,7553.2,7607.7,7823.0,7844.4,7762.7,,
New Zealand:,,
,
NZ Top 50 Capital,4364.05,4316.99,4393.61,4416.96,4440.17,,
NZ Top 10 Capital,1033.09,1025.81,1048.07,1053.93,1057.27,,
Tokyo:,,
,
Nikkei 225 Index,"13,062.78","12,969.34","12,834.01","13,213.55","13,677.32",,
Nikkei high,"13,426.13","13,234.89","13,189.84","13,213.55","13,724.44",,
Nikkei low,"13,026.23","12,758.22","12,826.51","12,873.50","13,354.70",,
Nikkei 300 Index,221.67,219.53,218.12,224.12,231.09,,
Topix Index,1089.64,1078.66,1069.28,1098.83,1133.84,,
Hong Kong:,,
,
Hang Seng Index,"19,813.98","19,855.72","20,338.55","20,440.08","20,803.29",,
China:,,
,
Shanghai A Index,2054.62,2050.79,2042.13,2040.67,2071.26,,
Korea:,,
,
Seoul KOSPI,1799.01,1780.63,1783.45,1834.70,1863.32,,
Taiwan:,,
,
TAIEX Index,7758.03,7663.23,7784.80,7883.90,8062.21,,
Singapore:,,
,
Straits Times Index,3074.31,3089.93,3104.40,3118.03,3150.44,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1738.19,1728.64,1740.76,1751.57,1773.54,,
Indonesia:,,
,
JSX Composite Index,4429.46,4418.87,4587.73,4675.75,4818.90,,
India:,,
,
BSE Sensex Index,"18,540.89","18,629.15","18,552.12","18,875.95","19,395.81",,
Thailand:,,
,
FTSE SET Index,1364.09,1384.63,1424.38,1446.45,1451.90,,
Philippines:,,
,
Manila PSE Index,5971.05,5789.06,6118.94,6328.00,6465.28,,
World:,,
,
MSCI World,1400.98,1412.53,1425.51,1436.03,1433.55,,
Comm Research Index,278.00,278.54,277.31,277.87,276.14,,
Moody's Comm Index,5903.39,5857.41,5872.32,5910.43,5862.69,,
LME Index,2911.0,2958.8,2930.9,2940.1,2940.5,,
,
Source: Thomson Reuters,
