Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-01-22T16:30:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 16,Jan 17,Jan 18,Jan 19,Jan 20,,
New York:,,
,
DJ Indust,Closed,"12,482.07","12,578.95","12,623.98","12,720.48",,
DJ Opening,–,"12,423.12","12,474.69","12,578.19","12,623.83",,
Day's High,–,"12,573.65","12,582.28","12,625.80","12,720.48",,
Day's low,–,"12,423.12","12,453.20","12,563.58","12,620.76",,
Nasdaq Comp,–,2728.08,2769.71,2788.33,2786.70,,
S&P 500 Index,–,1293.67,1308.04,1314.5,1315.38,,
Wilshire 5000,–,"13,518.10","13,682.85","13,755.63","13,760.86",,
NYSE volume ('000),–,"80,936","79,655","80,468","92,647",,
NYSE rises,–,1829,2389,1938,1716,,
NYSE falls,–,1141,630,1021,1237,,
Transport,–,5168.73,5218.18,5301.87,5280.75,,
NYSE Comp,–,7670.47,7766.95,7819.37,7829.33,,
AMEX Index,–,2274.63,2289.44,2271.04,2299.45,,
Canada:,,
,
DJ S&P TSX Index,"12,258.60","12,232.83","12,327.52","12,380.69","12,397.10",,
London:,,
,
FTSE 100 Index,5657.44,5693.95,5702.37,5741.15,5728.55,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2361.56,2396.63,2390.64,2435.04,2426.96,,
Germany:,,
,
German Xetra Dax,6220.01,6332.93,6354.57,6416.26,6404.39,,
France:,,
,
CAC Index,3225.00,3269.99,3264.93,3328.94,3321.50,,
Switzerland:,,
,
Swiss Market Index,6031.24,6056.17,6116.23,6194.45,6122.67,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,205.01","33,424.73","33,550.09","33,586.15","33,703.38",,
JSE Africa Gold Index,2929.59,2957.77,2946.39,2885.18,2829.71,,
Italy:,,
,
FTSE Italia All Share Index,"16,036.38","16,162.07","16,104.72","16,534.73","16,524.88",,
Spain:,,
,
IBEX 35,8449.6,8535.3,8420.7,8603.8,8561.9,,
New Zealand:,,
,
NZ Top 50 Capital,3210.64,3234.81,3247.50,3264.74,3276.46,,
NZ Top 10 Capital,825.17,831.15,837.57,843.60,847.26,,
Tokyo:,,
,
Nikkei 225 Index,8378.36,8466.40,8550.58,8639.68,8766.36,,
Nikkei high,8409.79,8475.66,8595.78,8668.94,8791.39,,
Nikkei low,8352.23,8413.22,8446.09,8596.68,8725.32,,
Nikkei 300 Index,146.07,147.29,147.83,148.98,152.06,,
Topix Index,725.24,731.53,734.98,740.68,755.47,,
Nikkei vol (mil),1345,1762,2357,2131,2598,,
Hong Kong:,,
,
Hang Seng Index,"19,012.20","19,627.75","19,686.92","19,942.95","20,110.37",,
China:,,
,
Shanghai A Index,2311.32,2407.92,2374.30,2405.50,2429.70,,
Korea:,,
,
Seoul KOSPI,1859.27,1892.74,1892.39,1914.97,1949.89,,
Taiwan:,,
,
TAIEX Index,7103.62,7221.08,7233.69,Closed,Closed,,
Singapore:,,
,
Straits Times Index,2756.49,2815.85,2795.40,2811.20,2849.38,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1509.06,1519.36,1517.38,1516.81,1522.66,,
Indonesia:,,
,
JSX Composite Index,3909.69,3954.76,3978.13,4001.07,3986.52,,
India:,,
,
BSE Sensex Index,"16,189.36","16,466.05","16,451.47","16,643.74","16,739.01",,
Thailand:,,
,
FTSE SET Index,1037.01,1056.54,1051.64,1058.94,1058.66,,
Philippines:,,
,
Manila PSE Index,4578.92,4642.76,4677.62,4700.37,4747.90,,
World:,,
,
MSCI World,1202.48,1211.64,1222.17,1233.00,1235.64,,
Comm Research Index,307.7,310.83,310.51,311.96,309.91,,
Moody's Comm Index,6087.01,6172.35,6213.76,6262.33,n/a,,
LME Index,3511.3,3577.5,3581.3,3639.6,3601.0,,
,
Source: Thomson Reuters,
