Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-12-11T16:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,,
New York:,,
,
DJ Indust,"12,097.83","12,150.13","12,196.37","11,997.70","12,184.26",,
DJ Opening,"12,021.54","12,097.75","12,144.41","12,195.91","11,996.03",,
Day's High,"12,186.53","12,215.71","12,257.67","12,195.91","12,212.83",,
Day's low,"12,021.46","12,076.71","12,060.37","11,966.22","11,995.51",,
Nasdaq Comp,2655.76,2649.56,2649.21,2596.38,2646.85,,
S&P 500 Index,12119.33,12081.25,12148.73,11951.79,12034.75,,
Wilshire 5000,"13,155.99","13,160.99","13,178.56","12,881.47","13,118.90",,
NYSE volume ('000),"89,001","80,045","96,665","92,880","81,767",,
NYSE rises,2341,1498,1566,405,2562,,
NYSE falls,675,1476,1403,2580,435,,
Transport,5022.03,4983.92,4986.20,4863.95,4957.02,,
NYSE Comp,7531.01,7539.32,7559.71,7369.52,7502.88,,
AMEX Index,2265.28,2272.90,2299.81,2273.09,2291.91,,
Canada:,,
,
DJ S&P TSX Index,"12,119.33","12,081.25","12,148.73","11,951.79","12,034.75",,
London:,,
,
FTSE 100 Index,5567.96,5568.72,5546.91,5483.77,5529.21,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2369.39,2356.71,2344.92,2288.05,2342.59,,
Germany:,,
,
German Xetra Dax,6106.09,6028.82,5994.73,5874.44,5986.71,,
France:,,
,
CAC Index,3201.28,3179.63,3175.98,3095.49,3172.35,,
Switzerland:,,
,
Swiss Market Index,5739.86,5767.93,5766.24,5737.82,5793.57,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,832.22","32,719.23","32,760.27","32,760.17","32,632.92",,
JSE Africa Gold Index,3146.29,3097.78,3159.53,3122.33,3104.48,,
Italy:,,
,
FTSE Italia All Share Index,"16,659.28","16,581.97","16,394.14","15,763.69","16,229.46",,
Spain:,,
,
IBEX 35,8705.8,8712.8,8644.3,8461.2,8649.7,,
New Zealand:,,
,
NZ Top 50 Capital,3301.22,3291.49,3283.04,3269.95,3271.46,,
NZ Top 10 Capital,847.91,845.62,842.51,839.28,843.63,,
Tokyo:,,
,
Nikkei 225 Index,8695.98,8575.16,8722.17,8664.58,8536.46,,
Nikkei high,8704.48,8671.54,8729.81,8688.81,8576.68,,
Nikkei low,8668.04,8571.09,8614.21,8625.19,8503.03,,
Nikkei 300 Index,151.07,149.09,151.41,150.36,148.81,,
Topix Index,748.61,738.01,749.63,745.11,738.12,,
Nikkei vol (mil),1430,1594,1811,1737,2570,,
Hong Kong:,,
,
Hang Seng Index,"19,179.69","18,942.23","19,240.58","19,107.81","18,586.23",,
China:,,
,
Shanghai A Index,2444.86,2436.96,2444.07,2440.90,2425.63,,
Korea:,,
,
Seoul KOSPI,1922.90,1902.82,1919.42,1912.39,1874.75,,
Taiwan:,,
,
TAIEX Index,7098.08,6956.28,7033.00,6982.90,6893.30,,
Singapore:,,
,
Straits Times Index,2766.23,2749.24,2782.55,2728.31,2694.60,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1489.95,1480.92,1482.99,1472.92,1460.13,,
Indonesia:,,
,
JSX Composite Index,3780.79,3752.67,3793.24,3781.76,3759.61,,
India:,,
,
BSE Sensex Index,"16,805.33",Closed,"16,877.06","16,488.24","16,213.46",,
Thailand:,,
,
FTSE SET Index,Closed,1030.77,1046.73,1043.24,1034.00,,
Philippines:,,
,
Manila PSE Index,4291.72,4282.77,4315.17,4312.89,4292.50,,
World:,,
,
MSCI World,1199.33,1193.68,1197.31,1174.60,1187.3,,
Comm Research Index,313.20,313.73,310.27,308.14,306.63,,
Moody's Comm Index,6190.67,6165.85,6141.74,6166.23,6123.66,,
LME Index,3464.6,3430.7,3408.9,3371.4,3409.1,,
,
Source: Thomson Reuters,
