Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-02-21T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,,
New York:,,
,
DJ Indust,Closed,"18,047.58","18,029.85","17,985.77","18,140.44",,
DJ Opening,–,"18,019.80","18,045.72","18,028.67","17,985.77",,
Day's High,–,"18,052.01","18,048.70","18,028.67","18,144.29",,
Day's low,–,"17,951.41","17,982.20","17,924.60","17,878.37",,
Nasdaq Comp,–,4899.27,4906.36,4924.70,4955.97,,
S&P 500 Index,–,2100.34,2099.68,2097.45,2110.30,,
Wilshire 5000,–,"22,152.31","22,161.03","22,141.18","22,278.55",,
NYSE volume ('000),–,779256,733583,692700,n/a,,
NYSE rises,–,n/a,n/a,n/a,n/a,,
NYSE falls,–,n/a,n/a,n/a,n/a,,
Transport,–,9045.06,9081.11,9076.73,9131.16,,
NYSE Comp,–,"11,054.46","11,064.09","11,038.26","11,108.67",,
AMEX Index,–,2490.17,2472.05,2471.81,2467.91,,
Canada:,,
,
DJ S&P TSX Index,Closed,"15,284.61","15,212.75","15,180.33","15,172.24",,
London:,,
,
FTSE 100 Index,6857.05,6898.13,6898.08,6888.90,6915.20,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3433.30,3438.44,3465.80,3488.08,3490.53,,
Germany:,,
,
German Xetra Dax,"10,923.23","10,895.62","10,961.00","11,001.94","11,050.64",,
France:,,
,
CAC Index,4751.95,4753.99,4799.03,4833.28,4830.90,,
Switzerland:,,
,
Swiss Market Index,8712.69,8747.83,8800.71,8900.18,8892.17,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,995.89","52,833.48","52,536.24","52,835.55","53,035.26",,
JSE Africa Gold Index,1462.62,1400.50,1380.28,1390.15,1368.50,,
Italy:,,
,
FTSE Italia All Share Index,"22,522.41","22,624.63","23,016.96","23,157.60","23,214.02",,
Spain:,,
,
IBEX 35,"10,689.5","10,698.0","10,805.3","10,910.4","10,879.3",,
New Zealand:,,
,
NZ Top 50 Capital,5758.25,5750.21,5741.36,5726.23,5748.95,,
NZ Top 10 Capital,1215.29,1210.77,1204.27,1195.43,1199.06,,
Tokyo:,,
,
Nikkei 225 Index,"18,004.77","17,987.09","18,199.17","18,264.79","18,332.30",,
Nikkei high,"18,074.26","18,009.45","18,202.61","18,322.50","18,360.92",,
Nikkei low,"17,978.90","17,901.26","18,092.32","18,237.35","18,297.67",,
Nikkei 300 Index,296.43,296.80,300.92,303.17,304.15,,
Topix Index,1459.43,1462.07,1482.67,1494.93,1500.33,,
Hong Kong:,,
,
Hang Seng Index,"24,726.53","24,784.88","24,832.08",Closed,Closed,,
China:,,
,
Shanghai A Index,3376.28,3402.06,Closed,Closed,Closed,,
Korea:,,
,
Seoul KOSPI,1958.23,1961.45,Closed,Closed,Closed,,
Taiwan:,,
,
TAIEX Index,Closed,Closed,Closed,Closed,Closed,,
Singapore:,,
,
Straits Times Index,3427.16,3415.91,3435.66,Closed,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1808.89,1810.09,1807.87,Closed,Closed,,
Indonesia:,,
,
JSX Composite Index,5325.50,5337.50,5390.45,Closed,5400.10,,
India:,,
,
BSE Sensex Index,"29,135.88",Closed,"29,320.26","29,462.27","29,231.41",,
Thailand:,,
,
FTSE SET Index,1608.04,1587.75,1603.14,1599.96,1603.45,,
Philippines:,,
,
Manila PSE Index,7784.65,7793.40,7803.45,Closed,7825.39,,
World:,,
,
MSCI World,1752.91,1754.80,1759.04,1760.80,1768.09,,
Comm Research Index,Closed,229.37,227.84,226.82,225.32,,
Moody's Comm Index,Closed,5453.55,5399.41,5410.76,5410.76,,
LME Index,2745.3,2703.4,2727.0,2722.7,2692.8,,
,
Source: Thomson Reuters,
