Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-09-18T16:30:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,,
New York:,,
,
DJ Indust,"11,061.12","11,105.85","11,246.73","11,433.18","11,509.09",,
DJ Opening,"10,990.01","11,054.99","11,106.83","11,247.72","11,433.71",,
Day's High,"11,062.03","11,140.85","11,386.78","11,433.40","11,532.47",,
Day's low,"10,824.76","10,987.18","10,993.84","11,247.49","11,407.41",,
Nasdaq Comp,2495.09,2532.15,2572.55,2607.07,2622.31,,
S&P 500 Index,1162.27,1172.87,1188.68,1209.11,1216.01,,
Wilshire 5000,"12,174.07","12,303.15","12,478.64","12,681.56","12,741.83",,
NYSE volume ('000),"1,086,537","1,069,453","1,084,247","96,320","1,812,534",,
NYSE rises,1424,2310,2214,2285,1508,,
NYSE falls,1570,677,766,701,1457,,
Transport,4361.97,4510.95,4601.68,4664.84,4664.60,,
NYSE Comp,7047.12,7109.95,7199.12,7329.10,7348.18,,
AMEX Index,2189.54,2200.95,2219.3,2226.33,2237.86,,
Canada:,,
,
DJ S&P TSX Index,"12,148.83","12,205.48","12,293.38","12,424.84","12,263.71",,
London:,,
,
FTSE 100 Index,5129.62,5174.25,5227.02,5337.54,5368.41,,
Europe:,,
,
DJ Euro Stoxx 50 Index,1995.01,2036.64,2083.38,2155.62,2159.28,,
Germany:,,
,
German Xetra Dax,5072.33,5166.36,5340.19,5508.24,5573.51,,
France:,,
,
CAC Index,2854.81,2894.93,2949.14,3045.62,3031.08,,
Switzerland:,,
,
Swiss Market Index,5303.14,5359.14,5417.89,5433.48,5452.88,,
Johannesburg:,,
,
FTSE JSE All Share Index,"29,855.75","30,032.71","30,459.82","30,998.05","31,051.35",,
JSE Africa Gold Index,2828.51,2785.31,2829.43,2800.00,2860.88,,
Italy:,,
,
FTSE Italia All Share Index,"14,373.06","14,642.47","15,011.22","15,497.06","15,449.83",,
Spain:,,
,
IBEX 35,7640.7,7834.2,8045.7,8337.9,8388.4,,
New Zealand:,,
,
NZ Top 50 Capital,3263.81,3285.41,3264.11,3272.50,3292.68,,
NZ Top 10 Capital,847.62,855.93,848.70,850.66,855.47,,
Tokyo:,,
,
Nikkei 225 Index,8535.67,8616.55,8518.57,8668.86,8864.16,,
Nikkei high,8584.05,8635.88,8671.24,8695.95,8864.16,,
Nikkei low,8520.97,8549.06,8499.34,8634.02,8774.16,,
Nikkei 300 Index,150.06,151.50,150.10,152.17,155.26,,
Topix Index,741.26,749.82,741.69,751.76,768.13,,
Nikkei vol (mil),1694,1690,1776,n/a,1926,,
Hong Kong:,,
,
Hang Seng Index,"19,030.54",Closed,"19,045.44","19,181.50","19,455.31",,
China:,,
,
Shanghai A Index,Closed,2588.43,2602.62,2596.59,2600.05,,
Korea:,,
,
Seoul KOSPI,Closed,Closed,1749.16,1774.08,1840.10,,
Taiwan:,,
,
TAIEX Index,Closed,7391.37,7228.47,7385.68,7577.40,,
Singapore:,,
,
Straits Times Index,2743.58,2729.37,2739.35,2765.95,2789.04,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1446.26,1448.00,1437.61,1430.93,Closed,,
Indonesia:,,
,
JSX Composite Index,3896.12,3874.78,3799.04,3774.33,3835.18,,
India:,,
,
BSE Sensex Index,"16,501.74","16,467.44","16,709.60","16,876.54","16,933.83",,
Thailand:,,
,
FTSE SET Index,1040.83,1031.67,1022.96,1036.21,1033.34,,
Philippines:,,
,
Manila PSE Index,4296.05,4292.91,4258.86,4291.40,4290.17,,
World:,,
,
MSCI World,1122.68,1134.65,1145.07,1169.47,1176.03,,
Comm Research Index,334.27,335.95,334.32,332.80,329.75,,
Moody's Comm Index,6972.44,6905.17,6900.44,6867.90,6867.82,,
LME Index,3846.2,3841.2,3795.3,3840.5,3825.5,,
,
Source: Thomson Reuters,
