Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-10-25T13:30:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,,
New York:,,
,
DJ Indust,"16,399.67","16,614.81","16,461.32","16,677.90","16,805.41",,
DJ Opening,"16,373.15","16,406.03","16,615.26","16,468.07","16,677.04",,
Day's High,"16,401.63","16,620.78","16,653.89","16,767.52","16,811.71",,
Day's low,"16,260.54","16,405.77","16,459.85","16,468.07","16,649.72",,
Nasdaq Comp,4316.07,4419.48,4382.85,4452.79,4483.72,,
S&P 500 Index,1904.01,1941.28,1927.11,1950.82,1964.58,,
Wilshire 5000,"20,089.39","20,483.44","20,307.95","20,563.99","20,690.13",,
NYSE volume ('000),742077,814382,801412,818494,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8227.84,8486.36,8312.16,8486.36,8568.98,,
NYSE Comp,"10,327.34","10,500.78","10,405.81","10,519.28","10,582.62",,
AMEX Index,2536.45,2564.72,2484.63,2502.54,2508.01,,
Canada:,,
,
DJ S&P TSX Index,"14,337.77","14,547.71","14,312.07","14,486.83","14,543.82",,
London:,,
,
FTSE 100 Index,6267.07,6372.33,6399.73,6419.15,6388.73,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2927.30,2991.46,3008.53,3044.30,3030.37,,
Germany:,,
,
German Xetra Dax,8717.76,8886.96,8940.14,9047.31,8987.80,,
France:,,
,
CAC Index,3991.24,4081.24,4105.09,4157.68,4128.90,,
Switzerland:,,
,
Swiss Market Index,8283.31,8404.81,8506.14,8546.08,8532.09,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,599.25","48,530.47","48,202.91","48,104.66","47,879.45",,
JSE Africa Gold Index,1090.07,1104.98,1085.07,1051.04,1063.10,,
Italy:,,
,
FTSE Italia All Share Index,"19,611.88","20,137.48","20,353.68","20,531.39","20,597.87",,
Spain:,,
,
IBEX 35,9915.2,"10,152.1","10,249.9","10,333.7","10,339.3",,
New Zealand:,,
,
NZ Top 50 Capital,5197.89,5233.12,5279.70,5292.83,5333.83,,
NZ Top 10 Capital,1112.45,1123.11,1130.96,1133.72,1143.96,,
Tokyo:,,
,
Nikkei 225 Index,"15,111.23","14,804.28","15,195.77","15,138.96","15,291.64",,
Nikkei high,"15,111.23","15,115.29","15,195.78","15,232.51","15,377.05",,
Nikkei low,"14,819.69","14,761.84","15,001.43","15,059.64","15,232.00",,
Nikkei 300 Index,247.58,243.78,249.72,249.02,251.18,,
Topix Index,1224.34,1205.36,1236.41,1232.34,1242.32,,
Hong Kong:,,
,
Hang Seng Index,"23,070.26","23,088.58","23,403.97","23,333.18","23,302.20",,
China:,,
,
Shanghai A Index,2467.35,2449.50,2435.75,2410.47,2410.31,,
Korea:,,
,
Seoul KOSPI,1930.06,1915.28,1936.97,1931.65,1925.69,,
Taiwan:,,
,
TAIEX Index,8663.14,8654.64,8748.83,8731.07,8646.01,,
Singapore:,,
,
Straits Times Index,3181.05,3202.74,Closed,3236.50,3222.55,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1803.14,1796.22,Closed,1810.68,1818.86,,
Indonesia:,,
,
JSX Composite Index,5040.53,5029.34,5074.32,5103.52,5073.07,,
India:,,
,
BSE Sensex Index,"26,429.85","26,575.65","26,787.23","26,851.05",Closed,,
Thailand:,,
,
FTSE SET Index,1526.67,1526.14,1532.72,Closed,1539.91,,
Philippines:,,
,
Manila PSE Index,7057.53,7068.03,7154.22,7116.13,7103.55,,
World:,,
,
MSCI World,1626.05,1651.14,1647.26,1659.97,1667.88,,
Comm Research Index,271.78,273.66,271.00,273.09,270.87,,
Moody's Comm Index,5686.54,5687.12,5699.83,5696.80,5696.80,,
LME Index,3036.9,3071.1,3077.8,3082.5,3070.8,,
,
Source: Thomson Reuters,
