Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-11-22T13:45:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21,,
New York:,,
,
DJ Indust,"17,647.75","17,687.82","17,685.73","17,719.00","17,810.06",,
DJ Opening,"17,631.85","17,643.09","17,685.51","17,677.32","17,721.02",,
Day's High,"17,675.07","17,735.71","17,712.26","17,720.44","17,894.83",,
Day's low,"17,606.81","17,642.03","17,624.50","17,603.89","17,721.02",,
Nasdaq Comp,4671.00,4702.44,4675.71,4701.87,4712.97,,
S&P 500 Index,2041.32,2051.80,2048.72,2052.75,2063.50,,
Wilshire 5000,"21,461.91","21,572.59","21,526.38","21,592.83","21,696.14",,
NYSE volume ('000),692866,730250,736407,660811,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,9012.63,9041.77,9012.67,9053.67,9094.16,,
NYSE Comp,"10,883.25","10,941.70","10,927.48","10,937.97","11,025.74",,
AMEX Index,2598.74,2597.77,2599.91,2609.23,2621.62,,
Canada:,,
,
DJ S&P TSX Index,"14,882.50","14,972.97","14,980.15","15,075.18","15,111.13",,
London:,,
,
FTSE 100 Index,6671.97,6709.13,6696.60,6678.90,6750.76,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3084.79,3120.42,3123.12,3102.21,3194.22,,
Germany:,,
,
German Xetra Dax,9306.35,9456.53,9472.80,9483.97,9732.55,,
France:,,
,
CAC Index,4226.10,4262.38,4266.19,4234.21,4347.23,,
Switzerland:,,
,
Swiss Market Index,8927.05,8972.54,8983.52,8989.94,9080.55,,
Johannesburg:,,
,
FTSE JSE All Share Index,"50,511.52","50,372.05","50,150.48","49,272.05","50,855.09",,
JSE Africa Gold Index,1037.92,1102.93,1150.00,1110.05,1134.15,,
Italy:,,
,
FTSE Italia All Share Index,"20,267.91","20,427.68","20,469.17","20,305.06","21,038.22",,
Spain:,,
,
IBEX 35,"10,309.0","10,432.9","10,376.8","10,209.2","10,520.8",,
New Zealand:,,
,
NZ Top 50 Capital,5490.23,5505.03,5522.06,5526.95,5495.81,,
NZ Top 10 Capital,1180.54,1185.98,1187.24,1190.65,1181.53,,
Tokyo:,,
,
Nikkei 225 Index,"16,973.80","17,344.06","17,288.75","17,300.86","17,357.51",,
Nikkei high,"17,409.32","17,356.76","17,472.57","17,407.69","17,381.59",,
Nikkei low,"16,907.43","17,186.50","17,280.76","17,270.70","17,108.20",,
Nikkei 300 Index,276.61,282.36,282.61,282.90,283.32,,
Topix Index,1366.13,1394.88,1396.54,1397.64,1400.18,,
Hong Kong:,,
,
Hang Seng Index,"23,797.08","23,529.17","23,373.31","23,349.64","23,437.12",,
China:,,
,
Shanghai A Index,2590.63,2572.09,2566.40,2568.14,2603.94,,
Korea:,,
,
Seoul KOSPI,1943.63,1967.01,1966.87,1958.04,1964.84,,
Taiwan:,,
,
TAIEX Index,8884.39,8859.07,8963.24,9078.87,9091.53,,
Singapore:,,
,
Straits Times Index,3288.67,3313.73,3334.56,3315.60,3345.32,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1806.48,1818.38,1824.39,1822.29,1809.13,,
Indonesia:,,
,
JSX Composite Index,5053.94,5102.47,5127.93,5093.57,5112.05,,
India:,,
,
BSE Sensex Index,"28,177.88","28,163.29","28,032.85","28,067.56","28,334.63",,
Thailand:,,
,
FTSE SET Index,1569.07,1581.27,1577.55,1568.68,1579.20,,
Philippines:,,
,
Manila PSE Index,7229.72,7275.66,7269.49,7268.95,7276.18,,
World:,,
,
MSCI World,1714.97,1728.23,1724.73,1725.47,1737.24,,
Comm Research Index,268.07,266.48,267.06,268.80,269.76,,
Moody's Comm Index,5639.02,5600.85,5598.95,5628.47,5628.47,,
LME Index,3109.9,3080.7,3106.2,3114.7,3150.3,,
,
Source: Thomson Reuters,
