Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-02-24T20:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,,
New York:,,
,
DJ Indust,Closed,"14,035.67","13,927.54","13,880.62","14,000.57",,
DJ Opening,–,"13,981.76","14,035.67","13,927.54","13,880.62",,
Day's High,–,"14,044.82","14,058.27","13,927.54","14,001.19",,
Day's low,–,"13,977.90","13,919.28","13,834.40","13,880.62",,
Nasdaq Comp,–,3213.59,3164.41,3131.49,3161.82,,
S&P 500 Index,–,1530.94,1511.95,1502.42,1515.60,,
Wilshire 5000,–,16182.95,"15,966.15","15,854.42","15,997.33",,
NYSE volume ('000),–,"73,402","81,538","81,239","68,210",,
NYSE rises,–,2073,706,887,2229,,
NYSE falls,–,921,2298, 2083,732,,
Transport,–,6020.67,5921.47,5875.56,5943.89,,
NYSE Comp,–,9004.38,8883.62,8810.29,8894.63,,
AMEX Index,–,2396.69,2389.49, 2381.92,2394.30,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,810.21","12,714.05","12,639.97","12,701.63",,
London:,,
,
FTSE 100 Index,6318.19,6379.07,6395.37,6291.54,6335.70,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2616.65,2662.37,2640.35,2579.76,2630.05,,
Germany:,,
,
German Xetra Dax,7628.73,7752.45,7728.90,7583.57,7661.91,,
France:,,
,
CAC Index,3667.04,3735.82,3709.88,3624.80,3706.28,,
Switzerland:,,
,
Swiss Market Index,7497.23,7579.50,7626.01,7505.71,7554.38,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,512.76","40,732.52","40,428.28","39,670.09","39,657.82",,
JSE Africa Gold Index,2087.57,2068.78,2007.25,1935.19,1944.01,,
Italy:,,
,
FTSE Italia All Share Index,"17,383.97","17,642.84","17,499.32","16,974.79","17,199.51",,
Spain:,,
,
IBEX 35,8108.9,8225.3,8163.0,8014.5,8179.0,,
New Zealand:,,
,
NZ Top 50 Capital,4214.48,4244.21,4214.24,4170.43,4214.60,,
NZ Top 10 Capital,1002.43,1014.41,1002.23,988.63,1001.76,,
Tokyo:,,
,
Nikkei 225 Index,"11,407.87","11,372.34","11,468.28","11,309.13","11,385.94",,
Nikkei high,"11,445.46","11,412.86","11,510.52","11,442.11","11,390.65",,
Nikkei low,"11,308.83","11,336.45","11,440.10","11,301.77","11,175.67",,
Nikkei 300 Index,196.16,196.21,198.19,195.77,195.98,,
Topix Index,962.69,963.61,973.70,962.86,963.48,,
Nikkei,3127.62,2687.56,2822.82,2727.91,3034.11,,
Hong Kong:,,
,
Hang Seng Index,"23,381.94","23,143.91","23,307.41","22,906.67","22,782.44",,
China:,,
,
Shanghai A Index,2534.52,2494.53,2509.36,2434.64,2422.30,,
Korea:,,
,
Seoul KOSPI,1981.91,1985.83,2024.64,2015.22,2018.89,,
Taiwan:,,
,
TAIEX Index,7943.53,7960.88,8029.10,7957.46,7947.72,,
Singapore:,,
,
Straits Times Index,3288.14,3295.77,3308.89,3287.60,3288.13,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1620.93,1615.07,1613.33,1614.05,1622.08,,
Indonesia:,,
,
JSX Composite Index,4612.05,4602.06,4634.45,4632.40,4651.12,,
India:,,
,
BSE Sensex Index,"19,501.08","19,635.72","19,642.75","19,325.36","19,317.01",,
Thailand:,,
,
FTSE SET Index,1523.29,1532.07,1546.64,1528.74,1540.13,,
Philippines:,,
,
Manila PSE Index,6565.23,6620.72,6648.57,6667.41,6665.06,,
World:,,
,
MSCI World,1408.46,1419.82,1410.01,1392.11,1402.05,,
Comm Research Index,Closed,298.87,297.08,293.62,294.00,,
Moody's Comm Index,Closed,6327.68,6324.11,6259.88,n/a,,
LME Index,3546.9,3514.4,3482.1,3428.6,3405.9,,
,
Source: Thomson Reuters,
