Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-06-06T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 1,Jun 2,Jun 3,Jun 4,Jun 5,,
New York:,,
,
DJ Indust,"18,040.37","18,011.94","18,076.27","17,905.58","17,849.46",,
DJ Opening,"18,017.82","18,033.33","18,018.42","18,072.47","17,905.38",,
Day's High,"18,105.83","18,091.87","18,168.09","18,087.15","17,940.78",,
Day's low,"17,982.06","17,925.33","18,010.42","17,876.95","17,822.90",,
Nasdaq Comp,5082.93,5076.52,5099.23,5059.13,5068.46,,
S&P 500 Index,2111.73,2109.60,2114.07,2095.84,2092.83,,
Wilshire 5000,"22,300.34","22,292.72","22,357.42","22,161.75","22,167.66",,
NYSE volume ('000),682318,727863,684004,n/a,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8394.23,8407.44,8510.04,8436.90,8509.64,,
NYSE Comp,"11,061.68","11,080.89","11,107.93","11,000.39","10,979.33",,
AMEX Index,2410.82,2400.35,2398.15,2378.50,2350.58,,
Canada:,,
,
DJ S&P TSX Index,"15,074.13","15,104.74","15,154.68","15,019.39","14,957.16",,
London:,,
,
FTSE 100 Index,6953.58,6928.27,6950.46,6859.24,6804.60,,
Europe:,,
,
EURO STOXX 50 Index,3575.04,3561.89,3583.82,3556.38,3510.01,,
Germany:,,
,
German Xetra Dax,"11,436.05","11,328.80","11,419.62","11,340.60","11,197.15",,
France:,,
,
CAC Index,5025.30,5004.46,5034.17,4987.13,4920.74,,
Switzerland:,,
,
Swiss Market Index,9267.44,9204.09,9253.30,9233.65,9105.02,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,073.88","52,185.61","51,850.67","51,323.68","51,694.25",,
JSE Africa Gold Index,1103.83,1095.57,1076.17,1034.47,1042.10,,
Italy:,,
,
FTSE Italia All Share Index,"25,022.44","25,158.58","25,202.61","24,936.88","24,417.05",,
Spain:,,
,
IBEX 35,"11,238.1","11,271.4","11,267.6","11,146.1","11,062.0",,
New Zealand:,,
,
NZ Top 50 Capital,Closed,5863.74,5858.71,5865.44,5867.90,,
NZ Top 10 Capital,Closed,1219.25,1218.76,1221.05,1229.27,,
Tokyo:,,
,
Nikkei 225 Index,"20,569.87","20,543.19","20,473.51","20,488.19","20,460.90",,
Nikkei high,"20,595.41","20,619.61","20,506.35","20,552.46","20,480.25",,
Nikkei low,"20,410.27","20,470.26","20,397.73","20,438.21","20,363.18",,
Nikkei 300 Index,340.56,339.72,338.95,339.42,337.91,,
Topix Index,1678.56,1674.21,1669.99,1673.89,1667.06,,
Hong Kong:,,
,
Hang Seng Index,"27,597.16","27,466.72","27,657.47","27,551.89","27,260.16",,
China:,,
,
Shanghai A Index,5056.19,5141.62,5141.18,5180.26,5260.25,,
Korea:,,
,
Seoul KOSPI,2102.37,2078.64,2063.16,2072.86,2068.10,,
Taiwan:,,
,
TAIEX Index,9625.69,9614.26,9556.52,9348.63,9340.13,,
Singapore:,,
,
Straits Times Index,Closed,3340.75,3349.84,3345.00,3333.67,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1743.41,1741.37,1749.17,1741.48,1745.33,,
Indonesia:,,
,
JSX Composite Index,5213.82,Closed,5130.50,5095.82,5100.57,,
India:,,
,
BSE Sensex Index,"27,848.99","27,188.38","26,837.20","26,813.42","26,768.49",,
Thailand:,,
,
FTSE SET Index,Closed,1476.87,1482.07,1490.90,1507.37,,
Philippines:,,
,
Manila PSE Index,7670.37,7551.96,7561.67,7553.65,7526.70,,
World:,,
,
MSCI World,1778.29,1782.39,1789.91,1775.44,1760.43,,
Comm Research Index,224.05,226.40,224.15,222.23,223.10,,
Moody's Comm Index,5367.96,5387.04,5424.90,5431.40,5431.40,,
LME Index,2743.9,2742.7,2742.7,2708.9,2715.5,,
,
Source: Thomson Reuters,
