Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-06-28T13:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,,
New York:,,
,
DJ Indust,"16,937.26","16,818.13","16,867.51","16,846.13","16,851.84",,
DJ Opening,"16,946.50","16,934.62","16,817.68","16,866.81","16,846.90",,
Day's High,"16,954.27","16,969.70","16,883.54","16,872.52","16,862.73",,
Day's low,"16,896.09","16,805.23","16,799.41","16,746.09","16,773.84",,
Nasdaq Comp,4368.68,4350.36,4379.76,4379.05,4397.93,,
S&P 500 Index,1962.61,1949.98,1959.53,1957.22,1960.96,,
Wilshire 5000,"20,837.52","20,743.93","20,810.02","20,789.38","20,846.00",,
NYSE volume ('000),n/a,n/a,n/a,n/a,n/a,,
NYSE rises,1491,1130,2116,1602,n/a,,
NYSE falls,1520,1920,930,1429,n/a,,
Transport,8162.31,8093.08,8164.47,8149.97,8175.52,,
NYSE Comp,"11,014.09","10,921.99","10,962.87","10,949.45","10,974.43",,
AMEX Index,2799.02,2772.80,2767.09,2772.76,n/a,,
Canada:,,
,
DJ S&P TSX Index,"15,105.63","14,962.37","14,974.65","15,030.74","15,094.25",,
London:,,
,
FTSE 100 Index,6800.56,6787.07,6733.62,6735.12,6757.77,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3282.58,3284.81,3252.31,3233.19,3227.85,,
Germany:,,
,
German Xetra Dax,9920.92,9938.08,9867.75,9804.90,9815.17,,
France:,,
,
CAC Index,4515.57,4518.34,4460.60,4439.63,4436.99,,
Switzerland:,,
,
Swiss Market Index,8644.57,8673.27,8581.96,8541.28,8562.11,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,058.27","50,890.92","50,350.61","50,761.82","50,625.37",,
JSE Africa Gold Index,1476.44,1478.16,1436.81,1445.67,1452.76,,
Italy:,,
,
FTSE Italia All Share Index,"23,018.55","22,943.75","22,769.35","22,701.66","22,630.89",,
Spain:,,
,
IBEX 35,"11,118.3","11,105.9","10,966.7","10,989.0","10,959.9",,
New Zealand:,,
,
NZ Top 50 Capital,5126.16,5121.21,5104.54,5130.15,5144.25,,
NZ Top 10 Capital,1145.67,1145.83,1142.79,1148.29,1153.42,,
Tokyo:,,
,
Nikkei 225 Index,"15,369.28","15,376.24","15,266.61","15,308.49","15,095.00",,
Nikkei high,"15,442.67","15,424.57","15,347.88","15,345.12","15,293.82",,
Nikkei low,"15,335.88","15,252.27","15,265.71","15,278.22","15,027.31",,
Nikkei 300 Index,256.98,256.94,255.40,256.02,253.87,,
Topix Index,1267.48,1268.50,1260.83,1263.43,1253.15,,
Hong Kong:,,
,
Hang Seng Index,"22,804.81","22,880.64","22,866.70","23,197.83","23,221.52",,
China:,,
,
Shanghai A Index,2119.62,2129.72,2120.91,2134.67,2132.35,,
Korea:,,
,
Seoul KOSPI,1974.92,1994.35,1981.77,1995.05,1988.51,,
Taiwan:,,
,
TAIEX Index,9228.35,9246.20,9242.16,9320.94,9306.83,,
Singapore:,,
,
Straits Times Index,3257.40,3262.03,3261.54,3278.57,3271.05,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1883.96,1892.33,1889.55,1889.97,1880.93,,
Indonesia:,,
,
JSX Composite Index,4842.13,4862.24,4838.98,4872.42,4845.13,,
India:,,
,
BSE Sensex Index,"25,031.32","25,368.90","25,313.74","25,062.67","25,099.92",,
Thailand:,,
,
FTSE SET Index,1468.70,1460.92,1468.49,1477.48,1483.24,,
Philippines:,,
,
Manila PSE Index,6761.99,6793.07,6834.68,6892.18,6842.15,,
World:,,
,
MSCI World,1746.29,1737.83,1738.16,1737.27,1740.86,,
Comm Research Index,312.75,312.71,313.53,312.74,311.54,,
Moody's Comm Index,6346.60,6328.21,6332.67,6351.32,6351.32,,
LME Index,3162.0,3160.3,3174.1,3187.3,3180.5,,
,
Source: Thomson Reuters,
