Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-08-01T14:00:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,,
New York:,,
,
DJ Indust,"17,440.59","17,630.27","17,751.39","17,745.98","17,689.86",,
DJ Opening,"17,561.78","17,449.81","17,631.40","17,743.24","17,755.87",,
Day's High,"17,561.78","17,650.07","17,776.78","17,761.25","17,783.59",,
Day's low,"17,399.17","17,449.81","17,629.20","17,640.85","17,671.59",,
Nasdaq Comp,5039.78,5089.21,5111.73,5128.79,5128.28,,
S&P 500 Index,2067.64,2093.25,2108.57,2108.63,2103.84,,
Wilshire 5000,"21,761.67","22,027.65","22,192.39","22,205.86","22,180.08",,
NYSE volume ('000),891159,921691,930488,880035,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8059.64,8278.61,8420.87,8419.78,8391.96,,
NYSE Comp,"10,656.61","10,790.18","10,883.91","10,881.75","10,882.28",,
AMEX Index,2273.87,2311.63,2362.66,2399.14,2419.69,,
Canada:,,
,
DJ S&P TSX Index,"14,001.37","14,077.36","14,301.80","14,382.78","14,468.44",,
London:,,
,
FTSE 100 Index,6505.13,6555.28,6631.00,6668.87,6696.28,,
Europe:,,
,
EURO STOXX 50 Index,3513.10,3554.11,3575.53,3583.79,3600.69,,
Germany:,,
,
German Xetra Dax,"11,056.40","11,173.91","11,211.85","11,257.15","11,308.99",,
France:,,
,
CAC Index,4927.60,4977.32,5017.44,5046.42,5082.61,,
Switzerland:,,
,
Swiss Market Index,9194.48,9275.72,9387.97,9397.69,9428.17,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,301.55","50,758.42","51,598.54","51,774.41","52,053.27",,
JSE Africa Gold Index,864.78,809.07,806.94,808.44,796.93,,
Italy:,,
,
FTSE Italia All Share Index,"24,439.10","24,944.95","24,959.51","25,100.77","25,252.73",,
Spain:,,
,
IBEX 35,"11,145.4","11,252.4","11,282.9","11,168.6","11,180.7",,
New Zealand:,,
,
NZ Top 50 Capital,5872.06,5848.39,5870.77,5891.85,5920.96,,
NZ Top 10 Capital,1215.58,1211.24,1216.81,1220.50,1230.03,,
Tokyo:,,
,
Nikkei 225 Index,"20,350.10","20,328.89","20,302.91","20,522.83","20,585.24",,
Nikkei high,"20,486.93","20,423.58","20,425.69","20,583.57","20,585.24",,
Nikkei low,"20,278.73","20,070.62","20,205.21","20,443.89","20,466.80",,
Nikkei 300 Index,331.99,330.32,331.69,334.98,337.06,,
Topix Index,1637.90,1629.46,1633.94,1647.21,1659.52,,
Hong Kong:,,
,
Hang Seng Index,"24,351.96","24,503.94","24,619.45","24,497.98","24,636.28",,
China:,,
,
Shanghai A Index,3903.46,3836.99,3969.37,3882.03,3838.07,,
Korea:,,
,
Seoul KOSPI,2038.81,2039.10,2037.62,2019.03,2030.16,,
Taiwan:,,
,
TAIEX Index,8556.68,8582.49,8563.48,8651.49,8665.34,,
Singapore:,,
,
Straits Times Index,3313.42,3281.09,3284.00,3249.52,3202.50,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1709.76,1699.70,1698.99,1699.92,1723.14,,
Indonesia:,,
,
JSX Composite Index,4771.29,4714.76,4721.12,4712.49,4802.53,,
India:,,
,
BSE Sensex Index,"27,561.38","27,459.23","27,563.43","27,705.35","28,114.56",,
Thailand:,,
,
FTSE SET Index,1412.55,1408.07,1417.49,Closed,1440.12,,
Philippines:,,
,
Manila PSE Index,7547.44,7479.03,7482.83,7510.39,7550.00,,
World:,,
,
MSCI World,1733.58,1747.06,1760.69,1759.77,1765.60,,
Comm Research Index,203.21,204.92,206.02,205.25,203.10,,
Moody's Comm Index,Closed,5160.47,5163.29,5153.05,5153.05,,
LME Index,2431.9,2480.6,2488.2,2458.5,2438.9,,
,
Source: Thomson Reuters,
