Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2010-09-27T14:50:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,,
New York:,,
,
DJ Indust,"10,753.62","10,761.03","10,739.31","10,662.42","10,860.26",,
DJ Opening,"10,608.08","10,753.39","10,761.11","10,738.48","10,664.39",,
Day's High,"10,774.13","10,833.39","10,805.38","10,761.94","10,865.78",,
Day's low,"10,608.08","10,717.74","10,708.40","10,640.92","10,664.31",,
Nasdaq Comp,2355.83,2349.35,2334.55,2327.08,2381.22,,
S&P 500 Index,1142.71,1139.78,1134.28,1124.83,1148.67,,
Wilshire 5000,"11,932.06","11,891.60","11,826.47","11,729.17","11,991.77",,
NYSE volume ('000),"95,477","1,047,427","95,333","94,794","1,067,487",,
NYSE rises,2478,1063,1126,899,2510,,
NYSE falls,553,1900,1873,2103,540,,
Transport,4475.12,4511.27,4467.64,4382.93,4515.01,,
NYSE Comp,7266.02,7245.95,7210.85,7141.51,7301.04,,
AMEX Index,2007.36,2004.74,1997.78,1995.64,2030.08,,
Canada:,,
,
DJ S&P TSX Index,"12,234.51","12,170.57","12,147.26","12,101.79","12,204.86",,
London:,,
,
FTSE 100 Index,5602.54,5576.19,5551.91,5547.08,5598.48,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2802.67,2794.55,2752.77,2738.61,2792.75,,
Germany:,,
,
German Xetra Dax,6294.58,6275.98,6208.33,6184.71,6298.30,,
France:,,
,
CAC Index,3788.01,3784.40,3735.05,3710.61,3782.48,,
Switzerland:,,
,
Swiss Market Index,6461.98,6420.40,6344.88,6303.20,6360.77,,
Johannesburg:,,
,
FTSE JSE All Share Index,"28,710.93","28,724.74","28,722.72","28,714.77",Closed,,
JSE Africa Gold Index,2526.24,2504.50,2536.05,2556.98,–,,
Italy:,,
,
FTSE Italia All Share Index,"21,313.14","21,302.65","20,942.75","20,846.54","21,173.27",,
Spain:,,
,
IBEX 35,"10,743.1","10,762.5","10,555.2","10,501.5","10,727.6",,
New Zealand:,,
,
NZ Top 50 Capital,3216.94,3236.76,3236.36,3228.03,3211.16,,
NZ Top 10 Capital,838.57,843.92,842.38,839.59,833.47,,
Tokyo:,,
,
Nikkei 225 Index,Closed,9602.11,9566.32,Closed,9471.67,,
Nikkei high,–,9704.25,9625.41,–,9601.77,,
Nikkei low,–,9579.83,9546.82,–,9415.96,,
Nikkei 300 Index,–,173.09,172.41,–,170.93,,
Topix Index,–,849.94,846.52,–,838.41,,
Nikkei vol (mil),–,1537,1474,–,–,,
Hong Kong:,,
,
Hang Seng Index,"21,977.34","22,002.59","22,047.71",Closed,"22,119.43",,
China:,,
,
Shanghai A Index,2712.04,2714.96,Closed,Closed,Closed,,
Korea:,,
,
Seoul KOSPI,1832.63,Closed,Closed,Closed,1846.60,,
Taiwan:,,
,
TAIEX Index,8186.96,8196.40,Closed,8202.54,8166.62,,
Singapore:,,
,
Straits Times Index,3080.98,3095.39,3096.10,3083.13,3092.68,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1469.69,1475.99,1474.75,1458.08,1451.19,,
Indonesia:,,
,
JSX Composite Index,3370.98,3365.04,3343.34,3337.20,3397.63,,
India:,,
,
BSE Sensex Index,"19,906.10","20,001.55","19,941.72","19,861.01","20,045.18",,
Thailand:,,
,
FTSE SET Index,923.06,937.21,945.00,947.10,951.90,,
Philippines:,,
,
Manila PSE Index,4053.32,4087.96,4054.18,4067.43,4078.87,,
World:,,
,
MSCI World,1171.56,1169.47,1170.55,1163.33,1183.03,,
Comm Research Index,279.55,278.27,278.80,280.05,283.54,,
Moody's Comm Index,5566.39,5549.16,5522.05,5543.80,5568.19,,
LME Index,3544.3,3507.9,3583.3,3628.6,3655.0,,
,
Source: Thomson Reuters,
