Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-01-31T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,,
New York:,,
,
DJ Indust,"17,678.70","17,387.21","17,191.37","17,416.85","17,164.95",,
DJ Opening,"17,668.11","17,638.53","17,402.91","17,195.29","17,416.85",,
Day's High,"17,696.36","17,638.53","17,484.41","17,433.13","17,419.90",,
Day's low,"17,567.60","17,288.31","17,189.00","17,136.30","17,156.82",,
Nasdaq Comp,4771.76,4681.50,4637.99,4683.41,4635.24,,
S&P 500 Index,2057.09,2029.55,2002.16,2021.25,1994.99,,
Wilshire 5000,"21,685.83","21,435.56","21,135.57","21,329.59","21,060.44",,
NYSE volume ('000),795445,710326,855684,862297,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,9040.14,8928.83,8798.84,8851.29,8649.32,,
NYSE Comp,"10,847.15","10,781.83","10,603.86","10,691.63","10,537.22",,
AMEX Index,2472.84,2484.13,2441.52,2451.96,2432.05,,
Canada:,,
,
DJ S&P TSX Index,"14,797.83","14,833.88","14,602.88","14,637.28","14,673.48",,
London:,,
,
FTSE 100 Index,6852.40,6811.61,6825.94,6810.60,6749.40,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3414.28,3372.58,3358.96,3371.83,3351.44,,
Germany:,,
,
German Xetra Dax,"10,798.33","10,628.58","10,710.97","10,737.87","10,694.32",,
France:,,
,
CAC Index,4675.13,4624.21,4610.94,4631.43,4604.25,,
Switzerland:,,
,
Swiss Market Index,8296.45,8402.82,8311.55,8435.34,8385.13,,
Johannesburg:,,
,
FTSE JSE All Share Index,"50,337.98","50,711.09","51,200.57","50,945.56","51,266.81",,
JSE Africa Gold Index,1402.03,1485.91,1507.70,1478.23,1513.34,,
Italy:,,
,
FTSE Italia All Share Index,"21,995.66","21,892.00","21,731.61","21,838.35","21,771.41",,
Spain:,,
,
IBEX 35,"10,696.1","10,598.9","10,456.9","10,507.6","10,403.3",,
New Zealand:,,
,
NZ Top 50 Capital,5698.66,5737.74,5794.82,5759.81,5744.00,,
NZ Top 10 Capital,1202.63,1215.59,1232.02,1216.15,1209.27,,
Tokyo:,,
,
Nikkei 225 Index,"17,468.52","17,768.30","17,795.73","17,606.22","17,674.39",,
Nikkei high,"17,471.94","17,768.41","17,850.59","17,778.83","17,808.47",,
Nikkei low,"17,285.71","17,633.47","17,615.93","17,575.10","17,661.10",,
Nikkei 300 Index,284.18,289.05,289.58,286.02,286.11,,
Topix Index,1402.08,1426.38,1429.92,1413.58,1415.07,,
Hong Kong:,,
,
Hang Seng Index,"24,909.90","24,807.28","24,861.81","24,595.85","24,507.05",,
China:,,
,
Shanghai A Index,3545.41,3513.67,3464.06,3418.43,3363.87,,
Korea:,,
,
Seoul KOSPI,1935.68,1952.40,1961.58,1951.02,1949.26,,
Taiwan:,,
,
TAIEX Index,9477.67,9521.59,9510.92,9426.90,9361.91,,
Singapore:,,
,
Straits Times Index,3398.52,3412.20,3419.15,3419.05,3391.20,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1796.44,1803.17,1795.88,1782.18,1781.26,,
Indonesia:,,
,
JSX Composite Index,5260.02,5277.15,5268.85,5262.72,5289.40,,
India:,,
,
BSE Sensex Index,Closed,"29,571.04","29,559.18","29,681.77","29,182.95",,
Thailand:,,
,
FTSE SET Index,1588.31,1589.81,1592.81,1586.40,1581.25,,
Philippines:,,
,
Manila PSE Index,7586.67,7630.57,7661.18,7617.30,7689.91,,
World:,,
,
MSCI World,1712.56,1705.60,1689.20,1693.81,1677.537,,
Comm Research Index,216.58,218.45,215.52,213.17,219.38,,
Moody's Comm Index,5430.00,5427.01,5450.80,5450.80,5450.80,,
LME Index,2739.6,2686.0,2706.1,2666.6,2714.9,,
,
Source: Thomson Reuters,
