Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-05-20T16:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 14,May 15,May 16,May 17,May 18,,
New York:,,
,
DJ Indust,"12,695.35","12,632.00","12,598.55","12,442.49","12,369.38",,
DJ Opening,"12,818.49","12,695.05","12,617.32","12,598.32","12,443.02",,
Day's High,"12,818.86","12,758.43","12,722.63","12,611.42","12,492.97",,
Day's low,"12,661.48","12,608.16","12,597.34","12,440.52","12,336.76",,
Nasdaq Comp,2902.58,2893.76,2874.04,2813.69,2778.79,,
S&P 500 Index,1338.35,1330.66,1324.8,1304.86,1295.22,,
Wilshire 5000,"14,061.11","14,061.46","13,986.85","13,759.52","13,571.79",,
NYSE volume ('000),"80,145","86,722","87,080","94,301","1,158,753",,
NYSE rises,472,1054,975,415,727,,
NYSE falls,2557,1944,2014,2647,2297,,
Transport,5100.33,5106.99,5100.56,4938.18,4873.76,,
NYSE Comp,7705.45,7635.81,7592.82,7480.43,7427.74,,
AMEX Index,2294.17,2274.56,2244.83,2220.30,2209.54,,
Canada:,,
,
DJ S&P TSX Index,"11,488.53","11,343.05","11,326.08","11,330.68","11,280.64",,
London:,,
,
FTSE 100 Index,5465.52,5437.62,5405.25,5338.38,5267.62,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2201.95,2178.67,2175.34,2146.91,2144.69,,
Germany:,,
,
German Xetra Dax,6451.97,6401.06,6384.26,6308.96,6271.22,,
France:,,
,
CAC Index,3057.99,3039.27,3048.67,3011.99,3008.00,,
Switzerland:,,
,
Swiss Market Index,5875.66,5865.16,5872.73,Closed,5797.76,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,533.56","33,486.08","33,794.72","33,538.92","33,148.39",,
JSE Africa Gold Index,2280.19,2222.23,2222.71,2271.39,2370.86,,
Italy:,,
,
FTSE Italia All Share Index,"14,699.22","14,347.27","14,292.39","14,096.44","14,044.81",,
Spain:,,
,
IBEX 35,6809.4,6700.7,6611.5,6537.9,6566.7,,
New Zealand:,,
,
NZ Top 50 Capital,3555.36,3534.92,3514.51,3521.51,3501.44,,
NZ Top 10 Capital,903.67,896.94,893.84,899.27,894.48,,
Tokyo:,,
,
Nikkei 225 Index,8973.84,8900.74,8801.17,8876.59,8611.31,,
Nikkei high,9031.09,8930.78,8883.73,8885.08,8735.54,,
Nikkei low,8947.82,8838.78,8756.07,8765.71,8588.16,,
Nikkei 300 Index,153.07,151.35,149.62,151.20,146.87,,
Topix Index,756.68,747.40,738.88,747.16,725.54,,
Nikkei vol (mil),1660,2059,1982,n/a,2054,,
Hong Kong:,,
,
Hang Seng Index,"19,735.04","19,894.31","19,259.83","19,200.93","18,951.85",,
China:,,
,
Shanghai A Index,2493.40,2487.28,2457.33,2491.54,2455.62,,
Korea:,,
,
Seoul KOSPI,1913.73,1898.96,1840.53,1845.24,1782.46,,
Taiwan:,,
,
TAIEX Index,7377.18,7395.64,7234.57,7356.77,7151.19,,
Singapore:,,
,
Straits Times Index,2864.12,2876.70,2831.15,2822.61,2779.10,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1575.08,1561.07,1536.04,1544.21,1532.46,,
Indonesia:,,
,
JSX Composite Index,4053.07,4045.64,3980.50,Closed,Closed,,
India:,,
,
BSE Sensex Index,"16,215.84","16,328.25","16,030.09","16,070.48","16,152.75",,
Thailand:,,
,
FTSE SET Index,1165.51,1184.55,1171.23,1173.56,1154.44,,
Philippines:,,
,
Manila PSE Index,5083.62,4977.45,4864.23,5017.02,4879.42,,
World:,,
,
MSCI World,1224.34,1213.99,1204.64,1191.49,1178.43,,
Comm Research Index,288.71,289.41,289.62,289.81,290.70,,
Moody's Comm Index,6006.63,5975.97,6002.11,6008.17,6007.42,,
LME Index,3358.0,3338.9,3308.3,3311.3,3316.2,,
,
Source: Thomson Reuters,
