Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-05-08T16:30:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 2,May 3,May 4,May 5,May 6,,
New York:,,
,
DJ Indust,"12,807.36","12,807.51","12,723.58","12,584.17","12,638.74",,
DJ Opening,"12,810.16","12,806.38","12,806.29","12,723.65","12,580.76",,
Day's High,"12,876.00","12,840.66","12,806.68","12,724.56","12,759.23",,
Day's low,"12,784.62","12,749.99","12,673.02","12,521.28","12,579.93",,
Nasdaq Comp,2864.08,2841.62,2828.23,2814.72,2827.56,,
S&P 500 Index,1361.22,1356.62,1347.32,1335.10,1340.20,,
Wilshire 5000,"14,391.04","14,316.84","14,209.97","14,096.82","14,152.55",,
NYSE volume ('000),"93,367","1,000,260","1,096,032","1,121,109","1,025,034",,
NYSE rises,1242,1042,940,1133,1990,,
NYSE falls,1747,1949,2059,1859,997,,
Transport,5507.77,5478.04,5392.71,5454.12,5471.78,,
NYSE Comp,8649.61,8584.68,8506.61,8397.40,8425.90,,
AMEX Index,2454.96,2422.25,2403.24,2363.18,2368.81,,
Canada:,,
,
DJ S&P TSX Index,"13,934.51","13,692.37","13,611.32","13,455.38","13,566.60",,
London:,,
,
FTSE 100 Index,Closed,6082.88,5984.07,5919.98,5976.77,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3008.89,3000.39,2952.02,2926.54,2952.90,,
Germany:,,
,
German Xetra Dax,7527.64,7500.70,7373.93,7376.96,7492.25,,
France:,,
,
CAC Index,4108.77,4096.84,4043.13,4004.87,4058.01,,
Switzerland:,,
,
Swiss Market Index,6544.67,6510.61,6470.35,6450.03,6526.51,,
Johannesburg:,,
,
FTSE JSE All Share Index,Closed,"32,325.83","31,856.64","31,582.14","31,878.83",,
JSE Africa Gold Index,–,2676.52,2606.15,2581.50,2584.76,,
Italy:,,
,
FTSE Italia All Share Index,"23,111.09","23,025.34","22,639.11","22,465.52","22,677.86",,
Spain:,,
,
IBEX 35,"10,877.3","10,825.6","10,712.6","10,627.3","10,610.5",,
New Zealand:,,
,
NZ Top 50 Capital,3497.86,3495.11,3495.19,3498.99,3506.35,,
NZ Top 10 Capital,900.40,900.93,903.86,907.15,909.39,,
Tokyo:,,
,
Nikkei 225 Index,"10,004.20",Closed,Closed,Closed,9859.20,,
Nikkei high,"10,017.47",–,–,–,9876.10,,
Nikkei low,9936.27,–,–,–,9782.66,,
Nikkei 300 Index,175.88,–,–,–,173.79,,
Topix Index,865.55,–,–,–,856.50,,
Nikkei vol (mil),1834,–,–,–,1911,,
Hong Kong:,,
,
Hang Seng Index,Closed,"23,633.25","23,315.24","23,261.61","23,159.14",,
China:,,
,
Shanghai A Index,Closed,3070.72,3001.39,3008.12,2999.17,,
Korea:,,
,
Seoul KOSPI,2228.96,2200.73,2180.64,Closed,2147.45,,
Taiwan:,,
,
TAIEX Index,Closed,8946.08,8947.35,9018.61,8977.23,,
Singapore:,,
,
Straits Times Index,Closed,3153.57,3113.76,3109.85,3099.52,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,Closed,1531.47,1528.43,1521.18,1515.50,,
Indonesia:,,
,
JSX Composite Index,3849.30,3813.87,3814.93,3816.27,3798.55,,
India:,,
,
BSE Sensex Index,"18,998.02","18,534.69","18,469.36","18,210.58","18,518.81",,
Thailand:,,
,
FTSE SET Index,Closed,1070.43,1073.87,Closed,1050.85,,
Philippines:,,
,
Manila PSE Index,4326.76,4319.37,4298.21,4248.68,4219.07,,
World:,,
,
MSCI World,1391.86,1382.99,1371.36,1355.45,1359.27,,
Comm Research Index,368.34,365.22,358.80,341.23,337.51,,
Moody's Comm Index,7440.34,7406.33,7385.01,7296.49,7085.01,,
LME Index,Closed,4305.2,4191.0,4023.7,4025.5,,
,
Source: Thomson Reuters,
