Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-03-15T13:30:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,,
New York:,,
,
DJ Indust,"16,418.68","16,351.25","16,340.08","16,108.89","16,065.67",,
DJ Opening,"16,453.10","16,419.39","16,350.67","16,341.55","16,106.32",,
Day's High,"16,453.10","16,460.33","16,364.74","16,405.07","16,165.05",,
Day's low,"16,334.20","16,325.17","16,260.03","16,084.10","16,046.99",,
Nasdaq Comp,4334.45,4307.19,4323.33,4260.42,4245.40,,
S&P 500 Index,1877.17,1867.63,1868.20,1846.34,1841.13,,
Wilshire 5000,"20,133.07","20,015.91","20,034.81","19,797.02","19,770.78",,
NYSE volume ('000),"62,732,000","63,967,300","65,682,700","69,206,400","63,978,900",,
NYSE rises,1300,979,1759,972,1715,,
NYSE falls,1693,2024,1275,2066,1256,,
Transport,7580.25,7560.07,7585.98,7480.76,7475.79,,
NYSE Comp,"10,486.15","10,425.64","10,418.99","10,297.74","10,285.08",,
AMEX Index,2564.25,2542.84,2513.54,2504.99,2521.59,,
Canada:,,
,
DJ S&P TSX Index,"14,302.06","14,267.23","14,319.00","14,245.14","14,227.66",,
London:,,
,
FTSE 100 Index,6689.45,6685.52,6620.90,6553.78,6527.89,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3092.79,3092.55,3065.46,3019.54,3004.64,,
Germany:,,
,
German Xetra Dax,9265.50,9307.79,9188.69,9017.79,9056.41,,
France:,,
,
CAC Index,4370.84,4349.72,4306.26,4250.51,4216.37,,
Switzerland:,,
,
Swiss Market Index,8367.55,8359.51,8310.36,8205.90,8114.02,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,322.46","47,612.81","47,188.84","46,825.52","46,412.40",,
JSE Africa Gold Index,1558.53,1573.43,1594.72,1605.85,1653.13,,
Italy:,,
,
FTSE Italia All Share Index,"22,131.48","22,221.92","22,153.50","21,963.75","21,715.00",,
Spain:,,
,
IBEX 35,"10,194.6","10,163.3","10,070.4",9950.3,9812.0,,
New Zealand:,,
,
NZ Top 50 Capital,5117.84,5101.94,5096.53,5111.98,5079.32,,
NZ Top 10 Capital,1200.09,1194.14,1191.22,1194.65,1183.62,,
Tokyo:,,
,
Nikkei 225 Index,"15,120.14","15,224.11","14,830.39","14,815.98","14,327.66",,
Nikkei high,"15,266.12","15,256.03","15,020.14","14,919.84","14,539.60",,
Nikkei low,"15,088.11","15,124.36","14,828.18","14,790.48","14,280.75",,
Nikkei 300 Index,249.85,251.10,245.46,244.74,236.79,,
Topix Index,1227.61,1233.21,1206.94,1203.46,1164.70,,
Hong Kong:,,
,
Hang Seng Index,"22,264.93","22,269.61","21,901.95","21,756.08","21,539.49",,
China:,,
,
Shanghai A Index,2092.75,2094.91,2091.31,2113.71,2098.23,,
Korea:,,
,
Seoul KOSPI,1954.42,1963.87,1932.54,1934.38,1919.90,,
Taiwan:,,
,
TAIEX Index,8665.24,8702.33,8684.73,8747.79,8687.63,,
Singapore:,,
,
Straits Times Index,3126.63,3129.40,3097.43,3081.39,3073.72,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1822.06,1828.55,1818.60,1818.86,1805.12,,
Indonesia:,,
,
JSX Composite Index,4677.25,4704.21,4684.39,4726.17,4878.64,,
India:,,
,
BSE Sensex Index,"21,934.83","21,826.42","21,856.22","21,774.61","21,809.80",,
Thailand:,,
,
FTSE SET Index,1349.05,1364.28,1356.42,1370.50,1372.18,,
Philippines:,,
,
Manila PSE Index,6487.23,6529.58,6462.47,6429.79,6391.24,,
World:,,
,
MSCI World,1676.53,1672.19,1665.55,1651.68,1641.13,,
Comm Research Index,306.68,305.61,303.67,303.32,303.56,,
Moody's Comm Index,6216.02,6256.79,6286.86,6236.99,6236.99,,
LME Index,2994.8,2939.0,2949.2,2925.2,2938.2,,
,
Source: Thomson Reuters,
