Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-02-27T16:30:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,,
New York:,,
,
DJ Indust,Closed,"12,212.79","12,105.78","12,068.50","12,130.45",,
DJ Opening,-,"12,389.74","12,211.81","12,104.56","12,060.93",,
Day's High,-,"12,389.82","12,221.12","12,129.62","12,151.03",,
Day's low,-,"12,176.31","12,063.43","11,983.17","12,060.93",,
Nasdaq Comp,-,2756.42,2722.99,2737.90,2781.05,,
S&P 500 Index,-,1315.44,1307.40,1306.10,1319.88,,
Wilshire 5000,-,"13,880.45","13,770.04","13,768.10","13,938.45",,
NYSE volume ('000),-,"1,319,175","1,326,279","1,220,725","95,299",,
NYSE rises,-,351,1062,1585,2442,,
NYSE falls,-,2715,1959,1381,569,,
Transport,-,5093.23,4986.21,5008.45,5060.37,,
NYSE Comp,-,8325.86,8292.92,8276.29,8378.04,,
AMEX Index,-,2325.26,2337.82,2319.17,2358.78,,
Canada:,,
,
DJ S&P TSX Index,Closed,"13,963.68","13,956.19","13,867.31","14,052.13",,
London:,,
,
FTSE 100 Index,6014.80,5996.76,5923.53,5919.98,6001.20,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3012.34,2983.33,2954.92,2949.13,2985.02,,
Germany:,,
,
German Xetra Dax,7321.81,7318.35,7194.60,7130.50,7185.17,,
France:,,
,
CAC Index,4097.41,4050.27,4013.12,4009.64,4070.38,,
Switzerland:,,
,
Swiss Market Index,6683.87,6622.49,6622.77,6515.97,6537.20,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,806.67","32,444.20","31,932.07","31,706.47","31,965.59",,
JSE Africa Gold Index,2860.19,2813.30,2808.50,2777.04,2737.31,,
Italy:,,
,
FTSE Italia All Share Index,"22,817.68","22,595.55","22,525.41","22,530.12","22,935.06",,
Spain:,,
,
IBEX 35,"10,810.5","10,701.9","10,633.4","10,647.6","10,822.7",,
New Zealand:,,
,
NZ Top 50 Capital,3381.93,3358.71,3372.07,3368.35,3363.91,,
NZ Top 10 Capital,882.69,879.19,883.03,881.57,879.92,,
Tokyo:,,
,
Nikkei 225 Index,"10,857.53","10,664.70","10,579.10","10,452.71","10,526.76",,
Nikkei high,"10,859.39","10,761.22","10,666.72",10542.7,"10,532.21",,
Nikkei low,"10,789.41","10,639.78","10,569.93",10428.38,"10,454.46",,
Nikkei 300 Index,198.35,194.64,192.53,190.22,191.74,,
Topix Index,974.63,956.70,946.88,934.22,941.93,,
Nikkei vol (mil),2086,2519,2546,2578,2143,,
Hong Kong:,,
,
Hang Seng Index,"23,485.42","22,990.81","22,906.90","22,601.04","23,012.37",,
China:,,
,
Shanghai A Index,3070.36,2989.92,2997.31,3014.07,3014.01,,
Korea:,,
,
Seoul KOSPI,2005.30,1969.92,1961.63,1949.88,1963.43,,
Taiwan:,,
,
TAIEX Index,8839.22,8673.67,8528.94,8541.64,8599.65,,
Singapore:,,
,
Straits Times Index,3070.60,3019.12,3001.85,2973.08,3025.16,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1525.85,1513.63,1511.11,1489.87,1489.27,,
Indonesia:,,
,
JSX Composite Index,3497.64,3451.10,3474.12,3439.13,3443.53,,
India:,,
,
BSE Sensex Index,"18,438.31","18,296.16","18,178.33","17,632.41","17,700.91",,
Thailand:,,
,
FTSE SET Index,995.67,987.21,990.91,977.22,985.91,,
Philippines:,,
,
Manila PSE Index,3837.44,3784.07,3757.04,3730.84,3737.04,,
World:,,
,
MSCI World,1358.10,1338.12,1329.90,1327.06,1341.3,,
Comm Research Index,Closed,344.46,347.91,345.95,351.39,,
Moody's Comm Index,Closed,7082.21,7082.21,6965.45,6908.22,,
LME Index,4428.5,4319.3,4280.5,4280.9,4370.1,,
,
Source: Thomson Reuters,
