Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-05-30T13:15:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 25,May 26,May 27,May 28,May 29,,
New York:,,
,
DJ Indust,Closed,"18,041.54","18,162.99","18,126.12","18,010.68",,
DJ Opening,–,"18,229.75","18,045.08","18,154.14","18,128.12",,
Day's High,–,"18,229.75","18,190.35","18,154.14","18,128.12",,
Day's low,–,"17,990.02","18,045.08","18,066.40","17,967.74",,
Nasdaq Comp,–,5032.75,5106.59,5097.98,5070.03,,
S&P 500 Index,–,2104.20,2123.48,2120.79,2107.39,,
Wilshire 5000,–,"22,224.39","22,336.40","22,391.29","22,259.70",,
NYSE volume ('000),–,811235,n/a,689687,n/a,,
NYSE rises,–,n/a,n/a,n/a,n/a,,
NYSE falls,–,n/a,n/a,n/a,n/a,,
Transport,–,8350.50,8444.32,8367.42,8299.75,,
NYSE Comp,–,"11,065.32","11,143.35","11,132.74","11,056.30",,
AMEX Index,–,2426.95,2444.50,2450.99,2429.47,,
Canada:,,
,
DJ S&P TSX Index,"15,187.40","15,050.81","15,110.47","15,107.00","15,014.09",,
London:,,
,
FTSE 100 Index,Closed,6948.99,7033.33,7040.92,6984.43,,
Europe:,,
,
EURO STOXX 50 Index,3655.41,3619.30,3682.87,3650.71,3570.78,,
Germany:,,
,
German Xetra Dax,Closed,"11,625.13","11,771.13","11,677.57","11,413.82",,
France:,,
,
CAC Index,5117.17,5083.54,5182.53,5137.83,5007.89,,
Switzerland:,,
,
Swiss Market Index,Closed,9272.68,9396.24,9394.25,9237.79,,
Johannesburg:,,
,
FTSE JSE All Share Index,"53,985.66","52,963.39","52,933.34","52,810.36","52,270.86",,
JSE Africa Gold Index,1106.61,1084.22,1072.03,1075.04,1110.61,,
Italy:,,
,
FTSE Italia All Share Index,"24,905.11","24,881.63","25,421.36","25,318.46","25,071.51",,
Spain:,,
,
IBEX 35,"11,322.3","11,240.3","11,431.1","11,382.8","11,217.6",,
New Zealand:,,
,
NZ Top 50 Capital,5794.98,5795.86,5757.94,5777.64,5844.95,,
NZ Top 10 Capital,1205.63,1204.80,1193.82,1201.93,1219.26,,
Tokyo:,,
,
Nikkei 225 Index,"20,413.77","20,437.48","20,472.58","20,551.46","20,563.15",,
Nikkei high,"20,417.77","20,473.85","20,513.22","20,655.33","20,636.41",,
Nikkei low,"20,318.54","20,378.77","20,363.21","20,473.27","20,508.40",,
Nikkei 300 Index,336.89,337.06,337.17,339.50,339.81,,
Topix Index,1659.15,1659.57,1661.33,1672.76,1673.65,,
Hong Kong:,,
,
Hang Seng Index,Closed,"28,249.86","28,081.21","27,454.31","27,424.19",,
China:,,
,
Shanghai A Index,5041.44,5143.05,5175.50,4838.53,4829.13,,
Korea:,,
,
Seoul KOSPI,Closed,2143.50,2107.50,2110.89,2114.80,,
Taiwan:,,
,
TAIEX Index,9645.17,9669.41,9693.54,9712.84,9701.07,,
Singapore:,,
,
Straits Times Index,3460.85,3459.98,3424.94,3417.77,3392.11,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1767.38,1764.07,1755.05,1755.56,1747.52,,
Indonesia:,,
,
JSX Composite Index,5288.36,5320.90,5253.39,5237.40,5216.38,,
India:,,
,
BSE Sensex Index,"27,643.88","27,531.41","27,564.66","27,506.71","27,828.44",,
Thailand:,,
,
FTSE SET Index,1508.16,1497.98,1500.84,1493.61,1496.05,,
Philippines:,,
,
Manila PSE Index,7761.53,7728.50,7598.70,7505.03,7580.46,,
World:,,
,
MSCI World,1803.82,1781.14,1793.60,1791.35,1779.31,,
Comm Research Index,Closed,222.29,220.75,221.48,223.75,,
Moody's Comm Index,Closed,5393.72,5353.70,5394.65,5394.65,,
LME Index,Closed,2760.6,2755.2,2778.5,2735.5,,
,
Source: Thomson Reuters,
