Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-12-09T16:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,,
New York:,,
,
DJ Indust,"12,965.60","12,951.78","13,034.49","13,074.04","13,155.13",,
DJ Opening,"13,027.73","12,966.45","12,948.96","13,026.19","13,072.87",,
Day's High,"13,087.32","13,022.51","13,089.11","13,076.88","13,157.28",,
Day's low,"12,959.42","12,940.07","12,923.44","13,007.84","13,072.87",,
Nasdaq Comp,3002.20,2996.69,2973.70,2989.27,2978.04,,
S&P 500 Index,1416.8,1409.46,1407.05,1409.28,1413.94,,
Wilshire 5000,"14,781.65","14,757.59","14,773.20","14,816.22","14,857.44",,
NYSE volume ('000),"65,538","67,370","75,732","61,602","60,471",,
NYSE rises,1177,1431,1551,1571,1626,,
NYSE falls,1788,1520,1417,1412,1343,,
Transport,5061.42,5074.34,5120.31,5115.57,5128.06,,
NYSE Comp,8223.54,8223.87,8264.80,8280.93,8314.29,,
AMEX Index,2405.60,2412.18,2397.32,2401.15,2398.42,,
Canada:,,
,
DJ S&P TSX Index,"12,169.74","12,137.18","12,157.29","12,151.13","12,159.59",,
London:,,
,
FTSE 100 Index,5871.24,5869.04,5892.08,5901.42,5914.40,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2582.36,2590.83,2592.09,2603.41,2601.37,,
Germany:,,
,
German Xetra Dax,7435.21,7435.12,7454.55,7534.54,7517.80,,
France:,,
,
CAC Index,3566.59,3580.48,3590.50,3601.65,3605.61,,
Switzerland:,,
,
Swiss Market Index,6838.70,6853.15,6852.04,6912.02,6925.25,,
Johannesburg:,,
,
FTSE JSE All Share Index,"38,049.74","37,991.31","38,189.82","38,287.54","38,195.89",,
JSE Africa Gold Index,2300.48,2265.26,2253.82,2206.10,2196.01,,
Italy:,,
,
FTSE Italia All Share Index,"16,751.41","16,908.14","16,812.69","16,702.67","16,571.80",,
Spain:,,
,
IBEX 35,7889.2,7902.4,7883.2,7910.8,7848.5,,
New Zealand:,,
,
NZ Top 50 Capital,4049.09,4015.69,4007.25,4023.36,4041.53,,
NZ Top 10 Capital,965.59,955.27,953.89,959.03,966.70,,
Tokyo:,,
,
Nikkei 225 Index,9458.18,9432.46,9468.84,9545.16,9527.39,,
Nikkei high,9525.82,9457.19,9515.86,9565.43,9572.75,,
Nikkei low,9453.48,9406.03,9376.97,9503.31,9522.13,,
Nikkei 300 Index,158.43,158.25,158.27,159.56,159.94,,
Topix Index,781.73,781.97,781.86,788.74,790.24,,
Nikkei vol (mil),1868.29,1738.84,1836.00,2011.37,2092.30,,
Hong Kong:,,
,
Hang Seng Index,"21,767.85","21,799.97","22,270.91","22,249.81","22,191.17",,
China:,,
,
Shanghai A Index,2051.96,2068.08,2127.57,2124.78,2158.91,,
Korea:,,
,
Seoul KOSPI,1940.02,1935.18,1947.04,1949.62,1957.45,,
Taiwan:,,
,
TAIEX Index,7599.91,7600.98,7649.05,7623.26,7642.26,,
Singapore:,,
,
Straits Times Index,3065.74,3062.12,3075.92,3078.20,3107.11,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1607.35,1607.61,1613.79,1616.23,1617.77,,
Indonesia:,,
,
JSX Composite Index,4302.44,4269.65,4286.84,4292.61,4290.80,,
India:,,
,
BSE Sensex Index,"19,305.32","19,348.12","19,391.86","19,486.80","19,424.10",,
Thailand:,,
,
FTSE SET Index,1332.92,1330.06,Closed,1339.88,1334.95,,
Philippines:,,
,
Manila PSE Index,5672.70,5706.28,5687.72,5763.64,5794.20,,
World:,,
,
MSCI World,1314.30,1314.02,1315.40,1319.13,1320.7,,
Comm Research Index,300.70,297.67,298.38,296.35,295.13,,
Moody's Comm Index,6448.40,6433.52,6426.31,6427.48,6439.73,,
LME Index,3471.5,3471.8,3486.9,3456.7,3456.7,,
,
Source: Thomson Reuters,
