Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-01-18T14:15:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 13,Jan 14,Jan 15,Jan 16,Jan 17,,
New York:,,
,
DJ Indust,"16,257.94","16,373.86","16,481.94","16,417.01","16,458.56",,
DJ Opening,"16,434.03","16,261.99","16,378.03","16,477.70","16,408.02",,
Day's High,"16,453.13","16,373.92","16,505.28","16,477.70","16,495.26",,
Day's low,"16,240.60","16,260.83","16,376.78","16,375.56","16,378.80",,
Nasdaq Comp,4113.30,4183.02,4214.88,4218.69,4197.58,,
S&P 500 Index,1819.20,1838.88,1848.38,1845.89,1838.70,,
Wilshire 5000,"19,424.36","19,643.79","19,743.78","19,731.11","19,658.71",,
NYSE volume ('000),"73,292,900","64,835,100","71,604,900","65,272,100","89,205,400",,
NYSE rises,862,2130,1946,1744,1224,,
NYSE falls,2155,882,1035,1248,1789,,
Transport,7361.84,7456.26,7503.83,7456.54,7427.46,,
NYSE Comp,"10,256.15","10,343.09","10,385.39","10,376.23","10,343.47",,
AMEX Index,2340.43,2354.91,2363.91,2378.16,2374.26,,
Canada:,,
,
DJ S&P TSX Index,"13,681.48","13,692.38","13,772.58","13,831.58","13,888.21",,
London:,,
,
FTSE 100 Index,6757.15,6766.86,6819.86,6815.42,6829.30,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3111.94,3119.53,3168.76,3150.20,3154.10,,
Germany:,,
,
German Xetra Dax,9510.17,9540.51,9733.81,9717.71,9742.96,,
France:,,
,
CAC Index,4263.27,4274.20,4332.07,4319.27,4327.50,,
Switzerland:,,
,
Swiss Market Index,8412.89,8384.65,8423.42,8450.67,8478.89,,
Johannesburg:,,
,
FTSE JSE All Share Index,"46,030.25","45,982.07","46,442.45","46,728.46","46,675.88",,
JSE Africa Gold Index,1066.55,1116.95,1107.19,1131.83,1171.68,,
Italy:,,
,
FTSE Italia All Share Index,"20,952.12","20,978.09","21,290.34","21,123.29","21,227.39",,
Spain:,,
,
IBEX 35,"10,365.5","10,382.0","10,525.0","10,455.5","10,465.7",,
New Zealand:,,
,
NZ Top 50 Capital,4899.40,4865.16,4913.03,4921.29,4893.95,,
NZ Top 10 Capital,1137.47,1126.82,1139.74,1145.94,1136.73,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"15,422.40","15,808.73","15,747.20","15,734.46",,
Nikkei high,Closed,"15,661.71","15,808.73","15,941.08","15,783.37",,
Nikkei low,Closed,"15,383.69","15,636.57","15,710.14","15,621.80",,
Nikkei 300 Index,Closed,257.86,262.94,262.96,263.16,,
Topix Index,Closed,1269.08,1294.52,1294.39,1297.39,,
Hong Kong:,,
,
Hang Seng Index,"22,888.76","22,791.28","22,902.00","22,986.41","23,133.35",,
China:,,
,
Shanghai A Index,2103.07,2121.13,2117.43,2117.79,2098.12,,
Korea:,,
,
Seoul KOSPI,1948.92,1946.07,1953.28,1957.32,1944.48,,
Taiwan:,,
,
TAIEX Index,8566.20,8548.14,8602.55,8612.11,8596.00,,
Singapore:,,
,
Straits Times Index,3135.49,3123.75,3143.25,3140.44,3147.33,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1834.97,Closed,1824.03,1813.01,Closed,,
Indonesia:,,
,
JSX Composite Index,4390.77,Closed,4441.59,4412.49,4412.23,,
India:,,
,
BSE Sensex Index,"21,134.21","21,032.88","21,289.49","21,265.18","21,063.62",,
Thailand:,,
,
FTSE SET Index,1283.56,1295.87,1277.03,1301.48,1295.41,,
Philippines:,,
,
Manila PSE Index,5940.67,5935.56,5958.12,5982.24,5987.09,,
World:,,
,
MSCI World,1645.41,1651.73,1660.00,1659.34,1657.32,,
Comm Research Index,276.69,277.37,278.44,279.02,279.01,,
Moody's Comm Index,5698.07,5724.37,5764.24,5735.96,5779.48,,
LME Index,3149.6,3135.1,3168.7,3163.8,3181.3,,
,
Source: Thomson Reuters,
