Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-01-29T16:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,,
New York:,,
,
DJ Indust,"12,708.82","12,675.75","12,756.96","12,734.63","12,660.46",,
DJ Opening,"12,720.25","12,708.37","12,673.63","12,757.33","12,733.95",,
Day's High,"12,764.49","12,708.52","12,778.26","12,841.95","12,733.95",,
Day's low,"12,665.83","12,613.54","12,580.12","12,695.16","12,630.72",,
Nasdaq Comp,2784.17,2786.64,2818.31,2805.28,2816.55,,
S&P 500 Index,1316,1314.65,1326.05,1318.43,1316.33,,
Wilshire 5000,"13,761.97","13,768.20","13,892.81","13,816.27","13,819.49",,
NYSE volume ('000),"72,190","74,170","82,890","86,450","84,916",,
NYSE rises,1739,1615,2280,1469,1913,,
NYSE falls,1257,1362,710,1513,1036,,
Transport,5240.94,5205.54,5282.00,5302.85,5344.78,,
NYSE Comp,7855.52,7840.65,7914.81,7883.90,7876.61,,
AMEX Index,2319,2313,2347,2353,2356,,
Canada:,,
,
DJ S&P TSX Index,"12,521.70","12,395.24","12,539.21","12,464.32","12,466.50",,
London:,,
,
FTSE 100 Index,5782.56,5751.90,5723.00,5795.20,5733.45,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2441.44,2432.07,2421.12,2460.40,2436.62,,
Germany:,,
,
German Xetra Dax,6436.62,6419.22,6421.85,6539.85,6511.98,,
France:,,
,
CAC Index,3338.42,3322.65,3312.48,3363.23,3318.76,,
Switzerland:,,
,
Swiss Market Index,6127.67,6135.10,6073.36,6100.43,6033.52,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,940.48","33,733.46","33,637.27","34,065.49","33,895.02",,
JSE Africa Gold Index,2865.65,2877.51,2810.65,2939.66,2958.44,,
Italy:,,
,
FTSE Italia All Share Index,"16,842.39","16,869.86","16,770.89","17,034.89","16,853.81",,
Spain:,,
,
IBEX 35,8619.6,8591.4,8555.4,8713.8,8657.3,,
New Zealand:,,
,
NZ Top 50 Capital,3295.02,3268.17,3280.10,3281.68,3294.64,,
NZ Top 10 Capital,854.58,843.08,848.16,847.28,848.52,,
Tokyo:,,
,
Nikkei 225 Index,8765.90,8785.33,8883.69,8849.47,8841.22,,
Nikkei high,8795.27,8825.09,8911.62,8894.60,8886.02,,
Nikkei low,8744.54,8768.51,8816.09,8834.93,8810.89,,
Nikkei 300 Index,152.27,152.56,154.55,154.02,153.31,,
Topix Index,756.79,757.40,767.40,764.61,761.13,,
Nikkei vol (mil),2013,1839,2199,1522,1937,,
Hong Kong:,,
,
Hang Seng Index,Closed,Closed,Closed,"20,439.14","20,501.67",,
China:,,
,
Shanghai A Index,Closed,Closed,Closed,Closed,Closed,,
Korea:,,
,
Seoul KOSPI,Closed,Closed,1952.23,1957.18,1964.83,,
Taiwan:,,
,
TAIEX Index,Closed,Closed,Closed,Closed,Closed,,
Singapore:,,
,
Straits Times Index,Closed,Closed,2891.64,2894.43,2916.26,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,Closed,Closed,1519.76,1523.86,1520.90,,
Indonesia:,,
,
JSX Composite Index,Closed,3994.58,3963.61,3983.43,3986.41,,
India:,,
,
BSE Sensex Index,"16,751.73","16,995.77","17,077.18",Closed,"17,233.98",,
Thailand:,,
,
FTSE SET Index,1062.55,1063.08,1056.01,1068.54,1076.29,,
Philippines:,,
,
Manila PSE Index,Closed,4714.35,4670.49,4611.68,4679.89,,
World:,,
,
MSCI World,1242.69,1237.13,1243.35,1250.63,1246.0,,
Comm Research Index,313.79,314.90,316.58,317.63,317.56,,
Moody's Comm Index,6262.33,6353.99,6369.53,6385.01,6481.68,,
LME Index,3652.7,3663.7,3689.6,3776.9,3753.0,,
,
Source: Thomson Reuters,
