Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-07-18T13:45:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,,
New York:,,
,
DJ Indust,"17,977.68","18,053.58","18,050.17","18,120.25","18,086.45",,
DJ Opening,"17,787.27","17,974.61","18,053.38","18,078.16","18,117.58",,
Day's High,"17,987.57","18,072.82","18,090.39","18,131.61","18,121.12",,
Day's low,"17,787.27","17,956.17","18,010.15","18,065.33","18,032.06",,
Nasdaq Comp,5071.51,5104.89,5098.94,5163.18,5210.14,,
S&P 500 Index,2099.60,2108.95,2107.40,2124.29,2126.64,,
Wilshire 5000,"22,194.62","22,300.63","22,252.58","22,416.65","22,420.66",,
NYSE volume ('000),738362,752741,695841,767927,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8289.91,8284.20,8224.31,8238.52,8293.61,,
NYSE Comp,"10,944.85","10,993.26","10,958.83","11,024.87","10,987.17",,
AMEX Index,2371.21,2394.51,2378.34,2388.17,2373.96,,
Canada:,,
,
DJ S&P TSX Index,"14,533.22","14,599.40","14,662.28","14,731.08","14,642.84",,
London:,,
,
FTSE 100 Index,6737.95,6753.75,6753.75,6796.45,6775.08,,
Europe:,,
,
EURO STOXX 50 Index,3590.43,3607.19,3623.87,3676.41,3670.34,,
Germany:,,
,
German Xetra Dax,"11,484.38","11,516.90","11,539.66","11,716.76","11,673.42",,
France:,,
,
CAC Index,4998.10,5032.47,5047.24,5121.50,5124.39,,
Switzerland:,,
,
Swiss Market Index,9250.10,9311.07,9319.25,9458.96,9446.17,,
Johannesburg:,,
,
FTSE JSE All Share Index,"52,474.82","52,109.52","52,531.13","52,849.12","52,723.72",,
JSE Africa Gold Index,971.77,983.57,994.25,974.07,936.10,,
Italy:,,
,
FTSE Italia All Share Index,"24,698.69","24,602.07","24,907.29","25,335.51","25,336.33",,
Spain:,,
,
IBEX 35,"11,224.2","11,258.3","11,335.7","11,510.6","11,480.7",,
New Zealand:,,
,
NZ Top 50 Capital,5706.70,5750.88,5805.96,5824.15,5853.76,,
NZ Top 10 Capital,1175.42,1188.30,1200.51,1208.21,1212.83,,
Tokyo:,,
,
Nikkei 225 Index,"20,089.77","20,385.33","20,463.33","20,600.12","20,650.92",,
Nikkei high,"20,120.15","20,435.53","20,496.60","20,612.50","20,658.95",,
Nikkei low,"19,911.39","20,322.20","20,401.09","20,522.25","20,611.22",,
Nikkei 300 Index,327.48,332.29,333.77,336.80,337.33,,
Topix Index,1613.51,1638.71,1646.41,1660.83,1662.94,,
Hong Kong:,,
,
Hang Seng Index,"25,224.01","25,120.91","25,055.76","25,162.78","25,415.27",,
China:,,
,
Shanghai A Index,4159.78,4111.76,3987.93,4005.75,4146.03,,
Korea:,,
,
Seoul KOSPI,2061.52,2059.23,2072.91,2087.89,2076.79,,
Taiwan:,,
,
TAIEX Index,9033.92,9041.76,9054.20,9042.21,9045.98,,
Singapore:,,
,
Straits Times Index,3311.22,3316.50,3338.86,3353.45,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1716.11,1721.10,1727.26,1726.73,Closed,,
Indonesia:,,
,
JSX Composite Index,4893.92,4901.81,4869.85,Closed,Closed,,
India:,,
,
BSE Sensex Index,"27,961.19","27,932.90","28,198.29","28,446.12","28,463.31",,
Thailand:,,
,
FTSE SET Index,1490.65,1488.40,1486.74,1481.26,1479.31,,
Philippines:,,
,
Manila PSE Index,7496.33,7538.76,7559.04,7617.13,Closed,,
World:,,
,
MSCI World,1758.69,1769.41,1768.12,1781.91,1780.83,,
Comm Research Index,219.08,219.95,217.18,216.11,215.09,,
Moody's Comm Index,5380.83,5369.06,5396.50,5364.93,5364.93,,
LME Index,2583.3,2572.9,2569.6,2578.9,2556.0,,
,
Source: Thomson Reuters,
