Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-02-13T16:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 7,Feb 8,Feb 9,Feb 10,Feb 11,,
New York:,,
,
DJ Indust,"12,161.63","12,233.15","12,239.89","12,229.29","12,273.26",,
DJ Opening,"12,092.38","12,152.70","12,229.29","12,239.66","12,227.78",,
Day's High,"12,188.76","12,238.79","12,254.23","12,239.66","12,285.94",,
Day's low,"12,092.30","12,150.05","12,188.19","12,156.94","12,180.48",,
Nasdaq Comp,2783.99,2797.05,2789.07,2790.45,2809.44,,
S&P 500 Index,1319.05,1324.57,1320.88,1321.87,1329.15,,
Wilshire 5000,"13,914.42","13,976.98","13,933.01","13,954.15","14,044.48",,
NYSE volume ('000),"87,775","88,558","94,708","1,015,834","99,539",,
NYSE rises,2073,1914,1123,1570,2233,,
NYSE falls,917,1073,1843,1390,754,,
Transport,5070.71,5085.07,5096.19,5167.67,5235.51,,
NYSE Comp,8336.64,8379.85,8343.99,8337.13,8374.89,,
AMEX Index,2273.48,2267.75,2255.91,2258.20,2266.46,,
Canada:,,
,
DJ S&P TSX Index,"13,811.93","13,892.52","13,784.30","13,840.57","13,766.76",,
London:,,
,
FTSE 100 Index,6051.03,6091.33,6052.29,6020.01,6062.90,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3031.18,3042.50,3031.62,3025.68,3024.37,,
Germany:,,
,
German Xetra Dax,7283.62,7323.24,7320.90,7340.28,7371.20,,
France:,,
,
CAC Index,4090.80,4108.27,4090.74,4095.14,4101.31,,
Switzerland:,,
,
Swiss Market Index,6611.14,6638.66,6631.64,6612.06,6665.22,,
Johannesburg:,,
,
FTSE JSE All Share Index,"32,800.23","32,788.86","32,677.56","32,409.48","32,954.33",,
JSE Africa Gold Index,2638.70,2662.09,2656.58,2600.79,2644.32,,
Italy:,,
,
FTSE Italia All Share Index,"23,391.11","23,349.99","23,314.02","23,218.45","23,307.57",,
Spain:,,
,
IBEX 35,"10,922.6","10,965.1","10,935.6","10,791.9","10,803.6",,
New Zealand:,,
,
NZ Top 50 Capital,3387.41,3383.17,3386.48,3365.87,3367.44,,
NZ Top 10 Capital,887.20,887.14,887.16,879.83,876.24,,
Tokyo:,,
,
Nikkei 225 Index,"10,592.04","10,635.98","10,617.83","10,605.65",Closed,,
Nikkei high,"10,644.21","10,648.80","10,701.92",10631.94,–,,
Nikkei low,"10,572.72","10,623.70","10,599.50",10570.62,–,,
Nikkei 300 Index,190.66,191.53,191.85,192.42,–,,
Topix Index,940.43,944.00,944.02,946.63,–,,
Nikkei vol (mil),2159,2143,2276,2075,–,,
Hong Kong:,,
,
Hang Seng Index,"23,553.59","23,484.30","23,164.03","22,708.62","22,828.92",,
China:,,
,
Shanghai A Index,Closed,Closed,2904.50,2950.74,2960.31,,
Korea:,,
,
Seoul KOSPI,2081.74,2069.70,2045.58,2008.50,1977.19,,
Taiwan:,,
,
TAIEX Index,Closed,9111.46,9006.82,8836.56,8609.86,,
Singapore:,,
,
Straits Times Index,3192.18,3185.36,3150.56,3103.39,3077.27,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1535.60,1539.55,1536.07,1503.99,1494.52,,
Indonesia:,,
,
JSX Composite Index,3487.71,3459.93,3417.47,3373.64,3391.77,,
India:,,
,
BSE Sensex Index,"18,037.19","17,775.70","17,592.77","17,463.04","17,728.61",,
Thailand:,,
,
FTSE SET Index,985.63,983.53,969.89,949.09,949.57,,
Philippines:,,
,
Manila PSE Index,3880.03,3878.48,3843.37,3738.31,3749.15,,
World:,,
,
MSCI World,1339.44,1347.36,1342.34,1337.85,1340.99,,
Comm Research Index,337.54,337.33,339.51,340.03,337.87,,
Moody's Comm Index,6931.77,6948.08,6951.96,6997.11,6973.32,,
LME Index,4438.3,4448.0,4396.7,4392.6,4397.7,,
,
Source: Thomson Reuters,
