Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-03-17T20:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,,
New York:,,
,
DJ Indust,"14,447.29","14,450.06","14,455.28","14,539.14","14,514.11",,
DJ Opening,"14,397.07","14,447.29","14,450.06","14,455.28","14,539.14",,
Day's High,"14,448.06","14,478.80","14,472.80","14,539.29","14,539.14",,
Day's low,"14,373.32","14,412.06","14,411.66","14,455.28","14,470.50",,
Nasdaq Comp,3252.87,3242.32,3245.12,3258.93,3249.07,,
S&P 500 Index,1556.22,1552.48,1554.52,1563.23,1560.70,,
Wilshire 5000,"16,443.60","16,404.86","16,432.65","16,527.82","16,498.68",,
NYSE volume ('000),"59,631","62,090","58,287","67,508","1,820,458",,
NYSE rises,1586,1235,1694,1979,1392,,
NYSE falls,1375,1760,1271,984,1590,,
Transport,6151.12,6132.85,6232.59,6281.24,6272.67,,
NYSE Comp,9082.24,9059.96,9057.02,9127.97,9116.68,,
AMEX Index,2432.34,2428.95,2377.52,2384.03,2404.21,,
Canada:,,
,
DJ S&P TSX Index,"12,858.49","12,878.58","12,744.11","12,799.91","12,830.03",,
London:,,
,
FTSE 100 Index,6503.63,6510.62,6481.50,6529.41,6489.65,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2718.71,2711.85,2704.73,2744.70,2725.72,,
Germany:,,
,
German Xetra Dax,7984.29,7966.12,7970.91,8058.37,8042.85,,
France:,,
,
CAC Index,3836.27,3839.97,3836.04,3871.58,3844.03,,
Switzerland:,,
,
Swiss Market Index,7758.65,7802.93,7780.88,7842.85,7864.39,,
Johannesburg:,,
,
FTSE JSE All Share Index,"40,984.22","40,952.46","40,876.10","40,908.58","40,757.94",,
JSE Africa Gold Index,1921.86,1950.97,1961.11,1929.10,1953.00,,
Italy:,,
,
FTSE Italia All Share Index,"17,108.28","17,049.02","16,775.04","17,185.21","17,107.43",,
Spain:,,
,
IBEX 35,8554.4,8532.3,8498.3,8657.9,8619.1,,
New Zealand:,,
,
NZ Top 50 Capital,4366.58,4378.76,4341.15,4381.10,4387.06,,
NZ Top 10 Capital,1043.03,1047.28,1022.99,1033.84,1032.07,,
Tokyo:,,
,
Nikkei 225 Index,"12,349.05","12,314.81","12,239.66","12,381.19","12,560.95",,
Nikkei high,"12,403.95","12,461.97","12,339.45","12,395.73","12,560.95",,
Nikkei low,"12,300.83","12,314.81","12,234.48","12,248.65","12,434.47",,
Nikkei 300 Index,211.25,210.69,209.63,210.87,213.60,,
Topix Index,1039.98,1035.90,1031.42,1038.17,1051.65,,
Hong Kong:,,
,
Hang Seng Index,"23,090.82","22,890.60","22,556.65","22,619.18","22,533.11",,
China:,,
,
Shanghai A Index,2418.43,2393.44,2369.80,2376.38,2384.89,,
Korea:,,
,
Seoul KOSPI,2003.35,1993.34,1999.73,2002.13,1986.50,,
Taiwan:,,
,
TAIEX Index,8038.72,7994.71,7995.51,7951.76,7927.49,,
Singapore:,,
,
Straits Times Index,3292.97,3303.02,3288.52,3279.50,3286.05,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1657.96,1656.54,1646.22,1640.74,1627.64,,
Indonesia:,,
,
JSX Composite Index,4854.31,n/a,4835.44,4786.37,4819.32,,
India:,,
,
BSE Sensex Index,"19,646.21","19,564.92","19,362.55","19,570.44","19,427.56",,
Thailand:,,
,
FTSE SET Index,1577.65,1576.68,1578.70,1586.79,1598.13,,
Philippines:,,
,
Manila PSE Index,6813.95,6786.42,6776.56,6694.71,6654.60,,
World:,,
,
MSCI World,1434.83,1433.28,1429.84,1440.21,1444.48,,
Comm Research Index,295.23,296.20,295.31,296.76,296.94,,
Moody's Comm Index,6206.73,6280.03,6260.44,6266.54,n/a,,
LME Index,3341.9,3379.6,3362.3,3381.4,3354.9,,
,
Source: Thomson Reuters,
