Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-04-29T18:00:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,,
New York:,,
,
DJ Indust,"12,927.17","13,001.56","13,090.72","13,204.62","13,228.31",,
DJ Opening,"13,028.20","12,927.77","12,997.69","13,090.11","13,204.70",,
Day's High,"13,028.20","13,050.30","13,105.70","13,227.82","13,266.68",,
Day's low,"12,845.58","12,926.49","12,993.60","13,075.96","13,192.21",,
Nasdaq Comp,2970.45,2961.60,3029.63,3050.61,3069.20,,
S&P 500 Index,1366.94,1371.97,1390.69,1399.98,1403.36,,
Wilshire 5000,"14,248.21","14,366.89","14,491.26","14,583.99","14,687.74",,
NYSE volume ('000),"78,322","75,117","82,159","77,890","78,681",,
NYSE rises,779,2021,2302,2039,2006,,
NYSE falls,2220,980,683,946,965,,
Transport,5185.81,5246.73,5291.22,5235.32,5267.39,,
NYSE Comp,7940.74,7988.02,8070.78,8123.07,8151.91,,
AMEX Index,2401.81,2387.06,2406.25,2426.14,2434.87,,
Canada:,,
,
DJ S&P TSX Index,"11,988.95","11,980.10","12,111.06","12,145.85","12,237.75",,
London:,,
,
FTSE 100 Index,5665.57,5709.49,5718.89,5748.72,5777.11,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2244.83,2284.08,2322.91,2322.69,2344.02,,
Germany:,,
,
German Xetra Dax,6523.00,6590.41,6704.50,6739.90,6801.32,,
France:,,
,
CAC Index,3098.37,3169.32,3233.46,3229.32,3266.27,,
Switzerland:,,
,
Swiss Market Index,6114.83,6124.84,6150.57,6122.41,6116.36,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,703.21","33,820.87","34,028.81","34,251.43",Closed,,
JSE Africa Gold Index,2178.18,2176.07,2209.82,2287.26,Closed,,
Italy:,,
,
FTSE Italia All Share Index,"14,872.43","15,209.62","15,612.53","15,524.39","15,808.54",,
Spain:,,
,
IBEX 35,6846.6,6999.9,7118.9,7027.1,7145.8,,
New Zealand:,,
,
NZ Top 50 Capital,3513.45,3519.86,Closed,3520.82,3531.66,,
NZ Top 10 Capital,890.29,893.42,Closed,892.83,895.25,,
Tokyo:,,
,
Nikkei 225 Index,9542.17,9468.04,9561.01,9561.83,9520.89,,
Nikkei high,9643.27,9510.70,9582.73,9630.97,9691.70,,
Nikkei low,9520.98,9423.30,9530.02,9531.03,9463.60,,
Nikkei 300 Index,163.38,162.21,163.22,163.38,162.27,,
Topix Index,809.54,803.94,809.49,810.10,804.27,,
Nikkei vol (mil),1533,1531,1433,1556,2189,,
Hong Kong:,,
,
Hang Seng Index,"20,624.39","20,677.16","20,646.29","20,809.71","20,741.45",,
China:,,
,
Shanghai A Index,2501.60,2501.81,2520.69,2518.47,2509.71,,
Korea:,,
,
Seoul KOSPI,1972.63,1963.42,1961.98,1964.04,1975.35,,
Taiwan:,,
,
TAIEX Index,7481.09,7498.84,7563.18,7521.35,7480.50,,
Singapore:,,
,
Straits Times Index,2962.35,2974.37,2979.78,2981.47,2981.58,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1583.80,1582.28,1579.35,1579.69,1567.80,,
Indonesia:,,
,
JSX Composite Index,4155.49,4170.35,4163.64,4180.31,4163.98,,
India:,,
,
BSE Sensex Index,"17,096.68","17,207.29","17,151.29","17,130.67","17,134.25",,
Thailand:,,
,
FTSE SET Index,1189.35,1199.86,1201.36,1209.27,1211.78,,
Philippines:,,
,
Manila PSE Index,5163.09,5169.60,5204.84,5218.97,5169.05,,
World:,,
,
MSCI World,1264.22,1271.80,1285.52,1293.43,1298.71,,
Comm Research Index,300.66,301.55,302.35,303.54,305.78,,
Moody's Comm Index,6191.54,6206.75,6217.12,6270.11,n/a,,
LME Index,3449.6,3487.2,3503.3,3555.7,3589.1,,
,
Source: Thomson Reuters,
