Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-08-09T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 4,Aug 5,Aug 6,Aug 7,Aug 8,,
New York:,,
,
DJ Indust,"16,569.28","16,429.47","16,443.34","16,368.27","16,553.93",,
DJ Opening,"16,493.72","16,559.97","16,425.10","16,448.29","16,369.68",,
Day's High,"16,596.22","16,559.97","16,490.70","16,504.35","16,556.59",,
Day's low,"16,447.20","16,369.55","16,372.32","16,333.78","16,364.22",,
Nasdaq Comp,4383.89,4352.84,4355.05,4334.97,4370.90,,
S&P 500 Index,1938.99,1920.21,1920.24,1909.57,1931.59,,
Wilshire 5000,"20,501.20","20,320.47","20,319.41","20,216.38","20,436.16",,
NYSE volume ('000),n/a,702502,690500,n/a,n/a,,
NYSE rises,1874,n/a,n/a,1411,n/a,,
NYSE falls,1162,n/a,n/a,1642,n/a,,
Transport,8149.08,8059.53,8009.82,7992.08,8092.47,,
NYSE Comp,"10,766.68","10,657.32","10,653.42","10,583.79","10,691.10",,
AMEX Index,2685.92,2668.95,2681.41,2661.75,n/a,,
Canada:,,
,
DJ S&P TSX Index,Closed,"15,187.71","15,202.09","15,118.43","15,196.31",,
London:,,
,
FTSE 100 Index,6677.52,6682.48,6636.16,6597.37,6567.36,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3070.46,3072.20,3050.37,3012.88,3006.83,,
Germany:,,
,
German Xetra Dax,9154.14,9189.74,9130.04,9038.97,9009.32,,
France:,,
,
CAC Index,4217.22,4232.88,4207.14,4149.83,4147.81,,
Switzerland:,,
,
Swiss Market Index,8304.04,8342.04,8290.16,8306.75,8274.65,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,239.56","51,349.11","51,091.80","50,674.61","50,669.95",,
JSE Africa Gold Index,1492.35,1487.61,1537.74,1520.42,1541.44,,
Italy:,,
,
FTSE Italia All Share Index,"21,599.64","21,262.88","20,705.95","20,306.03","20,355.03",,
Spain:,,
,
IBEX 35,"10,496.2","10,353.8","10,246.2","10,078.6","10,104.8",,
New Zealand:,,
,
NZ Top 50 Capital,5090.69,5104.16,5092.23,5097.51,5055.20,,
NZ Top 10 Capital,1135.35,1141.57,1138.58,1141.36,1127.77,,
Tokyo:,,
,
Nikkei 225 Index,"15,474.50","15,320.31","15,159.79","15,232.37","14,778.37",,
Nikkei high,"15,535.62","15,507.32","15,271.14","15,243.06","15,074.32",,
Nikkei low,"15,440.21","15,313.84","15,121.43","15,061.99","14,753.84",,
Nikkei 300 Index,258.06,255.59,252.94,254.34,248.14,,
Topix Index,1276.19,1263.53,1251.29,1258.12,1228.26,,
Hong Kong:,,
,
Hang Seng Index,"24,600.08","24,648.26","24,584.13","24,387.56","24,331.41",,
China:,,
,
Shanghai A Index,2328.02,2324.43,2321.81,2290.49,2297.61,,
Korea:,,
,
Seoul KOSPI,2080.42,2066.26,2060.73,2054.51,2031.10,,
Taiwan:,,
,
TAIEX Index,9330.19,9141.44,9143.97,9131.44,9085.96,,
Singapore:,,
,
Straits Times Index,3318.40,3327.67,3320.23,3314.22,3288.89,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1875.80,1876.69,1869.92,1867.32,1839.87,,
Indonesia:,,
,
JSX Composite Index,5119.25,5109.09,5058.23,5066.98,5053.76,,
India:,,
,
BSE Sensex Index,"25,723.16","25,908.01","25,665.27","25,589.01","25,329.14",,
Thailand:,,
,
FTSE SET Index,1519.38,1528.98,1522.41,1522.27,1520.31,,
Philippines:,,
,
Manila PSE Index,6998.37,6974.00,6948.97,6955.21,6880.34,,
World:,,
,
MSCI World,1710.14,1698.22,1693.13,1684.71,1690.57,,
Comm Research Index,294.86,293.09,294.73,293.78,293.12,,
Moody's Comm Index,6233.81,6207.31,6211.54,6197.19,6197.19,,
LME Index,3297.4,3270.4,3254.4,3264.3,3252.0,,
,
Source: Thomson Reuters,
