Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-07-01T16:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,,
New York:,,
,
DJ Indust,"12,502.66","12,534.67","12,627.01","12,602.26","12,880.09",,
DJ Opening,"12,639.80","12,503.57","12,532.93","12,626.25","12,604.60",,
Day's High,"12,639.87","12,576.41","12,646.87","12,626.25","12,880.39",,
Day's low,"12,458.01","12,452.03","12,532.71","12,450.17","12,604.53",,
Nasdaq Comp,2836.16,2854.06,2875.32,2849.49,2935.05,,
S&P 500 Index,1313.72,1319.99,1331.85,1329.04,1362.16,,
Wilshire 5000,"13,680.69","13,690.78","13,849.24","13,738.87","14,130.87",,
NYSE volume ('000),"75,144","71,041","68,204","90,290","1,090,592",,
NYSE rises,686,1914,2377,1697,2669,,
NYSE falls,2319,1072,649,1283,388,,
Transport,4985.38,5003.33,5027.33,5065.38,5209.18,,
NYSE Comp,7491.87,7527.09,7598.05,7597.52,7801.84,,
AMEX Index,2251.67,2262.59,2278.69,2277.43,2327.89,,
Canada:,,
,
DJ S&P TSX Index,"11,330.39","11,334.42","11,410.94","11,424.70","11,596.56",,
London:,,
,
FTSE 100 Index,5450.65,5446.96,5523.92,5493.06,5571.15,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2130.71,2127.95,2165.61,2157.62,2264.72,,
Germany:,,
,
German Xetra Dax,6132.39,6136.69,6228.99,6149.91,6416.28,,
France:,,
,
CAC Index,3021.64,3012.71,3063.12,3051.68,3196.65,,
Switzerland:,,
,
Swiss Market Index,5944.48,5957.72,5996.53,5986.85,6066.86,,
Johannesburg:,,
,
FTSE JSE All Share Index,"33,821.98","33,851.37","33,748.13","33,252.55","33,708.31",,
JSE Africa Gold Index,2413.34,2435.07,2384.90,2356.65,2342.04,,
Italy:,,
,
FTSE Italia All Share Index,"14,064.82","13,920.53","14,257.29","14,325.63","15,185.15",,
Spain:,,
,
IBEX 35,6624.0,6528.4,6666.9,6721.7,7102.2,,
New Zealand:,,
,
NZ Top 50 Capital,3401.13,3381.32,3387.78,3401.34,3399.84,,
NZ Top 10 Capital,856.97,849.22,850.20,853.16,851.26,,
Tokyo:,,
,
Nikkei 225 Index,8734.62,8663.99,8730.49,8874.11,9006.78,,
Nikkei high,8837.83,8712.68,8730.49,8881.44,9044.04,,
Nikkei low,8726.40,8619.36,8641.52,8805.65,8803.33,,
Nikkei 300 Index,150.53,149.27,150.56,153.44,155.69,,
Topix Index,745.22,738.89,745.48,758.81,770.08,,
Nikkei vol (mil),1801,n/a,1596,1706,1996,,
Hong Kong:,,
,
Hang Seng Index,"18,897.45","18,981.84","19,176.95","19,025.27","19,441.46",,
China:,,
,
Shanghai A Index,2328.99,2326.84,2321.46,2299.39,2330.50,,
Korea:,,
,
Seoul KOSPI,1825.38,1817.81,1817.65,1819.18,1854.01,,
Taiwan:,,
,
TAIEX Index,7166.38,7137.93,7183.01,7169.61,7296.28,,
Singapore:,,
,
Straits Times Index,2815.26,2805.63,2841.60,2846.82,2878.45,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1603.12,1594.10,1601.89,1594.24,1599.15,,
Indonesia:,,
,
JSX Composite Index,3857.59,3881.40,3934.87,3887.58,3955.58,,
India:,,
,
BSE Sensex Index,"16,882.16","16,906.58","16,967.76","16,990.76","17,429.98",,
Thailand:,,
,
FTSE SET Index,1147.43,1151.09,1165.98,1171.32,1172.11,,
Philippines:,,
,
Manila PSE Index,5167.20,5193.84,5257.92,5256.15,5246.41,,
World:,,
,
MSCI World,1188.27,1190.43,1201.71,1199.94,1235.72,,
Comm Research Index,271.18,273.03,275.48,272.09,284.48,,
Moody's Comm Index,5811.63,5897.90,5892.64,5896.14,5908.04,,
LME Index,3132.0,3125.4,3142.6,3131.0,3251.7,,
,
Source: Thomson Reuters,
