Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-09-13T13:30:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 8,Sep 9,Sep 10,Sep 11,Sep 12,,
New York:,,
,
DJ Indust,"17,111.42","17,013.87","17,068.71","17,049.00","16,987.51",,
DJ Opening,"17,131.71","17,110.39","17,016.05","17,057.41","17,044.05",,
Day's High,"17,137.88","17,111.55","17,080.27","17,057.41","17,044.05",,
Day's low,"17,079.17","16,993.29","16,974.57","16,983.88","16,937.67",,
Nasdaq Comp,4592.29,4552.29,4586.52,4591.81,4567.60,,
S&P 500 Index,2001.54,1988.44,1995.69,1997.45,1985.54,,
Wilshire 5000,"21,221.96","21,075.32","21,151.84","21,182.54","21,041.43",,
NYSE volume ('000),601260,602377,607874,604551,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8574.19,8514.67,8521.21,8555.61,8552.28,,
NYSE Comp,"11,007.39","10,945.61","10,972.21","10,975.99","10,911.39",,
AMEX Index,2727.89,2719.50,2743.37,2737.63,2731.38,,
Canada:,,
,
DJ S&P TSX Index,"15,509.39","15,536.81","15,471.89","15,534.32","15,531.58",,
London:,,
,
FTSE 100 Index,6834.77,6829.00,6830.11,6799.62,6806.96,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3267.54,3245.43,3244.16,3237.76,3235.07,,
Germany:,,
,
German Xetra Dax,9758.03,9710.70,9700.17,9691.28,9651.13,,
France:,,
,
CAC Index,4474.93,4452.37,4450.79,4440.90,4441.70,,
Switzerland:,,
,
Swiss Market Index,8817.19,8825.60,8816.07,8829.01,8795.93,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,610.13","51,707.25","51,263.48","51,230.89","51,247.71",,
JSE Africa Gold Index,1425.42,1438.12,1336.91,1322.27,1340.17,,
Italy:,,
,
FTSE Italia All Share Index,"22,539.45","22,389.16","22,369.25","22,321.95","22,305.91",,
Spain:,,
,
IBEX 35,"11,102.6","10,951.6","10,937.8","10,886.3","10,888.9",,
New Zealand:,,
,
NZ Top 50 Capital,5261.75,5243.70,5236.66,5262.32,5223.97,,
NZ Top 10 Capital,1168.62,1165.98,1161.03,1165.71,1154.15,,
Tokyo:,,
,
Nikkei 225 Index,"15,705.11","15,749.15","15,788.78","15,909.20","15,948.29",,
Nikkei high,"15,730.33","15,795.82","15,795.60","15,925.51","15,984.90",,
Nikkei low,"15,656.40","15,736.13","15,664.79","15,854.30","15,885.04",,
Nikkei 300 Index,261.29,261.72,263.06,264.25,264.89,,
Topix Index,1298.64,1299.62,1306.79,1311.24,1313.72,,
Hong Kong:,,
,
Hang Seng Index,"25,190.45",Closed,"24,705.36","24,662.64","24,595.32",,
China:,,
,
Shanghai A Index,Closed,2435.66,2427.04,2420.01,2441.27,,
Korea:,,
,
Seoul KOSPI,2049.41,Closed,Closed,2034.16,2041.86,,
Taiwan:,,
,
TAIEX Index,Closed,9434.77,9357.61,9322.95,9223.18,,
Singapore:,,
,
Straits Times Index,3335.19,3342.96,3338.63,3347.28,3345.55,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1871.09,1874.12,1870.85,1866.11,1855.64,,
Indonesia:,,
,
JSX Composite Index,5246.48,5197.12,5142.99,5133.03,5143.71,,
India:,,
,
BSE Sensex Index,"27,319.85","27,265.32","27,057.41","26,995.87","27,061.04",,
Thailand:,,
,
FTSE SET Index,1584.77,1583.18,1582.13,1580.87,1581.36,,
Philippines:,,
,
Manila PSE Index,7314.94,7253.67,7212.78,7202.06,7201.88,,
World:,,
,
MSCI World,1744.30,1733.21,1735.79,1736.99,1729.50,,
Comm Research Index,287.44,286.47,284.32,283.45,282.58,,
Moody's Comm Index,5992.00,5912.62,5890.42,5852.03,5852.03,,
LME Index,3292.3,3212.8,3214.0,3193.8,3194.0,,
,
Source: Thomson Reuters,
