Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-08-12T18:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 6,Aug 7,Aug 8,Aug 9,Aug 10,,
New York:,,
,
DJ Indust,"13,117.51","13,168.60","13,175.64","13,165.19","13,207.95",,
DJ Opening,"13,099.88","13,118.65","13,158.10","13,174.73","13,163.15",,
Day's High,"13,187.28","13,215.97","13,202.65","13,200.23","13,208.22",,
Day's low,"13,099.72","13,118.42","13,115.24","13,125.09","13,094.96",,
Nasdaq Comp,2989.91,3015.86,3011.25,3018.64,3020.86,,
S&P 500 Index,1394.23,1401.35,1402.22,"1,402.80","1,405.87",,
Wilshire 5000,"14,470.94","14,555.21","14,560.57","14,574.01","14,599.73",,
NYSE volume ('000),"64,562","72,658","63,634","57,523","56,491",,
NYSE rises,1867,1922,1515,1631,1611,,
NYSE falls,1105,1046,1432,1340,1352,,
Transport,5082.36,5092.46,5075.57,5048.23,5063.55,,
NYSE Comp,7964.10,8017.71,8018.24,8025.01,8044.76,,
AMEX Index,2426.58,2432.32,2427.56,2439.31,2449.12,,
Canada:,,
,
DJ S&P TSX Index,n/a,"11,863.50","11,781.04","11,858.13","11,890.89",,
London:,,
,
FTSE 100 Index,5808.77,5841.24,5845.92,5851.51,5847.11,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2399.32,2440.24,2432.28,2437.04,2423.22,,
Germany:,,
,
German Xetra Dax,6918.72,6967.95,6966.15,6964.99,6944.56,,
France:,,
,
CAC Index,3401.56,3453.28,3438.26,3456.71,3435.62,,
Switzerland:,,
,
Swiss Market Index,6463.01,6457.85,6458.00,6505.29,6483.44,,
Johannesburg:,,
,
FTSE JSE All Share Index,"35,469.18","35,487.26","35,494.64",n/a,"35,574.51",,
JSE Africa Gold Index,2428.01,2392.81,2393.98,n/a,2445.90,,
Italy:,,
,
FTSE Italia All Share Index,"15,290.16","15,588.01","15,597.39","15,580.07","15,485.35",,
Spain:,,
,
IBEX 35,7053.6,7211.1,7150.2,7110.2,7047.7,,
New Zealand:,,
,
NZ Top 50 Capital,3563.20,3584.81,3581.79,3583.61,3577.80,,
NZ Top 10 Capital,898.67,906.48,903.23,903.58,900.61,,
Tokyo:,,
,
Nikkei 225 Index,8726.29,8803.31,8881.16,8978.60,8891.44,,
Nikkei high,8751.80,8812.42,8962.95,9004.81,8954.85,,
Nikkei low,8676.25,8711.90,8851.59,8862.17,8857.23,,
Nikkei 300 Index,149.77,151.45,151.69,153.07,151.97,,
Topix Index,735.73,743.70,745.64,751.84,746.79,,
Nikkei vol (mil),1447,1466,2090,1944,1598,,
Hong Kong:,,
,
Hang Seng Index,"19,998.72","20,072.55","20,065.52","20,269.47","20,136.12",,
China:,,
,
Shanghai A Index,2257.17,2260.04,2263.60,2277.33,2271.78,,
Korea:,,
,
Seoul KOSPI,1885.88,1886.80,1903.23,1940.59,1946.40,,
Taiwan:,,
,
TAIEX Index,7286.33,7295.46,7319.80,7433.70,7441.12,,
Singapore:,,
,
Straits Times Index,3071.82,3067.74,3052.25,n/a,3054.20,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1639.43,1631.12,1635.92,1642.52,1645.36,,
Indonesia:,,
,
JSX Composite Index,4105.50,4085.58,4090.71,4131.17,4141.56,,
India:,,
,
BSE Sensex Index,"17,412.96","17,601.78","17,600.56","17,560.87","17,557.74",,
Thailand:,,
,
FTSE SET Index,1208.01,1208.19,1214.13,1217.70,1219.37,,
Philippines:,,
,
Manila PSE Index,5284.16,n/a,5308.67,5256.61,5263.35,,
World:,,
,
MSCI World,1267.85,1276.40,1276.09,1277.79,1278.36,,
Comm Research Index,302.09,304.21,304.66,305.16,302.16,,
Moody's Comm Index,6224.47,6260.09,6270.60,6281.90,n/a,,
LME Index,3167.0,3204.7,3197.9,3187.0,3162.8,,
,
Source: Thomson Reuters,
