Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2013-07-07T18:30:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 1,Jul 2,Jul 3,Jul 4,Jul 5,,
New York:,,
,
DJ Indust,"14,974.96","14,932.41","14,988.55","14,988.55","15,135.84",,
DJ Opening,"14,911.60","14,973.04","14,923.73","14,923.73","14,995.46",,
Day's High,"15,083.28","15,049.22","15,025.90","15,025.90","15,137.51",,
Day's low,"14,911.60","14,870.51","14,858.93","14,858.93","14,971.20",,
Nasdaq Comp,3434.49,3433.40,3443.67,3443.67,3479.38,,
S&P 500 Index,1614.96,1614.08,1615.41,1615.41,1631.89,,
Wilshire 5000,"17,108.42","17,091.20","17,102.78","17,102.78","17,280.03",,
NYSE volume ('000),"71,285,200","71,587,000","48,167,900","48,167,900","71,285,200",,
NYSE rises,2144,1175,1146 ,1146 ,2144,,
NYSE falls,862,1839,1794,1794,862,,
Transport,6241.53,6213.72,6194.74,6194.74,6289.96,,
NYSE Comp,9167.89,9144.73,9135.09,9135.09,9214.18,,
AMEX Index,2281.64, 2271.58,2267.12,2267.12,2281.64,,
Canada:,,
,
DJ S&P TSX Index,"12,129.11","12,178.38","12,145.68","12,166.66","12,134.91",,
London:,,
,
FTSE 100 Index,6307.78,6303.94,6229.87,6421.67,6375.52,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2622.62,2603.20,2570.76,2646.54,2596.01,,
Germany:,,
,
German Xetra Dax,7983.92,7910.77,7829.32,7994.31,7806.00,,
France:,,
,
CAC Index,3767.48,3742.57,3702.01,3809.31,3753.85,,
Switzerland:,,
,
Swiss Market Index,7741.07,7732.62,7675.29,7831.59,7781.98,,
Johannesburg:,,
,
FTSE JSE All Share Index,"39,932.83","39,844.70","39,343.31","40,030.19","39,169.83",,
JSE Africa Gold Index,1265.97,1275.36,1219.13,1220.60,1169.20,,
Italy:,,
,
FTSE Italia All Share Index,"16,475.61","16,373.23","16,271.43","16,799.48","16,532.24",,
Spain:,,
,
IBEX 35,7907.1,7886.6,7763.8,8002.0,7868.4,,
New Zealand:,,
,
NZ Top 50 Capital,4418.05,4458.25,4450.76,4458.95,4489.86,,
NZ Top 10 Capital,1049.76,1061.02,1057.37,1059.51,1067.64,,
Tokyo:,,
,
Nikkei 225 Index,"13,852.50","14,098.74","14,055.56","14,018.93","14,309.97",,
Nikkei high,"13,862.71","14,098.74","14,164.77","14,093.02","14,309.97",,
Nikkei low,"13,562.70","13,898.54","13,984.08","13,962.30","14,149.50",,
Nikkei 300 Index,234.42,238.62,238.78,237.98,241.76,,
Topix Index,1150.70,1171.84,1173.81,1170.71,1188.58,,
Hong Kong:,,
,
Hang Seng Index,"20,440.08","20,658.65","20,147.31","20,468.67","20,854.67",,
China:,,
,
Shanghai A Index,2088.08,2099.97,2087.15,2099.53,2100.72,,
Korea:,,
,
Seoul KOSPI,1855.73,1855.02,1824.66,1839.14,1833.31,,
Taiwan:,,
,
TAIEX Index,8036.00,8015.86,7911.42,7893.72,8001.82,,
Singapore:,,
,
Straits Times Index,3140.93,3173.32,3129.49,3147.12,3169.73,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1775.14,1771.89,1769.21,1771.34,1772.27,,
Indonesia:,,
,
JSX Composite Index,4777.45,4728.70,4577.15,4581.93,4602.81,,
India:,,
,
BSE Sensex Index,"19,577.39","19,463.82","19,177.76","19,410.84","19,495.82",,
Thailand:,,
,
FTSE SET Index,1451.90,1463.98,1443.57,1430.88,1441.33,,
Philippines:,,
,
Manila PSE Index,6526.62,6448.18,6480.12,6464.26,6500.48,,
World:,,
,
MSCI World,1444.34,1444.86,1444.86,1448.22,1449.05,,
Comm Research Index,278.42,280.21,282.32,282.32,281.25,,
Moody's Comm Index,5862.69,5922.17,5881.94,5892.16,5922.17,,
LME Index,3029.5,3018.6,3021.4,3010.9,2931.3,,
,
Source: Thomson Reuters,
