Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-02-22T13:45:00+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,,
New York:,,
,
DJ Indust,Closed,"16,130.40","16,040.56","16,133.23","16,103.30",,
DJ Opening,–,"16,153.97","16,126.23","16,044.15","16,135.92",,
Day's High,–,"16,167.33","16,225.72","16,161.64","16,191.92",,
Day's low,–,"16,107.04","16,031.66","16,006.59","16,093.80",,
Nasdaq Comp,–,4272.78,4237.95,4267.55,4263.41,,
S&P 500 Index,–,1840.76,1828.75,1839.78,1836.25,,
Wilshire 5000,–,"19,719.80","19,583.17","19,710.12","19,689.26",,
NYSE volume ('000),–,"72,032,800","70,168,600","67,241,100","80,790,900",,
NYSE rises,–,2004,1081,1963,1706,,
NYSE falls,–,1003,1946,1020,1297,,
Transport,–,7231.74,7140.81,7252.04,7308.60,,
NYSE Comp,–,"10,319.12","10,254.24","10,316.89","10,306.90",,
AMEX Index,–,2452.86,2433.52,2456.43,2450.32,,
Canada:,,
,
DJ S&P TSX Index,Closed,"14,077.47","14,119.73","14,210.37","14,205.72",,
London:,,
,
FTSE 100 Index,6736.00,6796.43,6796.71,6812.99,6838.06,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3118.91,3117.44,3120.80,3121.59,3131.67,,
Germany:,,
,
German Xetra Dax,9656.76,9659.78,9660.05,9618.85,9656.95,,
France:,,
,
CAC Index,4335.17,4330.71,4341.10,4355.49,4381.06,,
Switzerland:,,
,
Swiss Market Index,8415.67,8419.92,8410.63,8383.25,8431.78,,
Johannesburg:,,
,
FTSE JSE All Share Index,"47,027.54","47,112.43","47,438.31","47,149.35","47,452.24",,
JSE Africa Gold Index,1520.00,1494.67,1521.49,1500.06,1534.37,,
Italy:,,
,
FTSE Italia All Share Index,"21,753.24","21,773.00","21,745.92","21,756.14","21,706.63",,
Spain:,,
,
IBEX 35,"10,118.6","10,042.7","10,053.8","10,062.2","10,071.0",,
New Zealand:,,
,
NZ Top 50 Capital,4894.99,4895.10,4914.14,4909.83,4927.64,,
NZ Top 10 Capital,1138.26,1140.83,1146.37,1145.03,1147.63,,
Tokyo:,,
,
Nikkei 225 Index,"14,393.11","14,843.24","14,766.53","14,449.18","14,865.67",,
Nikkei high,"14,427.95","14,900.24","14,805.66","14,731.48","14,888.81",,
Nikkei low,"14,214.60","14,469.49","14,679.19","14,428.73","14,618.61",,
Nikkei 300 Index,242.34,249.06,247.94,243.24,248.87,,
Topix Index,1192.05,1224.00,1218.52,1194.56,1222.31,,
Hong Kong:,,
,
Hang Seng Index,"22,535.94","22,587.72","22,664.52","22,394.08","22,568.24",,
China:,,
,
Shanghai A Index,2235.39,2218.26,2242.94,2238.96,2212.64,,
Korea:,,
,
Seoul KOSPI,1946.36,1946.91,1942.93,1930.57,1957.83,,
Taiwan:,,
,
TAIEX Index,8519.55,8556.23,8577.01,8524.62,8601.86,,
Singapore:,,
,
Straits Times Index,3069.28,3070.78,3088.79,3086.64,3099.93,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1827.48,1825.24,1829.45,1827.81,1830.74,,
Indonesia:,,
,
JSX Composite Index,4555.37,4556.19,4592.65,4598.22,4646.15,,
India:,,
,
BSE Sensex Index,"20,464.06","20,634.21","20,722.97","20,536.64","20,700.75",,
Thailand:,,
,
FTSE SET Index,1332.37,1326.21,1321.00,1303.98,1304.21,,
Philippines:,,
,
Manila PSE Index,6167.82,6193.97,6294.62,6352.76,6308.36,,
World:,,
,
MSCI World,1653.55,1660.54,1655.04,1656.02,1659.85,,
Comm Research Index,Closed,299.15,302.37,301.92,302.25,,
Moody's Comm Index,Closed,6017.84,6079.33,6095.83,6095.83,,
LME Index,3105.3,3126.0,3124.0,3111.8,3112.6,,
,
Source: Thomson Reuters,
