Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-08-08T13:30:01+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Aug 3,Aug 4,Aug 5,Aug 6,Aug 7,,
New York:,,
,
DJ Indust,"17,598.20","17,550.69","17,540.47","17,419.75","17,373.38",,
DJ Opening,"17,696.74","17,596.93","17,555.24","17,542.61","17,414.94",,
Day's High,"17,704.76","17,635.78","17,661.37","17,572.04","17,414.94",,
Day's low,"17,496.61","17,505.50","17,492.90","17,362.86","17,279.08",,
Nasdaq Comp,5115.38,5105.55,5139.95,5056.44,5043.54,,
S&P 500 Index,2098.04,2093.32,2099.84,2083.56,2077.57,,
Wilshire 5000,"22,106.88","22,066.93","22,116.82","21,923.29","21,852.58",,
NYSE volume ('000),977540,831554,816936,912476,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8416.86,8427.25,8437.15,8366.99,8250.85,,
NYSE Comp,"10,841.26","10,824.70","10,847.85","10,799.44","10,763.15",,
AMEX Index,2388.41,2394.59,2393.63,2395.03,2387.96,,
Canada:,,
,
DJ S&P TSX Index,Closed,"14,491.05","14,502.99","14,405.91","14,302.70",,
London:,,
,
FTSE 100 Index,6688.62,6686.57,6752.41,6747.09,6718.49,,
Europe:,,
,
EURO STOXX 50 Index,3635.40,3619.31,3676.75,3668.47,3637.80,,
Germany:,,
,
German Xetra Dax,"11,443.72","11,456.07","11,636.30","11,585.10","11,490.83",,
France:,,
,
CAC Index,5120.52,5112.14,5196.73,5192.11,5154.75,,
Switzerland:,,
,
Swiss Market Index,9468.97,9480.20,9526.79,9457.99,9408.27,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,629.67","52,437.84","52,774.21","52,464.59","52,014.96",,
JSE Africa Gold Index,774.15,757.37,760.74,752.61,762.05,,
Italy:,,
,
FTSE Italia All Share Index,"25,459.11","25,210.42","25,644.92","25,529.63","25,388.32",,
Spain:,,
,
IBEX 35,"11,265.9","11,150.5","11,279.5","11,253.6","11,178.2",,
New Zealand:,,
,
NZ Top 50 Capital,5957.85,5933.75,5938.51,5928.69,5868.66,,
NZ Top 10 Capital,1238.96,1236.57,1238.82,1237.70,1224.39,,
Tokyo:,,
,
Nikkei 225 Index,"20,548.11","20,520.36","20,614.06","20,664.44","20,724.56",,
Nikkei high,"20,562.20","20,552.04","20,715.48","20,817.48","20,754.00",,
Nikkei low,"20,396.50","20,448.49","20,469.87","20,664.44","20,567.51",,
Nikkei 300 Index,336.93,336.77,337.65,339.40,340.94,,
Topix Index,1659.60,1659.83,1665.85,1673.58,1679.19,,
Hong Kong:,,
,
Hang Seng Index,"24,411.42","24,406.12","24,514.16","24,375.28","24,552.47",,
China:,,
,
Shanghai A Index,3795.90,3935.67,3870.72,3836.13,3922.69,,
Korea:,,
,
Seoul KOSPI,2008.49,2027.99,2029.76,2013.29,2010.23,,
Taiwan:,,
,
TAIEX Index,8524.41,8510.86,8542.27,8449.56,8442.29,,
Singapore:,,
,
Straits Times Index,3192.79,3191.04,3191.39,3196.66,Closed,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1744.19,1723.73,1725.56,1694.64,1682.65,,
Indonesia:,,
,
JSX Composite Index,4800.18,4781.09,4850.53,4806.56,4770.30,,
India:,,
,
BSE Sensex Index,"28,187.06","28,071.93","28,223.08","28,298.13","28,236.39",,
Thailand:,,
,
FTSE SET Index,1442.04,1432.16,1436.36,1430.58,1428.79,,
Philippines:,,
,
Manila PSE Index,7573.26,7598.29,7662.55,7589.95,7532.52,,
World:,,
,
MSCI World,1761.18,1758.87,1762.75,1752.67,1747.34,,
Comm Research Index,199.82,201.39,200.30,199.06,198.84,,
Moody's Comm Index,5126.87,5138.76,5125.26,5117.07,5117.07,,
LME Index,2425.8,2434.9,2408.1,2404.3,2398.8,,
,
Source: Thomson Reuters,
