Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-06-26T17:00:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,,
New York:,,
,
DJ Indust,"12,080.38","12,190.01","12,109.67","12,050.00","11,934.58",,
DJ Opening,"12,004.28","12,081.33","12,189.71","12,108.35","12,049.24",,
Day's High,"12,099.87","12,217.33","12,207.99","12,108.73","12,057.19",,
Day's low,"11,971.29","12,081.18","12,105.85","11,874.94","11,925.42",,
Nasdaq Comp,2629.66,2687.26,2669.19,2686.75,2652.89,,
S&P 500 Index,1278.36,1295.52,1287.14,1283.50,1268.45,,
Wilshire 5000,"13,474.38","13,678.61","13,595.90","13,571.35","13,424.87",,
NYSE volume ('000),"78,452","84,974","85,398","1,116,490","1,739,461",,
NYSE rises,2025,2586,1234,1254,1080,,
NYSE falls,957,449,1751,1734,1894,,
Transport,5201.22,5300.57,5288.20,5302.63,5214.15,,
NYSE Comp,8032.22,8156.27,8101.84,8054.08,7974.72,,
AMEX Index,2268.61,2307.90,2302.50,2279.82,2260.66,,
Canada:,,
,
DJ S&P TSX Index,"12,857.70","13,063.32","13,060.56","12,979.58","12,908.89",,
London:,,
,
FTSE 100 Index,5693.39,5775.31,5772.99,5674.38,5697.72,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2748.01,2801.99,2795.07,2730.86,2715.88,,
Germany:,,
,
German Xetra Dax,7150.21,7285.51,7278.19,7149.44,7121.38,,
France:,,
,
CAC Index,3799.66,3877.07,3871.37,3787.79,3784.80,,
Switzerland:,,
,
Swiss Market Index,6113.70,6171.01,6113.44,5991.09,5998.02,,
Johannesburg:,,
,
FTSE JSE All Share Index,"30,627.65","30,971.88","30,792.87","30,326.54","30,680.23",,
JSE Africa Gold Index,2361.33,2366.60,2393.30,2309.14,2298.74,,
Italy:,,
,
FTSE Italia All Share Index,"20,425.40","20,830.99","20,728.59","20,177.79","19,881.65",,
Spain:,,
,
IBEX 35,"10,038.1","10,231.9","10,226.2",9942.6,9812.7,,
New Zealand:,,
,
NZ Top 50 Capital,3467.49,3459.56,3457.46,3461.81,3455.60,,
NZ Top 10 Capital,903.14,898.68,898.01,901.26,899.22,,
Tokyo:,,
,
Nikkei 225 Index,9354.32,9459.66,9629.43,9596.74,9678.71,,
Nikkei high,9421.38,9459.66,9658.62,9652.41,9695.09,,
Nikkei low,9346.76,9378.36,9525.25,9553.30,9609.24,,
Nikkei 300 Index,163.84,165.71,168.31,167.55,169.08,,
Topix Index,806.83,815.73,828.99,825.51,833.20,,
Nikkei vol (mil),1625,1601,1912,1635,1761,,
Hong Kong:,,
,
Hang Seng Index,"21,599.51","21,850.59","21,859.97","21,759.14","22,171.95",,
China:,,
,
Shanghai A Index,2746.48,2772.75,2775.50,2816.15,2877.05,,
Korea:,,
,
Seoul KOSPI,2019.65,2048.17,2063.90,2055.86,2090.81,,
Taiwan:,,
,
TAIEX Index,8530.68,8597.62,8621.04,8567.28,8532.83,,
Singapore:,,
,
Straits Times Index,3013.60,3053.51,3042.83,3044.72,3066.85,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1559.19,1560.79,1567.35,1563.19,1564.66,,
Indonesia:,,
,
JSX Composite Index,3729.12,3794.94,3821.83,3823.65,3848.56,,
India:,,
,
BSE Sensex Index,"17,506.63","17,560.30","17,550.63","17,727.49","18,240.68",,
Thailand:,,
,
FTSE SET Index,1013.09,1027.72,1023.86,1014.13,1022.94,,
Philippines:,,
,
Manila PSE Index,Closed,4211.81,4245.28,4241.14,4291.44,,
World:,,
,
MSCI World,1281.55,1301.77,1299.53,1281.57,1275.45,,
Comm Research Index,336.16,338.31,338.08,330.38,330.07,,
Moody's Comm Index,7000.52,6926.35,6977.44,6939.21,6915.82,,
LME Index,3974.5,4010.1,4011.7,3983.9,4001.2,,
,
Source: Thomson Reuters,
