Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-03-29T14:00:01+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,,
New York:,,
,
DJ Indust,"16,276.69","16,367.88","16,268.99","16,264.23","16,323.06",,
DJ Opening,"16,303.28","16,279.20","16,370.71","16,268.67","16,267.77",,
Day's High,"16,380.51","16,407.18","16,466.04","16,300.94","16,414.86",,
Day's low,"16,215.56","16,279.20","16,268.99","16,191.79","16,267.77",,
Nasdaq Comp,4226.39,4234.27,4173.58,4151.23,4155.76,,
S&P 500 Index,1857.44,1865.62,1852.56,1849.04,1857.62,,
Wilshire 5000,"19,878.32","19,938.22","19,758.98","19,726.03","19,809.28",,
NYSE volume ('000),"72,895,500","64,452,500","75,137,200","79,268,900","63,892,500",,
NYSE rises,1142,1774,1023,1625,2162,,
NYSE falls,1924,1228,2023,1397,851,,
Transport,7510.38,7549.00,7429.54,7411.43,7451.36,,
NYSE Comp,"10,362.06","10,417.06","10,359.36","10,373.44","10,434.87",,
AMEX Index,2498.95,2518.30,2501.09,2520.02,2551.83,,
Canada:,,
,
DJ S&P TSX Index,"14,278.55","14,299.49","14,184.10","14,178.84","14,260.72",,
London:,,
,
FTSE 100 Index,6520.39,6604.89,6605.30,6588.32,6615.58,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3052.91,3096.64,3130.17,3133.75,3172.43,,
Germany:,,
,
German Xetra Dax,9188.77,9338.40,9448.58,9451.21,9587.19,,
France:,,
,
CAC Index,4276.34,4344.12,4385.15,4379.06,4411.26,,
Switzerland:,,
,
Swiss Market Index,8198.02,8299.19,8334.34,8327.93,8373.23,,
Johannesburg:,,
,
FTSE JSE All Share Index,"46,875.37","47,387.56","47,652.89","47,380.98","47,930.03",,
JSE Africa Gold Index,1508.95,1522.30,1476.95,1431.51,1468.70,,
Italy:,,
,
FTSE Italia All Share Index,"22,020.83","22,222.51","22,509.46","22,582.14","22,914.97",,
Spain:,,
,
IBEX 35,9913.1,9990.5,"10,140.8","10,199.0","10,328.9",,
New Zealand:,,
,
NZ Top 50 Capital,5118.62,5130.70,5124.89,5126.53,5142.90,,
NZ Top 10 Capital,1184.37,1188.97,1183.25,1183.55,1186.21,,
Tokyo:,,
,
Nikkei 225 Index,"14,475.30","14,423.19","14,477.16","14,622.89","14,696.03",,
Nikkei high,"14,514.28","14,531.79","14,569.90","14,659.85","14,713.45",,
Nikkei low,"14,287.28","14,312.08","14,401.42","14,227.81","14,520.57",,
Nikkei 300 Index,236.17,236.20,237.83,238.65,240.37,,
Topix Index,1163.04,1163.70,1172.07,1176.90,1186.52,,
Hong Kong:,,
,
Hang Seng Index,"21,846.45","21,732.32","21,887.75","21,834.45","22,065.53",,
China:,,
,
Shanghai A Index,2163.40,2164.42,2160.61,2142.68,2137.55,,
Korea:,,
,
Seoul KOSPI,1945.55,1941.25,1964.31,1977.97,1981.00,,
Taiwan:,,
,
TAIEX Index,8605.38,8689.30,8737.27,8779.57,8774.64,,
Singapore:,,
,
Straits Times Index,3111.83,3104.17,3143.32,3162.46,3172.17,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1833.85,1837.17,1839.14,1846.87,1850.73,,
Indonesia:,,
,
JSX Composite Index,4720.42,4703.09,4728.24,4723.06,4768.28,,
India:,,
,
BSE Sensex Index,"22,055.48","22,055.21","22,095.30","22,214.37","22,339.97",,
Thailand:,,
,
FTSE SET Index,1349.90,1354.01,1360.44,1355.95,1368.90,,
Philippines:,,
,
Manila PSE Index,6400.67,6336.34,6348.50,6315.69,6359.62,,
World:,,
,
MSCI World,1645.97,1655.69,1654.34,1653.12,1661.84,,
Comm Research Index,300.20,301.51,301.87,304.65,305.90,,
Moody's Comm Index,6255.29,6297.46,6293.72,6294.22,6294.22,,
LME Index,2938.5,2987.7,2946.4,2958.6,2993.2,,
,
Source: Thomson Reuters,
