Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2011-05-29T16:30:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,May 23,May 24,May 25,May 26,May 27,,
New York:,,
,
DJ Indust,"12,381.26","12,356.21","12,394.66","12,402.76","12,441.58",,
DJ Opening,"12,511.36","12,381.57","12,355.45","12,391.63","12,398.06",,
Day's High,"12,511.36","12,422.55","12,440.03","12,441.58","12,483.81",,
Day's low,"12,331.77","12,350.04","12,309.52","12,317.92","12,397.69",,
Nasdaq Comp,2758.90,2746.16,2761.38,2782.92,2796.86,,
S&P 500 Index,1317.37,1316.28,1320.47,1325.69,1331.10,,
Wilshire 5000,"13,903.84","13,887.37","13,948.73","14,022.82","14,089.67",,
NYSE volume ('000),"86,518","86,592","96,302","86,101","68,825",,
NYSE rises,615,1381,1961,2154,2205,,
NYSE falls,2379,1604,1031,846,781,,
Transport,5381.64,5347.67,5394.27,5406.12,5408.58,,
NYSE Comp,8236.55,8252.46,8295.37,8341.66,8386.34,,
AMEX Index,2345.88,2364.23,2374.45,2407.39,2419.03,,
Canada:,,
,
DJ S&P TSX Index,Closed,"13,595.12","13,751.47","13,775.90","13,797.59",,
London:,,
,
FTSE 100 Index,5835.89,5858.41,5870.14,5880.99,5938.87,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2794.26,2801.27,2816.84,2799.82,2819.40,,
Germany:,,
,
German Xetra Dax,7121.52,7150.66,7170.94,7114.09,7163.47,,
France:,,
,
CAC Index,3906.98,3916.88,3928.99,3917.22,3950.98,,
Switzerland:,,
,
Swiss Market Index,6437.82,6454.29,6464.55,6469.16,6489.32,,
Johannesburg:,,
,
FTSE JSE All Share Index,"31,344.53","31,731.05","31,793.59","31,980.11","32,384.41",,
JSE Africa Gold Index,2592.63,2606.38,2623.34,2578.17,2600.99,,
Italy:,,
,
FTSE Italia All Share Index,"21,304.70","21,365.69","21,586.43","21,442.97","21,603.47",,
Spain:,,
,
IBEX 35,"10,082.7","10,115.9","10,217.4","10,203.2","10,261.2",,
New Zealand:,,
,
NZ Top 50 Capital,3554.14,3559.55,3554.37,3527.59,3527.96,,
NZ Top 10 Capital,927.01,932.00,930.34,920.30,917.25,,
Tokyo:,,
,
Nikkei 225 Index,9460.63,9477.17,9422.88,9562.05,9521.94,,
Nikkei high,9547.86,9490.35,9503.77,9567.46,9588.70,,
Nikkei low,9437.87,9406.04,9415.33,9489.12,9493.44,,
Nikkei 300 Index,166.57,166.78,166.69,168.69,168.09,,
Topix Index,817.68,819.16,817.74,827.08,824.90,,
Nikkei vol (mil),1827,1653,1607,1616,1512,,
Hong Kong:,,
,
Hang Seng Index,"22,711.02","22,730.78","22,747.28","22,900.79","23,118.07",,
China:,,
,
Shanghai A Index,2905.75,2897.73,2871.30,2865.88,2838.11,,
Korea:,,
,
Seoul KOSPI,2055.71,2061.76,2035.87,2091.91,2100.24,,
Taiwan:,,
,
TAIEX Index,8747.51,8756.61,8727.09,8788.40,8810.00,,
Singapore:,,
,
Straits Times Index,3110.48,3113.09,3118.65,3123.70,3135.52,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1528.98,1532.12,1533.57,1540.94,1548.69,,
Indonesia:,,
,
JSX Composite Index,3778.45,3785.94,3780.16,3814.82,3832.38,,
India:,,
,
BSE Sensex Index,"17,993.33","18,011.97","17,847.24","18,044.64","18,266.10",,
Thailand:,,
,
FTSE SET Index,1053.97,1064.24,1055.54,1065.45,1067.00,,
Philippines:,,
,
Manila PSE Index,4267.49,4227.08,4190.98,4230.56,4274.51,,
World:,,
,
MSCI World,1313.69,1315.76,1320.26,1326.96,1338.47,,
Comm Research Index,337.04,339.26,344.60,343.50,346.44,,
Moody's Comm Index,7086.76,6990.94,7016.21,7102.21,7099.64,,
LME Index,3925.6,3973.8,4056.1,4037.1,4113.3,,
,
Source: Thomson Reuters,
