Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-09-27T14:00:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,,
New York:,,
,
DJ Indust,"17,172.68","17,055.87","17,210.06","16,945.80","17,113.15",,
DJ Opening,"17,271.71","17,165.91","17,056.64","17,204.86","16,948.62",,
Day's High,"17,277.88","17,171.88","17,226.60","17,204.86","17,148.15",,
Day's low,"17,159.36","17,055.87","17,033.93","16,945.80","16,948.11",,
Nasdaq Comp,4527.69,4508.69,4555.22,4466.75,4512.19,,
S&P 500 Index,1994.29,1982.77,1998.30,1965.99,1982.85,,
Wilshire 5000,"21,008.37","20,877.00","21,038.17","20,707.32","20,885.67",,
NYSE volume ('000),696039,718292,745045,734894,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8514.43,8445.07,8503.20,8384.74,8484.91,,
NYSE Comp,"10,892.64","10,815.42","10,885.60","10,722.21","10,798.88",,
AMEX Index,2683.16,2656.64,2671.84,2628.89,2635.87,,
Canada:,,
,
DJ S&P TSX Index,"15,129.00","15,125.67","15,120.54","14,893.57","15,026.77",,
London:,,
,
FTSE 100 Index,6773.63,6676.08,6706.27,6639.71,6649.39,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3257.48,3205.93,3244.01,3202.31,3219.58,,
Germany:,,
,
German Xetra Dax,9749.54,9595.03,9661.97,9510.01,9490.55,,
France:,,
,
CAC Index,4442.55,4359.35,4413.72,4355.28,4394.75,,
Switzerland:,,
,
Swiss Market Index,8817.52,8763.80,8797.17,8772.76,8774.36,,
Johannesburg:,,
,
FTSE JSE All Share Index,"50,485.53","50,053.91",Closed,"49,503.55","49,663.64",,
JSE Africa Gold Index,1290.84,1283.94,Closed,1270.36,1272.75,,
Italy:,,
,
FTSE Italia All Share Index,"21,865.47","21,544.80","21,860.90","21,579.28","21,938.34",,
Spain:,,
,
IBEX 35,"10,947.9","10,801.8","10,856.9","10,783.1","10,851.4",,
New Zealand:,,
,
NZ Top 50 Capital,5236.29,5241.44,5258.17,5277.86,5253.49,,
NZ Top 10 Capital,1151.65,1150.34,1143.74,1150.10,1142.43,,
Tokyo:,,
,
Nikkei 225 Index,"16,205.90",Closed,"16,167.45","16,374.14","16,229.86",,
Nikkei high,16299.13,Closed,"16,203.94","16,374.14","16,251.67",,
Nikkei low,16170.11,Closed,"16,094.59","16,303.91","16,087.95",,
Nikkei 300 Index,268.69,Closed,267.43,271.36,268.33,,
Topix Index,1330.88,Closed,1326.18,1346.43,1331.95,,
Hong Kong:,,
,
Hang Seng Index,"23,955.49","23,837.07","23,921.61","23,768.13","23,678.41",,
China:,,
,
Shanghai A Index,2397.16,2417.99,2453.42,2455.01,2457.74,,
Korea:,,
,
Seoul KOSPI,2039.27,2028.91,2035.64,2034.11,2031.64,,
Taiwan:,,
,
TAIEX Index,9134.65,9084.90,9098.49,9011.59,8989.82,,
Singapore:,,
,
Straits Times Index,3296.57,3298.09,3292.81,3290.99,3292.21,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1846.05,1840.19,1840.08,1843.11,1840.50,,
Indonesia:,,
,
JSX Composite Index,5219.80,5188.11,5174.01,5201.38,5132.56,,
India:,,
,
BSE Sensex Index,"27,206.74","26,775.69","26,744.69","26,468.36","26,626.32",,
Thailand:,,
,
FTSE SET Index,1589.51,1590.13,1591.89,1591.99,1600.16,,
Philippines:,,
,
Manila PSE Index,7279.86,7271.62,7355.29,7294.21,7261.30,,
World:,,
,
MSCI World,1726.47,1716.23,1723.67,1703.09,1707.88,,
Comm Research Index,278.33,278.47,281.06,279.84,280.95,,
Moody's Comm Index,5630.77,5626.53,5635.63,5627.91,5627.91,,
LME Index,3119.9,3119.6,3136.6,3109.5,3106.9,,
,
Source: Thomson Reuters,
