Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2014-07-12T23:45:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Jul 7,Jul 8,Jul 9,Jul 10,Jul 11,,
New York:,,
,
DJ Indust,"17,024.21","16,906.62","16,985.61","16,915.07","16,943.81",,
DJ Opening,"17,063.83","17,022.09","16,916.83","16,980.35","16,918.31",,
Day's High,"17,063.83","17,022.09","16,998.95","16,980.35","16,949.46",,
Day's low,"16,992.45","16,874.79","16,913.81","16,805.38","16,860.30",,
Nasdaq Comp,4451.53,4391.46,4419.03,4396.20,4415.49,,
S&P 500 Index,1977.65,1963.71,1972.83,1964.68,1967.57,,
Wilshire 5000,"20,979.36","20,808.69","20,903.70","20,805.67","20,828.86",,
NYSE volume ('000),n/a,n/a,n/a,n/a,n/a,,
NYSE rises,939,1190,1750,931,n/a,,
NYSE falls,2140,1851,1255,2116,n/a,,
Transport,8209.32,8200.84,8244.75,8225.80,8254.31,,
NYSE Comp,"11,035.81","10,963.16","11,005.50","10,941.34","10,936.35",,
AMEX Index,2822.21,2810.78,2810.78,2798.96,n/a,,
Canada:,,
,
DJ S&P TSX Index,"15,172.93","15,137.18","15,215.19","15,114.48","15,125.50",,
London:,,
,
FTSE 100 Index,6823.51,6738.45,6718.04,6672.37,6690.17,,
Europe:,,
,
DJ Euro Stoxx 50 Index,3230.92,3184.38,3203.10,3150.59,3157.05,,
Germany:,,
,
German Xetra Dax,9906.07,9772.67,9808.20,9659.13,9666.34,,
France:,,
,
CAC Index,4405.76,4342.53,4359.84,4301.26,4316.50,,
Switzerland:,,
,
Swiss Market Index,8612.77,8554.51,8539.71,8474.23,8468.52,,
Johannesburg:,,
,
FTSE JSE All Share Index,"51,877.11","51,608.33","51,401.46","50,994.46","51,161.33",,
JSE Africa Gold Index,1484.24,1480.71,1545.39,1574.89,1552.83,,
Italy:,,
,
FTSE Italia All Share Index,"22,631.22","22,047.36","22,217.64","21,795.72","21,915.86",,
Spain:,,
,
IBEX 35,"10,888.5","10,689.1","10,746.9","10,533.6","10,538.8",,
New Zealand:,,
,
NZ Top 50 Capital,5186.36,5166.08,5122.74,5128.01,5100.59,,
NZ Top 10 Capital,1163.24,1158.53,1141.78,1144.41,1136.87,,
Tokyo:,,
,
Nikkei 225 Index,"15,379.44","15,314.41","15,302.65","15,216.47","15,164.04",,
Nikkei high,"15,477.77","15,389.89","15,302.65","15,326.78","15,204.01",,
Nikkei low,"15,379.44","15,225.11","15,185.32","15,215.43","15,101.49",,
Nikkei 300 Index,258.87,257.82,257.08,254.76,253.96,,
Topix Index,1279.87,1275.70,1270.82,1259.25,1255.19,,
Hong Kong:,,
,
Hang Seng Index,"23,540.92","23,541.38","23,176.07","23,238.99","23,233.45",,
China:,,
,
Shanghai A Index,2156.79,2161.05,2134.41,2134.06,2143.10,,
Korea:,,
,
Seoul KOSPI,2005.12,2006.66,2000.50,2002.84,1988.74,,
Taiwan:,,
,
TAIEX Index,9520.20,9530.98,9489.98,9565.12,9495.84,,
Singapore:,,
,
Straits Times Index,3291.57,3283.34,3275.46,3269.50,3293.73,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1892.50,1892.65,1891.16,1892.62,1883.15,,
Indonesia:,,
,
JSX Composite Index,4989.03,5024.71,5024.71,5098.01,5032.60,,
India:,,
,
BSE Sensex Index,"26,100.08","25,582.11","25,444.81","25,372.75","25,024.35",,
Thailand:,,
,
FTSE SET Index,1503.21,1507.58,1507.92,1518.01,Closed,,
Philippines:,,
,
Manila PSE Index,6999.10,6948.52,6903.79,6937.21,6901.09,,
World:,,
,
MSCI World,1754.80,1741.64,1746.05,1734.48,1736.00,,
Comm Research Index,304.46,304.16,301.89,300.40,297.77,,
Moody's Comm Index,6290.65,6273.22,6310.24,6233.53,6233.53,,
LME Index,3252.9,3270.3,3263.9,3263.1,3275.1,,
,
Source: Thomson Reuters,
