Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2015-09-26T13:15:00+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,,
New York:,,
,
DJ Indust,"16,510.19","16,330.47","16,279.89","16,201.32","16,314.67",,
DJ Opening,"16,406.10","16,477.45","16,332.81","16,257.11","16,205.07",,
Day's High,"16,578.60","16,477.45","16,355.29","16,257.11","16,465.23",,
Day's low,"16,391.88","16,221.73","16,211.98","16,016.36","16,205.07",,
Nasdaq Comp,4828.96,4756.72,4752.74,4734.48,4686.50,,
S&P 500 Index,1966.97,1942.74,1938.76,1932.24,1931.34,,
Wilshire 5000,"20,757.98","20,487.30","20,430.38","20,355.11","20,313.52",,
NYSE volume ('000),2579559,821483,960762,782226,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8099.91,7896.36,7861.28,7781.38,7850.62,,
NYSE Comp,"10,066.07",9912.60,9867.90,9837.81,9857.25,,
NYSE AMEX Comp Idx,2221.10,2174.74,2154.02,2175.41,2173.21,,
Canada:,,
,
DJ S&P TSX Index,"13,779.44","13,491.09","13,383.69","13,338.67","13,378.57",,
London:,,
,
FTSE 100 Index,6108.71,5935.84,6032.24,5961.49,6109.01,,
Europe:,,
,
EURO STOXX 50 Index,3184.72,3076.05,3079.99,3019.34,3113.16,,
Germany:,,
,
German Xetra Dax,9948.51,9570.66,9612.62,9427.64,9688.53,,
France:,,
,
CAC Index,4585.50,4428.51,4432.83,4347.24,4480.66,,
Switzerland:,,
,
Swiss Market Index,8782.27,8475.47,8447.68,8278.07,8505.94,,
Johannesburg:,,
,
FTSE JSE All Share Index,"50,737.14","49,853.09","50,381.63",Closed,"50,331.12",,
JSE Africa Gold Index,975.08,961.64,946.78,–,970.28,,
Italy:,,
,
FTSE Italia All Share Index,"23,372.93","22,633.55","22,680.93","22,188.16","22,953.19",,
Spain:,,
,
IBEX 35,9856.8,9550.2,9474.6,9291.4,9519.5,,
New Zealand:,,
,
NZ Top 50 Capital,5683.52,5696.79,5654.34,5676.81,5687.35,,
NZ Top 10 Capital,1159.73,1161.67,1141.49,1148.33,1145.89,,
Tokyo:,,
,
Nikkei 225 Index,Closed,Closed,Closed,"17,571.83","17,880.51",,
Nikkei high,–,–,–,"17,865.84","17,880.51",,
Nikkei low,–,–,–,"17,571.83","17,483.69",,
Nikkei 300 Index,–,–,–,288.87,294.29,,
Topix Index,–,–,–,1426.97,1453.81,,
Hong Kong:,,
,
Hang Seng Index,"21,756.93","21,796.58","21,302.91","21,095.98","21,186.32",,
China:,,
,
Shanghai A Index,3306.42,3336.96,3263.71,3291.81,3239.04,,
Korea:,,
,
Seoul KOSPI,1964.68,1982.06,1944.64,1947.10,1942.85,,
Taiwan:,,
,
TAIEX Index,8307.04,8365.92,8193.42,8123.10,8132.35,,
Singapore:,,
,
Straits Times Index,2882.27,2868.47,2845.74,Closed,2832.64,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1639.47,1635.37,1613.17,Closed,1615.01,,
Indonesia:,,
,
JSX Composite Index,4376.08,4344.04,4244.43,Closed,4209.44,,
India:,,
,
BSE Sensex Index,"26,192.98","25,651.84","25,822.99","25,863.50",,,
Thailand:,,
,
FTSE SET Index,1392.73,1379.32,1375.17,1372.35,1376.83,,
Philippines:,,
,
Manila PSE Index,7092.41,7051.23,6926.91,6917.55,,,
World:,,
,
MSCI World,1628.93,1600.76,1596.66,1587.38,1594.70,,
Comm Research Index,197.38,195.35,192.90,194.10,196.24,,
Moody's Comm Index,4930.10,4876.02,4894.71,4868.37,,,
LME Index,2398.5,2332.2,2328.4,2335.0,2317.2,,
,
Source: Thomson Reuters,
