Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Saturday at 2013-10-19T14:30:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,,
New York:,,
,
DJ Indust,"15,301.26","15,168.01","15,373.83","15,371.65","15,399.65",,
DJ Opening,"15,231.33","15,300.30","15,170.70","15,369.46","15,371.71",,
Day's High,"15,309.48","15,301.91","15,374.15","15,376.11","15,412.97",,
Day's low,"15,136.38","15,161.33","15,170.70","15,229.02","15,321.81",,
Nasdaq Comp,3815.28,3794.01,3839.43,3863.15,3914.28,,
S&P 500 Index,1710.14,1698.06,1721.54,1733.15,1744.50,,
Wilshire 5000,"18,264.48","18,132.77","18,378.98","18,513.51","18,650.97",,
NYSE volume ('000),"57,442,800","68,945,000","75,091,500","75,958,200","89,114,200",,
NYSE rises,1688,682,2392,2523,2152,,
NYSE falls,1221,2321,592,489,858,,
Transport,6653.65,6643.18,6736.87,6747.61,6830.45,,
NYSE Comp,9797.18,9726.62,9845.00,9934.84,9984.63,,
AMEX Index,2348.23,2335.59,2352.19,2410.04,2413.55,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,931.46","12,957.21","13,036.36","13,136.09",,
London:,,
,
FTSE 100 Index,6507.65,6549.11,6571.59,6576.16,6622.58,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2977.69,3004.56,3015.40,3010.39,3033.31,,
Germany:,,
,
German Xetra Dax,8723.81,8804.44,8846.00,8811.98,8865.10,,
France:,,
,
CAC Index,4222.96,4256.02,4243.72,4239.64,4286.03,,
Switzerland:,,
,
Swiss Market Index,7928.49,7984.35,7981.87,8032.40,8084.65,,
Johannesburg:,,
,
FTSE JSE All Share Index,"43,723.16","44,297.17","44,418.01","44,514.12","44,689.29",,
JSE Africa Gold Index,1186.27,1184.59,1197.47,1243.57,1246.29,,
Italy:,,
,
FTSE Italia All Share Index,"19,970.72","20,082.06","20,344.92","20,284.15","20,370.57",,
Spain:,,
,
IBEX 35,9696.0,9805.3,9879.0,9918.0,"10,001.8",,
New Zealand:,,
,
NZ Top 50 Capital,4734.17,4747.93,4758.77,4776.00,4758.59,,
NZ Top 10 Capital,1120.34,1124.05,1125.43,1123.54,1116.33,,
Tokyo:,,
,
Nikkei 225 Index,Closed,"14,441.54","14,467.14","14,586.51","14,561.54",,
Nikkei high,–,"14,510.37","14,493.67","14,664.22","14,610.09",,
Nikkei low,–,"14,415.76","14,417.61","14,492.67","14,503.09",,
Nikkei 300 Index,–,243.79,243.62,245.41,245.11,,
Topix Index,–,1197.47,1196.78,1206.25,1205.52,,
Hong Kong:,,
,
Hang Seng Index,Closed,"23,336.52","23,228.33","23,094.88","23,340.10",,
China:,,
,
Shanghai A Index,2342.38,2337.76,2295.51,2290.70,2296.19,,
Korea:,,
,
Seoul KOSPI,2020.27,2040.96,2034.61,2040.61,2052.40,,
Taiwan:,,
,
TAIEX Index,8273.96,8367.88,8332.18,8374.68,8441.19,,
Singapore:,,
,
Straits Times Index,3165.25,Closed,3174.03,3186.62,3192.90,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1784.76,Closed,1791.37,1797.42,1799.59,,
Indonesia:,,
,
JSX Composite Index,n/a,Closed,4492.26,4518.93,4546.57,,
India:,,
,
BSE Sensex Index,"20,607.54","20,547.62",Closed,"20,415.51","20,882.89",,
Thailand:,,
,
FTSE SET Index,1459.84,1472.90,1464.38,1469.09,1484.72,,
Philippines:,,
,
Manila PSE Index,6442.70,Closed,6483.57,6560.88,6607.83,,
World:,,
,
MSCI World,1562.78,1558.19,1570.34,1586.64,1598.14,,
Comm Research Index,288.04,286.88,288.17,286.99,287.49,,
Moody's Comm Index,5870.17,5870.17,5883.49,5867.48,5899.77,,
LME Index,3144.4,3132.2,3142.3,3129.6,3135.7,,
,
Source: Thomson Reuters,
