Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2012-09-16T19:30:03+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,,
New York:,,
,
DJ Indust,"13,254.29","13,323.36","13,333.35","13,539.86","13,593.37",,
DJ Opening,"13,308.56","13,254.60","13,321.62","13,329.71","13,540.40",,
Day's High,"13,324.10","13,354.34","13,373.62","13,573.33","13,653.24",,
Day's low,"13,251.39","13,253.21","13,317.52","13,325.11","13,533.94",,
Nasdaq Comp,3104.02,3104.53,3114.31,3155.83,3183.95,,
S&P 500 Index,1429.08,1433.56,1436.56,1459.99,1465.77,,
Wilshire 5000,"14,992.66","14,987.85","14,997.73","15,009.15","15,336.06",,
NYSE volume ('000),"61,292","66,375","66,111","79,759","89,633",,
NYSE rises,1188,2007,1947,2346,2061,,
NYSE falls,1770,965,1033,646,940,,
Transport,5098.61,5133.50,5174.18,5202.22,5215.97,,
NYSE Comp,8192.40,8246.15,8267.32,8407.03,8458.88,,
AMEX Index,2408,2437,2420,2468,2469,,
Canada:,,
,
DJ S&P TSX Index,"12,215.43","12,220.45","12,232.62","12,360.16","12,499.47",,
London:,,
,
FTSE 100 Index,5793.20,5792.19,5782.08,5819.92,5915.55,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2528.53,2557.65,2564.80,2543.22,2594.56,,
Germany:,,
,
German Xetra Dax,7213.70,7310.11,7343.53,7310.32,7412.13,,
France:,,
,
CAC Index,3506.05,3537.30,3543.79,3502.09,3581.58,,
Switzerland:,,
,
Swiss Market Index,6507.87,6503.30,6489.80,6513.22,6559.16,,
Johannesburg:,,
,
FTSE JSE All Share Index,"35,524.90","35,446.66","35,736.41","35,885.23","36,550.08",,
JSE Africa Gold Index,2338.40,2337.10,2311.32,2302.94,2408.67,,
Italy:,,
,
FTSE Italia All Share Index,"16,942.34","17,067.14","17,244.18","17,090.58","17,505.46",,
Spain:,,
,
IBEX 35,7857.7,7930.4,7992.1,7935.9,8154.5,,
New Zealand:,,
,
NZ Top 50 Capital,3726.90,3744.96,3789.72,3786.04,3792.34,,
NZ Top 10 Capital,920.94,926.22,934.70,934.20,932.72,,
Tokyo:,,
,
Nikkei 225 Index,8869.37,8807.38,8959.96,8995.15,9159.39,,
Nikkei high,8874.54,8814.03,8959.96,9022.20,9193.27,,
Nikkei low,8838.18,8769.47,8821.80,8932.10,9081.80,,
Nikkei 300 Index,150.40,149.32,151.27,151.72,154.39,,
Topix Index,737.34,732.26,741.82,744.23,756.88,,
Nikkei vol (mil),1454,1547,1288,n/a,2495,,
Hong Kong:,,
,
Hang Seng Index,"19,827.17","19,857.88","20,075.39","20,047.63","20,629.78",,
China:,,
,
Shanghai A Index,2235.76,2220.72,2226.97,2210.01,2224.15,,
Korea:,,
,
Seoul KOSPI,1924.70,1920.00,1950.03,1950.69,2007.58,,
Taiwan:,,
,
TAIEX Index,7482.74,7485.13,7570.45,7578.80,7738.05,,
Singapore:,,
,
Straits Times Index,3008.72,3016.40,3029.66,3030.14,3070.42,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1621.04,1614.24,1613.78,1628.40,1642.95,,
Indonesia:,,
,
JSX Composite Index,4160.66,4155.36,4174.10,4170.64,4257.00,,
India:,,
,
BSE Sensex Index,"17,766.78","17,852.95","18,000.03","18,021.16","18,464.27",,
Thailand:,,
,
FTSE SET Index,1250.93,1248.32,1259.96,1257.69,1276.12,,
Philippines:,,
,
Manila PSE Index,5190.81,5186.05,5207.10,5240.50,5322.47,,
World:,,
,
MSCI World,1306.31,1311.71,1316.70,1329.48,1347.61,,
Comm Research Index,313.63,315.29,316.10,317.85,321.33,,
Moody's Comm Index,6475.63,6505.20,6541.63,6519.14,n/a,,
LME Index,3438.6,3452.5,3453.6,3459.6,3608.8,,
,
Source: Thomson Reuters,
