Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Monday at 2015-11-02T13:00:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,,
New York:,,
,
DJ Indust,"17,623.05","17,581.43","17,779.52","17,755.80","17,663.54",,
DJ Opening,"17,649.57","17,608.89","17,586.69","17,771.50","17,756.60",,
Day's High,"17,660.70","17,635.18","17,779.95","17,786.00","17,799.96",,
Day's low,"17,602.51","17,540.57","17,556.71","17,684.72","17,662.87",,
Nasdaq Comp,5034.70,5030.15,5095.69,5074.27,5053.75,,
S&P 500 Index,2071.18,2065.89,2090.35,2089.41,2079.36,,
Wilshire 5000,"21,566.96","21,475.37","21,771.95","21,735.26","21,748.51",,
NYSE volume ('000),1004850,840871,995043,1012441,n/a,,
NYSE rises,n/a,n/a,n/a,n/a,n/a,,
NYSE falls,n/a,n/a,n/a,n/a,n/a,,
Transport,8282.30,8063.56,8070.08,8138.00,8128.07,,
NYSE Comp,"10,464.62","10,400.18","10,538.20","10,498.16","10,460.96",,
NYSE AMEX Comp Idx,2295.85,2267.57,2316.64,2312.50,2304.56,,
Canada:,,
,
DJ S&P TSX Index,"13,790.90","13,699.60","13,863.16","13,791.88","13,529.17",,
London:,,
,
FTSE 100 Index,6417.02,6365.27,6437.80,6395.80,6361.09,,
Europe:,,
,
EURO STOXX 50 Index,3414.60,3381.01,3421.09,3413.39,3418.23,,
Germany:,,
,
German Xetra Dax,"10,801.34","10,692.19","10,831.96","10,800.84","10,850.14",,
France:,,
,
CAC Index,4897.13,4847.07,4890.58,4885.82,4897.66,,
Switzerland:,,
,
Swiss Market Index,8907.86,8849.92,8932.64,8957.27,8938.65,,
Johannesburg:,,
,
FTSE JSE All Share Index,"54,150.70","53,770.29","53,755.73","53,406.32","53,793.74",,
JSE Africa Gold Index,1093.25,1102.44,1116.99,1064.68,1043.91,,
Italy:,,
,
FTSE Italia All Share Index,"24,278.68","24,011.20","24,324.93","24,108.12","24,119.03",,
Spain:,,
,
IBEX 35,"10,478.3","10,322.4","10,421.9","10,397.2","10,360.7",,
New Zealand:,,
,
NZ Top 50 Capital,Closed,6001.02,5998.99,6002.97,5986.37,,
NZ Top 10 Capital,–,1208.67,1206.07,1206.20,1201.92,,
Tokyo:,,
,
Nikkei 225 Index,"18,947.12","18,777.04","18,903.02","18,935.71","19,083.10",,
Nikkei high,"19,088.76","18,964.99","18,925.51","19,080.89","19,202.34",,
Nikkei low,"18,937.45","18,760.79","18,815.12","18,809.48","18,784.69",,
Nikkei 300 Index,315.79,312.57,313.37,313.01,315.33,,
Topix Index,1558.99,1543.11,1547.19,1547.11,1558.20,,
Hong Kong:,,
,
Hang Seng Index,"23,116.25","23,142.73","22,956.57","22,819.94","22,640.04",,
China:,,
,
Shanghai A Index,3591.91,3596.86,3534.91,3547.49,3542.16,,
Korea:,,
,
Seoul KOSPI,2048.08,2044.65,2042.51,2034.16,2029.47,,
Taiwan:,,
,
TAIEX Index,8745.36,8701.32,8665.99,8571.08,8554.31,,
Singapore:,,
,
Straits Times Index,3083.07,3052.53,3040.51,3001.51,2998.35,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1706.79,1696.95,1686.51,1666.98,1665.71,,
Indonesia:,,
,
JSX Composite Index,4691.71,4674.06,4608.74,4472.02,4455.18,,
India:,,
,
BSE Sensex Index,"27,361.96","27,253.44","27,039.76","26,838.14","26,656.83",,
Thailand:,,
,
FTSE SET Index,1424.16,1424.05,1409.26,1390.04,1394.94,,
Philippines:,,
,
Manila PSE Index,7324.40,7325.76,7289.26,7189.25,7134.26,,
World:,,
,
MSCI World,1704.98,1696.24,1714.13,1706.61,1705.80,,
Comm Research Index,192.80,191.85,195.60,194.69,196.14,,
Moody's Comm Index,4987.11,4978.12,4952.74,4939.79,4939.79,,
LME Index,2353.5,2360.1,2357.1,2324.1,2317.0,,
,
Source: Thomson Reuters,
