Weekly Roundup - Overseas Indices ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Processed Sunday at 2010-10-17T16:00:02+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Overseas Market Movements,
,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,,
New York:,,
,
DJ Indust,"11,010.34","11,020.40","11,096.08","11,094.57","11,062.78",,
DJ Opening,"11,006.93","11,010.79","11,022.82","11,096.99","11,096.01",,
Day's High,"11,030.50","11,053.21","11,155.23","11,112.20","11,141.19",,
Day's low,"10,977.90","10,913.84","11,022.07","11,023.54","11,010.68",,
Nasdaq Comp,2402.33,2417.92,2441.23,2435.38,2468.77,,
S&P 500 Index,1165.32,1169.77,1178.10,1173.81,1176.19,,
Wilshire 5000,"12,199.92","12,248.37","12,346.52","12,301.34","12,326.75",,
NYSE volume ('000),"82,601","92,217","1,269,333","1,114,165","1,415,995",,
NYSE rises,1634,1659,2289,1203,1188,,
NYSE falls,1319,1293,712,1773,1796,,
Transport,4630.74,4611.40,4731.44,4705.17,4694.78,,
NYSE Comp,7479.01,7489.62,7561.50,7546.59,7520.60,,
AMEX Index,2080.52,2087.14,2110.56,2105.24,2100.63,,
Canada:,,
,
DJ S&P TSX Index,Closed,"12,575.64","12,673.31","12,619.69","12,609.07",,
London:,,
,
FTSE 100 Index,5672.40,5661.59,5747.35,5727.21,5703.37,,
Europe:,,
,
DJ Euro Stoxx 50 Index,2789.72,2775.75,2840.55,2836.11,2841.65,,
Germany:,,
,
German Xetra Dax,6309.51,6304.57,6434.52,6455.27,6492.30,,
France:,,
,
CAC Index,3768.49,3748.86,3828.34,3819.17,3827.37,,
Switzerland:,,
,
Swiss Market Index,6386.18,6375.26,6455.13,6440.97,6443.01,,
Johannesburg:,,
,
FTSE JSE All Share Index,"29,747.11","29,779.15","30,267.46","30,251.34","30,065.99",,
JSE Africa Gold Index,2528.39,2546.10,2585.49,2558.68,2534.67,,
Italy:,,
,
FTSE Italia All Share Index,"21,450.87","21,349.30","21,734.47","21,695.71","21,654.65",,
Spain:,,
,
IBEX 35,"10,700.8","10,648.2","10,866.1","10,849.7","10,868.2",,
New Zealand:,,
,
NZ Top 50 Capital,3234.89,3230.83,3231.82,3262.61,3255.85,,
NZ Top 10 Capital,827.09,827.43,828.00,839.19,837.36,,
Tokyo:,,
,
Nikkei 225 Index,Closed,9388.64,9403.51,9583.51,9500.25,,
Nikkei high,–,9650.20,9510.19,9614.44,9553.57,,
Nikkei low,–,9387.73,9393.52,9481.51,9478.64,,
Nikkei 300 Index,–,168.19,167.76,171.00,168.93,,
Topix Index,–,824.60,822.65,836.95,826.38,,
Nikkei vol (mil),–,1894,1890,2175,,,
Hong Kong:,,
,
Hang Seng Index,"23,207.31","23,121.70","23,457.69","23,852.17","23,757.63",,
China:,,
,
Shanghai A Index,2940.83,2977.10,2998.03,3017.41,3113.66,,
Korea:,,
,
Seoul KOSPI,1889.91,1868.04,1876.15,1899.76,1902.29,,
Taiwan:,,
,
TAIEX Index,8176.76,8090.22,8106.66,8215.45,8205.30,,
Singapore:,,
,
Straits Times Index,3163.41,3149.36,3202.16,3195.02,3204.27,,
Malaysia:,,
,
FTSE Bursa Malaysia KLCI,1487.41,1486.57,1496.97,1496.38,1489.86,,
Indonesia:,,
,
JSX Composite Index,3548.75,3547.25,3611.98,3618.48,3597.03,,
India:,,
,
BSE Sensex Index,"20,339.89","20,203.34","20,687.88","20,497.64","20,125.05",,
Thailand:,,
,
FTSE SET Index,977.85,977.08,992.60,993.72,997.15,,
Philippines:,,
,
Manila PSE Index,4218.79,4166.52,4194.06,4233.38,4216.35,,
World:,,
,
MSCI World,1210.44,1207.82,1222.06,1226.07,1223.43,,
Comm Research Index,296.30,297.76,299.67,299.86,296.00,,
Moody's Comm Index,5678.26,5744.25,5744.25,5838.24,5884.46,,
LME Index,3813.2,3845.9,3858.2,3870.9,3854.3,,
,
Source: Thomson Reuters,
